"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.6234	0.8324	0.459	0.0137	0.7159	-0.0856	-0.137	0.8769	0.1439	-0.0959	0.274	-0.3117	-0.2638	-0.5001	0.4898	0.185	1.0071	-0.0651	0.4659	0.0377	0.4111	0.4556	0.7844
0.5583	0.8255	0.4385	-0.024	0.6885	-0.1028	-0.1987	0.8735	0.113	-0.1576	0.2843	-0.3083	-0.3083	-0.4933	0.3768	0.0959	0.9968	-0.0925	0.3939	-0.0274	0.3699	0.4556	0.757
0.483	0.7707	0.3734	-0.0754	0.6063	-0.1644	-0.2843	0.7879	0.0411	-0.2432	0.2603	-0.3288	-0.3802	-0.4933	0.2432	0.0171	0.9728	-0.1439	0.298	-0.0651	0.2775	0.4624	0.7604
0.3974	0.7125	0.3391	-0.1507	0.5823	-0.1781	-0.3288	0.7707	0.024	-0.298	0.2364	-0.3425	-0.4453	-0.4487	0.1404	-0.1096	0.8975	-0.185	0.2192	-0.1473	0.1678	0.4761	0.7604
0.3391	0.6748	0.2603	-0.2055	0.5583	-0.1918	-0.3768	0.7091	-0.0274	-0.3597	0.185	-0.3528	-0.507	-0.3974	-0.024	-0.274	0.8016	-0.2466	0.113	-0.1884	0.0651	0.507	0.7502
0.2535	0.6166	0.2192	-0.2672	0.4933	-0.209	-0.4111	0.6474	-0.0411	-0.4213	0.1815	-0.3836	-0.5583	-0.322	-0.1165	-0.4111	0.6714	-0.2912	0.0411	-0.2535	0.0034	0.5344	0.7399
0.2158	0.5789	0.1781	-0.2946	0.4659	-0.209	-0.4419	0.6303	-0.0651	-0.459	0.1473	-0.4042	-0.5926	-0.2603	-0.1918	-0.5378	0.5207	-0.3151	-0.0377	-0.2672	-0.0788	0.5549	0.7536
0.1576	0.5481	0.1541	-0.3562	0.4248	-0.1987	-0.4727	0.6132	-0.0754	-0.4864	0.137	-0.3871	-0.6063	-0.185	-0.3014	-0.6817	0.3734	-0.3528	-0.0822	-0.2843	-0.1302	0.5823	0.7467
0.1199	0.5172	0.137	-0.3494	0.3939	-0.1815	-0.4761	0.5926	-0.0617	-0.4933	0.1541	-0.3871	-0.6234	-0.1302	-0.3597	-0.7742	0.2466	-0.3734	-0.1267	-0.2946	-0.1884	0.5892	0.7707
0.0822	0.507	0.1336	-0.3151	0.4042	-0.137	-0.4453	0.6029	-0.0343	-0.435	0.1644	-0.3768	-0.5926	-0.0617	-0.4111	-0.8735	0.1165	-0.3494	-0.137	-0.2672	-0.2055	0.6097	0.7776
0.1062	0.4898	0.1302	-0.3117	0.3836	-0.1096	-0.4213	0.6029	-0.024	-0.435	0.1815	-0.3528	-0.572	0	-0.4076	-0.918	0.0069	-0.3494	-0.1165	-0.2569	-0.1884	0.6063	0.7742
