"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.8392	1.6629	0.8921	0.1026	2.0857	0.2549	0.0155	1.8587	-0.2456	-0.2984	1.2216	-0.0186	-0.6465	-0.4507	-0.46	-0.373	0.8859	-0.4631	1.3366	0.0404	1.0692
0.7522	1.6163	0.8206	0.0684	2.0111	0.1958	-0.0062	1.8277	-0.2456	-0.3015	1.2216	0.0093	-0.6217	-0.4414	-0.4693	-0.3606	0.8579	-0.4352	1.3086	0.0404	1.0817
0.6465	1.5168	0.6776	0.0373	1.9302	0.1119	-0.0404	1.7655	-0.2487	-0.3264	1.1874	0.0186	-0.5968	-0.4258	-0.5595	-0.3761	0.8454	-0.4227	1.262	0.0155	1.0817
0.5098	1.408	0.5564	-0.0155	1.8339	0.0311	-0.0591	1.6909	-0.2704	-0.286	1.1749	0.0186	-0.5812	-0.4103	-0.5906	-0.4227	0.833	-0.3823	1.2029	0.0062	1.0506
0.4258	1.3055	0.4538	-0.0249	1.7437	-0.0497	-0.0591	1.6225	-0.2735	-0.2704	1.1345	0.0466	-0.5471	-0.3885	-0.6372	-0.4507	0.7926	-0.3512	1.1501	0.0031	1.0413
0.2984	1.206	0.345	-0.0653	1.6443	-0.1274	-0.0466	1.5448	-0.2797	-0.2642	1.0786	0.0528	-0.5035	-0.3668	-0.6403	-0.4818	0.7522	-0.3139	1.091	0	1.0257
0.1554	1.0724	0.2114	-0.0964	1.5262	-0.1927	-0.0497	1.4453	-0.2829	-0.2673	1.0351	0.0559	-0.4631	-0.3512	-0.7025	-0.5439	0.7118	-0.2891	1.0133	-0.0249	0.9884
0.0435	0.9356	0.0715	-0.0964	1.3739	-0.3108	-0.0684	1.3303	-0.317	-0.2269	0.9667	0.0435	-0.4072	-0.345	-0.7553	-0.6217	0.69	-0.2611	0.9107	-0.0435	0.9232
-0.1057	0.7957	-0.0404	-0.1337	1.262	-0.3823	-0.0684	1.2433	-0.3139	-0.2176	0.9076	0.0373	-0.3699	-0.3357	-0.8082	-0.7304	0.6683	-0.23	0.8423	-0.0528	0.8734
-0.2331	0.6621	-0.1461	-0.143	1.1438	-0.4725	-0.0839	1.1252	-0.3202	-0.1958	0.8579	0.0715	-0.3077	-0.3108	-0.805	-0.7864	0.6185	-0.1896	0.774	-0.0591	0.8392
-0.3575	0.5191	-0.2362	-0.1492	1.0164	-0.516	-0.0622	1.004	-0.3233	-0.1585	0.7771	0.1088	-0.2393	-0.3015	-0.8454	-0.8827	0.5812	-0.1305	0.6994	-0.0715	0.7895
-0.4818	0.4103	-0.3575	-0.1492	0.861	-0.5781	-0.028	0.889	-0.2984	-0.1212	0.7336	0.1585	-0.1647	-0.2766	-0.8734	-0.9915	0.5502	-0.087	0.631	-0.0995	0.7367
-0.5844	0.2735	-0.4631	-0.1803	0.718	-0.6217	-0.028	0.7677	-0.2642	-0.0839	0.69	0.2051	-0.0808	-0.2704	-0.9449	-1.1407	0.5253	-0.0653	0.5626	-0.0995	0.6776
-0.7025	0.1523	-0.5471	-0.1834	0.6217	-0.6527	-0.0124	0.6931	-0.2083	-0.0062	0.6652	0.2549	0.0093	-0.2456	-0.9729	-1.2899	0.4756	-0.0124	0.488	-0.1057	0.6341
-0.805	0.0528	-0.6123	-0.171	0.4942	-0.6527	0.0404	0.6061	-0.1461	0.0684	0.6248	0.3233	0.1181	-0.2145	-1.0009	-1.3832	0.4289	0.0435	0.4662	-0.0901	0.5875
-0.8517	-0.0186	-0.631	-0.1461	0.3948	-0.6341	0.0932	0.5471	-0.0746	0.115	0.6341	0.4072	0.2083	-0.1896	-1.0257	-1.5199	0.3792	0.0995	0.3979	-0.0995	0.5719
-0.9449	-0.1243	-0.6652	-0.1492	0.286	-0.6248	0.1399	0.46	0.0155	0.202	0.6061	0.5004	0.3046	-0.1803	-1.0786	-1.6318	0.3575	0.1523	0.3326	-0.0964	0.5129
-0.9791	-0.1741	-0.6963	-0.1305	0.2051	-0.5906	0.1927	0.373	0.0808	0.258	0.5595	0.5781	0.401	-0.1772	-1.1097	-1.7344	0.3295	0.1958	0.286	-0.0777	0.4756
-1.0133	-0.258	-0.6807	-0.087	0.1181	-0.5688	0.2424	0.2829	0.202	0.3481	0.5502	0.6931	0.5377	-0.1461	-1.1656	-1.8246	0.2829	0.2518	0.23	-0.0497	0.4352
-1.004	-0.2829	-0.6683	-0.0466	0.0435	-0.4631	0.317	0.2456	0.3046	0.4289	0.5657	0.8113	0.6496	-0.1274	-1.1936	-1.8929	0.2518	0.3139	0.1772	-0.0155	0.4134
-0.9915	-0.3357	-0.603	-0.0062	-0.0124	-0.3668	0.3792	0.1989	0.4352	0.5253	0.5595	0.9356	0.7771	-0.115	-1.1967	-1.896	0.2051	0.3761	0.1647	-0.0031	0.3792
-0.9822	-0.3948	-0.5564	0.028	-0.087	-0.317	0.4507	0.1368	0.516	0.6061	0.5471	1.0133	0.8672	-0.1026	-1.2216	-1.9396	0.2051	0.4196	0.0808	0.0062	0.3139
-0.9387	-0.4165	-0.4818	0.087	-0.1274	-0.2424	0.5035	0.1088	0.6527	0.7087	0.5533	1.1376	0.9915	-0.087	-1.2433	-1.9116	0.1772	0.5191	0.0715	0.0622	0.3015
