"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.7973	-0.8662	-0.7883	-0.9082	-0.9801	-0.8033	-0.7133	-0.8003	-0.5965	-0.5995	-0.5335	-0.2907	-0.6444	-0.0989	-0.3896	-0.1948	0.1888	-0.1918	-0.2698	-0.3057	-0.4496
-0.8123	-0.8452	-0.7823	-0.8992	-0.9561	-0.8033	-0.6984	-0.7853	-0.6084	-0.6264	-0.5455	-0.3087	-0.6564	-0.0779	-0.3866	-0.2368	0.1259	-0.2068	-0.2877	-0.3057	-0.4646
-0.7703	-0.8302	-0.7763	-0.9022	-0.9531	-0.8183	-0.6984	-0.7643	-0.6114	-0.6414	-0.5515	-0.3267	-0.6684	-0.036	-0.4346	-0.3087	0.0599	-0.2248	-0.3207	-0.3117	-0.4826
-0.7883	-0.8153	-0.7973	-0.9052	-0.9381	-0.8242	-0.7373	-0.7763	-0.6204	-0.6744	-0.5695	-0.3896	-0.6954	-0.021	-0.4406	-0.3807	0.024	-0.2967	-0.3836	-0.3117	-0.5035
-0.7943	-0.8063	-0.7643	-0.8932	-0.9471	-0.8183	-0.7403	-0.7733	-0.6084	-0.6804	-0.5635	-0.3717	-0.7193	0.006	-0.4466	-0.4256	-0.051	-0.3177	-0.4556	-0.3267	-0.5335
-0.8063	-0.8153	-0.7823	-0.9172	-0.9501	-0.8272	-0.7373	-0.7643	-0.6204	-0.7014	-0.5935	-0.4166	-0.7643	0.045	-0.4736	-0.5065	-0.1109	-0.3417	-0.5245	-0.3597	-0.5665
-0.8212	-0.8093	-0.7913	-0.9321	-0.9561	-0.8482	-0.7583	-0.7763	-0.6324	-0.7403	-0.6324	-0.4556	-0.7943	0.0689	-0.5095	-0.5875	-0.1409	-0.3807	-0.5905	-0.4106	-0.6354
-0.8332	-0.7823	-0.7973	-0.9381	-0.9471	-0.8512	-0.7883	-0.7613	-0.6534	-0.7583	-0.6594	-0.4736	-0.8362	0.0719	-0.5245	-0.6444	-0.1768	-0.4076	-0.6264	-0.4706	-0.6594
-0.8482	-0.7673	-0.8063	-0.9741	-0.9471	-0.8752	-0.8183	-0.7583	-0.6504	-0.7823	-0.6594	-0.4766	-0.8572	0.0809	-0.5455	-0.6864	-0.1948	-0.4676	-0.6624	-0.5365	-0.6894
-0.8512	-0.7643	-0.8242	-0.9741	-0.9172	-0.8692	-0.8332	-0.7553	-0.6714	-0.8153	-0.6984	-0.5095	-0.8662	0.0749	-0.5515	-0.7014	-0.1948	-0.4856	-0.7193	-0.5785	-0.7163
-0.8332	-0.7493	-0.8332	-0.9861	-0.8872	-0.8422	-0.8332	-0.7283	-0.6684	-0.8392	-0.7044	-0.5245	-0.8782	0.0809	-0.5365	-0.7133	-0.1858	-0.5185	-0.7373	-0.6384	-0.7104
-0.8482	-0.7343	-0.8183	-0.9891	-0.8812	-0.8242	-0.8332	-0.7014	-0.6264	-0.8332	-0.7014	-0.5005	-0.8842	0.048	-0.5335	-0.7433	-0.1319	-0.5365	-0.7703	-0.6864	-0.7313
-0.7943	-0.6774	-0.7913	-0.9711	-0.8482	-0.7973	-0.8212	-0.6684	-0.6204	-0.8153	-0.6714	-0.5005	-0.8512	0.018	-0.5095	-0.7014	-0.0659	-0.5605	-0.7553	-0.7313	-0.7044
-0.7763	-0.6294	-0.7553	-0.9531	-0.7403	-0.7493	-0.8003	-0.6144	-0.5485	-0.8003	-0.6324	-0.4196	-0.8212	-0.027	-0.4826	-0.6654	0.024	-0.5305	-0.7133	-0.7673	-0.6474
-0.7074	-0.5575	-0.6834	-0.8842	-0.6594	-0.6714	-0.7553	-0.5275	-0.4886	-0.7463	-0.5665	-0.3747	-0.7493	-0.0899	-0.4436	-0.5965	0.1379	-0.5125	-0.6504	-0.7973	-0.6114
-0.6084	-0.4616	-0.6174	-0.8183	-0.5455	-0.5905	-0.6894	-0.4286	-0.3807	-0.6864	-0.4975	-0.2847	-0.6564	-0.1499	-0.3926	-0.4796	0.2817	-0.4706	-0.5485	-0.8063	-0.5065
-0.5365	-0.3777	-0.5155	-0.7373	-0.4166	-0.4886	-0.5965	-0.2967	-0.2638	-0.6054	-0.3836	-0.1798	-0.5455	-0.2158	-0.3087	-0.4286	0.4226	-0.4106	-0.4556	-0.8003	-0.4226
-0.4346	-0.2638	-0.4226	-0.6624	-0.2728	-0.3537	-0.5395	-0.1619	-0.1529	-0.5035	-0.2698	-0.0719	-0.4436	-0.3147	-0.2578	-0.3087	0.5965	-0.3177	-0.3027	-0.8183	-0.2698
-0.3836	-0.1648	-0.3507	-0.5875	-0.1289	-0.2937	-0.4736	-0.033	-0.024	-0.4376	-0.1409	0.0599	-0.2997	-0.4016	-0.1768	-0.2248	0.7793	-0.2398	-0.1529	-0.8033	-0.1379
-0.2997	-0.051	-0.2668	-0.5245	0.021	-0.1589	-0.3836	0.1139	0.1019	-0.3477	-0.012	0.1888	-0.1499	-0.5035	-0.1019	-0.1499	0.9681	-0.1469	0.006	-0.7883	-0.006
-0.2308	0.042	-0.1828	-0.4556	0.1439	-0.048	-0.3597	0.2338	0.2278	-0.2218	0.0989	0.3147	-0.015	-0.5965	-0.054	-0.1019	1.1599	-0.051	0.1648	-0.7703	0.1319
-0.1738	0.1169	-0.1259	-0.4076	0.2967	0.027	-0.2668	0.3657	0.3297	-0.1439	0.2398	0.4136	0.1199	-0.6714	0	-0.024	1.3128	0.054	0.3177	-0.7523	0.2638
-0.1589	0.1738	-0.045	-0.3627	0.4106	0.0899	-0.2158	0.4736	0.4256	-0.0749	0.3297	0.5335	0.2608	-0.7523	0.033	-0.012	1.4717	0.1708	0.4406	-0.7014	0.4046
-0.1409	0.1978	-0.021	-0.3357	0.4766	0.1619	-0.1978	0.5515	0.4826	-0.018	0.4256	0.6084	0.3896	-0.8302	0.039	0.027	1.6155	0.2518	0.5485	-0.6714	0.5035
-0.1289	0.2068	0.024	-0.3057	0.5485	0.2278	-0.1499	0.6234	0.5635	0.0809	0.5125	0.6954	0.5095	-0.8722	0.0599	0.003	1.7144	0.3417	0.6714	-0.6024	0.6204
-0.1319	0.2128	0.039	-0.2608	0.5935	0.2398	-0.1349	0.6654	0.5935	0.1499	0.6024	0.7553	0.6084	-0.9052	0.0569	0.021	1.7654	0.4376	0.7613	-0.5215	0.7104
-0.1379	0.1678	0.03	-0.2608	0.6114	0.2458	-0.0869	0.7193	0.6174	0.2038	0.6354	0.7853	0.7044	-0.9082	0.048	-0.012	1.7834	0.5515	0.8093	-0.4346	0.7823
-0.1648	0.1469	0.012	-0.2488	0.6204	0.2787	-0.054	0.7223	0.6414	0.2308	0.6744	0.8093	0.7853	-0.9142	0.048	-0.0869	1.7714	0.6474	0.8422	-0.3447	0.8422
-0.2008	0.051	-0.027	-0.2428	0.5995	0.2608	-0.024	0.6954	0.6264	0.2817	0.6744	0.8123	0.8392	-0.8752	-0.009	-0.1648	1.7324	0.7133	0.8572	-0.2398	0.8572
-0.2578	-0.03	-0.048	-0.2158	0.5545	0.2188	-0.009	0.6714	0.6024	0.3297	0.6984	0.8422	0.9142	-0.8452	-0.0719	-0.2308	1.6515	0.7823	0.8632	-0.1439	0.8782
-0.2997	-0.1079	-0.0749	-0.2308	0.5125	0.1888	0.003	0.6384	0.5785	0.3417	0.7014	0.8302	0.9441	-0.8033	-0.1379	-0.3177	1.5646	0.8063	0.8722	-0.045	0.9022
-0.3447	-0.2188	-0.1289	-0.2278	0.4556	0.1499	0.009	0.6084	0.5185	0.3717	0.7014	0.8093	0.9861	-0.7313	-0.1978	-0.4136	1.4297	0.8602	0.8812	0.03	0.9262
-0.3747	-0.2847	-0.1439	-0.2398	0.4166	0.1289	0.027	0.5965	0.4975	0.3687	0.7014	0.8003	1.0251	-0.6564	-0.2668	-0.4856	1.2678	0.9022	0.8812	0.0989	0.9351
-0.4406	-0.3747	-0.1978	-0.2458	0.3507	0.0779	0.006	0.5515	0.4466	0.3477	0.6894	0.7913	1.0071	-0.5755	-0.3147	-0.5665	1.124	0.9351	0.8932	0.1529	0.9471
-0.4766	-0.4526	-0.2488	-0.2578	0.3237	0.054	0.009	0.5335	0.4076	0.3357	0.6744	0.7493	1.0101	-0.5065	-0.3836	-0.6534	0.9771	0.9351	0.8932	0.1888	0.9351
-0.5275	-0.5305	-0.2787	-0.2787	0.2787	-0.018	-0.012	0.4975	0.3327	0.3357	0.6324	0.6954	1.0011	-0.4256	-0.4706	-0.7313	0.8212	0.9411	0.8752	0.2368	0.9351
-0.5695	-0.5965	-0.3297	-0.2907	0.2128	-0.039	-0.009	0.4706	0.2787	0.3147	0.6204	0.6594	0.9711	-0.3357	-0.5305	-0.8003	0.6534	0.9262	0.8362	0.2308	0.9351
-0.6264	-0.6384	-0.3687	-0.2877	0.1619	-0.054	-0.003	0.4346	0.2188	0.2817	0.5995	0.5995	0.9321	-0.2548	-0.5785	-0.8392	0.4916	0.9142	0.7823	0.2757	0.8782
-0.6324	-0.7074	-0.4046	-0.3417	0.1019	-0.1259	-0.024	0.3956	0.1379	0.2398	0.5455	0.5395	0.8782	-0.1768	-0.6144	-0.8452	0.3327	0.8662	0.7223	0.3027	0.8362
-0.6984	-0.7703	-0.4586	-0.3477	0.027	-0.1738	-0.0599	0.3177	0.054	0.1888	0.5005	0.4556	0.8153	-0.1079	-0.6654	-0.8812	0.1918	0.8063	0.6384	0.2967	0.7703
-0.7463	-0.8183	-0.4886	-0.3687	-0.039	-0.2368	-0.0989	0.2578	-0.051	0.1109	0.4376	0.3747	0.7223	-0.021	-0.7014	-0.8722	0.045	0.7463	0.5425	0.2997	0.6984
-0.7583	-0.8422	-0.5185	-0.3777	-0.1109	-0.2877	-0.1229	0.1888	-0.0989	0.0869	0.3896	0.2488	0.6384	0.036	-0.7074	-0.8452	-0.1019	0.6774	0.4556	0.2937	0.6114
