"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.7669	-0.2662	-0.6772	0.2749	0.1852	-0.2836	0.4601	0.5412	-0.2807	0.1331	0.6048	-0.1736	-0.3646	-0.5325	-0.3965	0.191	1.0389	0.0955	1.5222	-0.3212	1.2328	-4.1585	0.0868
-0.5354	-0.0579	-0.4775	0.3617	0.3299	-0.1273	0.5267	0.6164	-0.1736	0.1997	0.6338	-0.11	-0.3444	-0.5238	-0.1158	0.7119	1.0331	0.1013	1.5338	-0.2952	1.2299	-4.4479	0.0492
-0.3241	0.1852	-0.3183	0.4399	0.4717	-0.0116	0.573	0.6772	-0.0608	0.2373	0.6714	-0.0145	-0.301	-0.518	0.1187	1.2328	1.0013	0.1013	1.5656	-0.2315	1.2299	-4.7547	0.0434
-0.1042	0.4051	-0.1129	0.4978	0.6338	0.1302	0.6077	0.7669	0.055	0.2749	0.7119	0.055	-0.2286	-0.5093	0.3415	1.69	0.9637	0.0839	1.6032	-0.1997	1.1605	-5.0557	0.0058
0.1244	0.6656	0.0521	0.5672	0.7842	0.2633	0.6685	0.8624	0.1765	0.3328	0.7351	0.1215	-0.1678	-0.4659	0.5961	2.182	0.9087	0.0955	1.5974	-0.1447	1.1605	-5.3653	-0.0463
0.3357	0.9203	0.2373	0.6222	0.9579	0.3936	0.7148	0.9405	0.2952	0.3936	0.7698	0.2055	-0.1158	-0.4486	0.8016	2.6306	0.874	0.0723	1.6351	-0.0752	1.1576	-5.6489	-0.1042
0.518	1.1373	0.3965	0.6627	1.1199	0.5354	0.7235	1.0447	0.4428	0.4543	0.8103	0.2836	-0.0376	-0.4283	0.9608	2.9981	0.8392	0.0839	1.6437	-0.0492	1.1576	-5.8486	-0.1678
0.6974	1.3399	0.5701	0.7032	1.2704	0.6714	0.7756	1.1199	0.5759	0.4891	0.8624	0.3878	0.0232	-0.408	1.146	3.2962	0.7958	0.081	1.664	-0.0203	1.1489	-5.9586	-0.2605
0.8479	1.5511	0.7119	0.7466	1.4325	0.7958	0.7842	1.2241	0.6916	0.5556	0.9434	0.5093	0.1389	-0.4051	1.2415	3.4958	0.764	0.0839	1.7045	0.0318	1.1547	-5.9209	-0.3473
0.9434	1.6553	0.8045	0.7437	1.5222	0.8711	0.7814	1.256	0.7698	0.5614	0.9579	0.5788	0.1621	-0.3849	1.2907	3.5653	0.7466	0.0608	1.6929	0.0347	1.1286	-5.727	-0.4601
1.0129	1.7826	0.8913	0.7669	1.6119	0.9637	0.8016	1.3109	0.8682	0.5933	0.9666	0.6396	0.1968	-0.3849	1.2589	3.5219	0.7322	0.0116	1.6611	0.0289	1.1286	-5.3595	-0.5441
1.0158	1.8347	0.9579	0.7379	1.6524	0.9984	0.7611	1.337	0.9492	0.5933	0.9868	0.7119	0.2547	-0.3733	1.1489	3.3251	0.7177	-0.0463	1.6611	0	1.0997	-4.8386	-0.6367
1.0215	1.855	0.9984	0.7177	1.69	1.0389	0.7177	1.3804	1.0273	0.6077	0.9897	0.7524	0.2749	-0.3588	1.01	3.0386	0.6888	-0.0984	1.5945	-0.0492	1.0418	-4.173	-0.6772
0.955	1.8347	0.9752	0.6627	1.6814	1.0736	0.6859	1.3804	1.0621	0.5846	0.9839	0.7987	0.301	-0.3386	0.8161	2.6769	0.654	-0.2055	1.4904	-0.0955	1.0013	-3.4235	-0.7177
0.8884	1.7769	0.9752	0.6222	1.664	1.1055	0.6482	1.3601	1.0881	0.5527	0.9695	0.8392	0.3125	-0.301	0.6019	2.2023	0.6106	-0.2865	1.4238	-0.1592	0.9232	-2.6045	-0.7379
0.8132	1.7045	0.9376	0.5846	1.6148	1.0997	0.6048	1.3283	1.1373	0.5498	0.9521	0.8595	0.3096	-0.2865	0.3936	1.7306	0.5527	-0.3907	1.3486	-0.217	0.8913	-1.7884	-0.7235
0.7379	1.6264	0.9289	0.5441	1.5945	1.117	0.5701	1.3023	1.1807	0.5325	0.9261	0.9058	0.3241	-0.2431	0.1621	1.2241	0.4949	-0.4688	1.2357	-0.2778	0.8363	-1.0505	-0.7177
0.6569	1.5251	0.9116	0.5122	1.5309	1.1113	0.5209	1.282	1.1923	0.5064	0.9376	0.9232	0.3154	-0.2315	-0.0608	0.764	0.463	-0.5846	1.1605	-0.3588	0.7814	-0.4283	-0.6801
0.6048	1.4441	0.874	0.4891	1.5019	1.1286	0.492	1.2502	1.2097	0.4746	0.9203	0.9492	0.3328	-0.2055	-0.2633	0.3386	0.4254	-0.6685	1.0447	-0.4312	0.7264	0.0521	-0.654
0.5759	1.3978	0.8797	0.5151	1.4817	1.1518	0.4717	1.2328	1.2502	0.4804	0.9116	0.981	0.3357	-0.191	-0.4023	-0.0116	0.3878	-0.7466	0.9926	-0.5093	0.6743	0.382	-0.6222
0.5904	1.3515	0.9087	0.5325	1.4556	1.1691	0.4804	1.2299	1.2617	0.4717	0.9116	0.9984	0.3415	-0.1881	-0.5354	-0.3241	0.3646	-0.8248	0.9058	-0.5846	0.6743	0.5788	-0.5817
0.599	1.3486	0.9347	0.573	1.447	1.1865	0.4862	1.227	1.2936	0.4833	0.9087	1.0187	0.3646	-0.1939	-0.6077	-0.5672	0.356	-0.8566	0.8363	-0.6453	0.6309	0.6222	-0.5527
0.6338	1.3109	0.9492	0.6019	1.4325	1.227	0.4833	1.2068	1.3023	0.4804	0.9029	1.0244	0.3791	-0.2026	-0.6714	-0.8074	0.3733	-0.9261	0.7958	-0.7235	0.6106	0.599	-0.4891
0.6482	1.3109	0.9984	0.6743	1.4122	1.2183	0.5006	1.1894	1.3225	0.4804	0.8884	1.0563	0.3878	-0.2055	-0.764	-1.0244	0.4023	-0.9637	0.7322	-0.7987	0.5788	0.5238	-0.4601
0.7235	1.308	1.0331	0.7495	1.4151	1.2444	0.5267	1.1807	1.337	0.5093	0.8855	1.0476	0.4167	-0.2199	-0.7495	-1.1778	0.4312	-0.9868	0.709	-0.7987	0.5585	0.3878	-0.4312
0.764	1.3023	1.0707	0.7871	1.4007	1.2328	0.5614	1.1605	1.308	0.5064	0.8855	1.0418	0.4138	-0.2431	-0.7987	-1.3688	0.4688	-0.9434	0.6627	-0.8595	0.5151	0.2547	-0.4023
0.8334	1.282	1.0881	0.8479	1.4122	1.2502	0.6048	1.146	1.3225	0.5412	0.8797	1.0273	0.4486	-0.2576	-0.7842	-1.528	0.4949	-0.9376	0.6251	-0.8769	0.5412	0.1331	-0.3936
0.8421	1.2878	1.0968	0.8971	1.3543	1.2212	0.599	1.1199	1.282	0.5238	0.8855	0.9897	0.4572	-0.2778	-0.7408	-1.6524	0.5354	-0.9434	0.6048	-0.9116	0.5122	-0.0116	-0.3907
0.9087	1.2704	1.1402	0.9203	1.3572	1.2183	0.6251	1.1026	1.2241	0.5325	0.8942	0.9984	0.4688	-0.2894	-0.6569	-1.7508	0.5412	-0.9058	0.5846	-0.9087	0.5209	-0.1621	-0.4254
0.9608	1.2675	1.1402	0.981	1.3341	1.2183	0.6569	1.0939	1.2125	0.5527	0.8653	0.9608	0.4514	-0.2807	-0.5614	-1.7971	0.5412	-0.8769	0.573	-0.8942	0.4949	-0.2952	-0.4312
1.0129	1.2646	1.1431	1.0158	1.3052	1.1576	0.6627	1.0592	1.1662	0.5093	0.8537	0.9174	0.4601	-0.2807	-0.4543	-1.8116	0.5527	-0.7958	0.5498	-0.8479	0.4891	-0.4196	-0.4399
1.0418	1.2502	1.1228	1.036	1.2733	1.117	0.6511	0.9926	1.0563	0.5209	0.8277	0.8797	0.4543	-0.2923	-0.2894	-1.7913	0.5527	-0.7466	0.5267	-0.8277	0.4572	-0.5151	-0.4312
1.1026	1.2965	1.1344	1.0244	1.2617	1.091	0.6598	0.9579	1.01	0.518	0.8132	0.8306	0.4399	-0.2749	-0.0897	-1.6987	0.5267	-0.6743	0.5064	-0.7524	0.4572	-0.6193	-0.4283
1.1113	1.2675	1.1228	0.9926	1.2039	1.0215	0.6338	0.9029	0.9203	0.4775	0.7814	0.7842	0.4341	-0.2836	0.0926	-1.5425	0.5209	-0.6048	0.5064	-0.6859	0.4196	-0.7003	-0.4196
1.1634	1.2762	1.1315	0.9955	1.172	0.9839	0.6251	0.8797	0.8595	0.4833	0.7611	0.7466	0.4775	-0.2605	0.2807	-1.3717	0.4949	-0.4775	0.5006	-0.6106	0.4167	-0.7582	-0.4283
1.1518	1.2502	1.0679	0.9405	1.146	0.9174	0.599	0.7987	0.7785	0.4862	0.7206	0.6743	0.4543	-0.2402	0.5064	-1.1981	0.463	-0.3733	0.4601	-0.5151	0.3965	-0.79	-0.4167
1.1547	1.2183	1.036	0.9029	1.091	0.8334	0.599	0.7408	0.6945	0.4572	0.6772	0.6424	0.4891	-0.2199	0.6859	-1.01	0.4254	-0.272	0.4717	-0.4196	0.408	-0.7669	-0.4399
1.1228	1.1836	0.9897	0.8161	0.9955	0.7235	0.5383	0.6859	0.6077	0.4196	0.6396	0.5904	0.4804	-0.2026	0.874	-0.7987	0.3907	-0.1736	0.4138	-0.3357	0.3733	-0.7003	-0.4399
1.0621	1.1199	0.9174	0.7524	0.9232	0.6309	0.5064	0.6048	0.5093	0.3907	0.5846	0.5325	0.4717	-0.1794	1.036	-0.6396	0.3675	-0.081	0.3907	-0.2344	0.356	-0.5788	-0.4659
0.9608	1.036	0.8016	0.628	0.8045	0.5151	0.4312	0.5122	0.4023	0.3357	0.4949	0.437	0.4457	-0.1678	1.172	-0.4688	0.327	0.0058	0.3241	-0.1678	0.2807	-0.4051	-0.4688
0.8277	0.9174	0.683	0.5093	0.6772	0.3791	0.3531	0.3965	0.2952	0.2576	0.4341	0.3617	0.4254	-0.1505	1.2415	-0.3328	0.3096	0.0637	0.2431	-0.1418	0.246	-0.1997	-0.5006
0.6743	0.7756	0.5672	0.3502	0.5296	0.246	0.2489	0.2489	0.1678	0.2257	0.3241	0.2894	0.4254	-0.1505	1.2936	-0.2489	0.2865	0.1418	0.1678	-0.0839	0.1736	0.0637	-0.4833
