"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-1.1225	-0.6854	-1.4547	-0.1643	-0.7413	-1.1085	-0.2588	-0.9651	-0.9721	-0.1574	-1.112	-0.7099	0.0559	0.2063	-1.5736	-1.8113	-0.4231	1.668	0.3846	0.9721	-0.0594	-0.7168	-0.007
-1.07	-0.7099	-1.4302	-0.0979	-0.7658	-1.1015	-0.2378	-0.9686	-0.9966	-0.1049	-1.091	-0.7099	0.0629	0.2343	-1.5176	-1.8183	-0.4616	1.605	0.3147	0.9476	-0.0769	-0.542	-0.0874
-0.9791	-0.6924	-1.3638	-0.0035	-0.7623	-1.1015	-0.1818	-0.9756	-0.9896	-0.0699	-1.084	-0.7343	0.0525	0.2518	-1.4617	-1.8323	-0.493	1.5456	0.2902	0.9127	-0.1084	-0.3881	-0.1469
-0.8987	-0.7099	-1.3253	0.1154	-0.7483	-1.0805	-0.1469	-0.9651	-0.9966	-0.035	-1.0386	-0.7518	0.0245	0.2553	-1.4022	-1.8463	-0.514	1.4861	0.2378	0.8812	-0.0909	-0.2378	-0.2308
-0.8113	-0.6889	-1.2449	0.2273	-0.7099	-1.0141	-0.0664	-0.9232	-0.9686	0.028	-1.0211	-0.7658	0.0245	0.2553	-1.3288	-1.7939	-0.521	1.4092	0.2028	0.8392	-0.0525	-0.1539	-0.3217
-0.7168	-0.6364	-1.1539	0.3777	-0.6644	-0.9756	0.0315	-0.9092	-0.9756	0.0839	-0.9581	-0.7553	0.021	0.2553	-1.2134	-1.7659	-0.5105	1.3323	0.2308	0.8113	-0.0594	-0.0804	-0.3951
-0.598	-0.591	-1.0735	0.4896	-0.6189	-0.9267	0.1014	-0.8567	-0.9581	0.1399	-0.9022	-0.7553	-0.014	0.2378	-1.1539	-1.7764	-0.4686	1.2728	0.2378	0.7798	0.0035	-0.0175	-0.4791
-0.528	-0.57	-0.9966	0.591	-0.5665	-0.8777	0.1574	-0.7903	-0.9162	0.1504	-0.8287	-0.7483	-0.0385	0.1993	-1.056	-1.7344	-0.3951	1.1714	0.2762	0.7168	0.0559	0.035	-0.5665
-0.4756	-0.5245	-0.9022	0.7064	-0.493	-0.8183	0.2273	-0.7623	-0.9092	0.1678	-0.7553	-0.7273	-0.014	0.1678	-1.0071	-1.7239	-0.3252	1.098	0.2902	0.6819	0.1294	0.0944	-0.6119
-0.3986	-0.4965	-0.8357	0.7483	-0.4686	-0.7833	0.2483	-0.7064	-0.8742	0.2063	-0.6924	-0.7553	-0.0944	0.1189	-0.9162	-1.696	-0.2308	1.0036	0.3007	0.6119	0.1643	0.1329	-0.6504
-0.3427	-0.4441	-0.7448	0.8252	-0.3812	-0.7273	0.2797	-0.6329	-0.8392	0.2063	-0.6084	-0.7518	-0.1399	0.0629	-0.8602	-1.7099	-0.1469	0.8952	0.3497	0.549	0.2413	0.1993	-0.6994
-0.2867	-0.4021	-0.6714	0.8462	-0.3112	-0.6679	0.3077	-0.5665	-0.8252	0.1818	-0.5315	-0.7273	-0.1713	0.014	-0.8392	-1.689	-0.035	0.7938	0.3777	0.4721	0.3042	0.2728	-0.7553
-0.2378	-0.3707	-0.6049	0.8672	-0.2728	-0.6154	0.3042	-0.514	-0.7938	0.1609	-0.4231	-0.7099	-0.2063	-0.028	-0.7973	-1.6994	0.0525	0.6994	0.4231	0.3846	0.3672	0.3427	-0.7868
-0.2028	-0.3392	-0.542	0.8637	-0.2413	-0.5665	0.3147	-0.4266	-0.7483	0.1923	-0.3497	-0.6854	-0.2238	-0.0629	-0.7763	-1.6505	0.1364	0.6084	0.4651	0.2902	0.4476	0.4126	-0.7973
-0.1609	-0.3567	-0.4756	0.8427	-0.2028	-0.535	0.2623	-0.3602	-0.7133	0.1713	-0.2762	-0.6924	-0.2902	-0.1189	-0.7343	-1.591	0.2238	0.4896	0.4651	0.2098	0.5245	0.4826	-0.8322
-0.1154	-0.3252	-0.3916	0.8043	-0.1574	-0.4721	0.2658	-0.3007	-0.6924	0.1154	-0.1748	-0.6574	-0.3147	-0.1329	-0.6959	-1.5071	0.2902	0.4021	0.5385	0.1084	0.6015	0.5385	-0.8148
-0.0455	-0.3042	-0.3287	0.7728	-0.1189	-0.4336	0.2343	-0.2308	-0.6469	0.1154	-0.1084	-0.6609	-0.3846	-0.1853	-0.6994	-1.4022	0.3602	0.2832	0.563	0.014	0.6574	0.6119	-0.8252
-0.0105	-0.3077	-0.2518	0.7483	-0.0839	-0.3602	0.2308	-0.1539	-0.6189	0.1084	-0.014	-0.6259	-0.3846	-0.2063	-0.6539	-1.3323	0.4056	0.1853	0.6154	-0.0629	0.7448	0.6889	-0.8287
0.028	-0.3182	-0.1853	0.7133	-0.0594	-0.2937	0.2028	-0.1224	-0.6015	0.0559	0.0629	-0.5945	-0.4126	-0.2343	-0.6119	-1.2274	0.4616	0.0804	0.6224	-0.1504	0.7763	0.7518	-0.8392
0.0664	-0.2797	-0.1119	0.6854	-0.0385	-0.2378	0.1923	-0.0629	-0.535	0.0525	0.1539	-0.5595	-0.4581	-0.2483	-0.6049	-1.133	0.5175	-0.021	0.6574	-0.2098	0.8392	0.7868	-0.8217
0.0839	-0.2902	-0.0664	0.6644	-0.014	-0.2063	0.1888	-0.021	-0.4896	0.0175	0.2168	-0.563	-0.4896	-0.2902	-0.5875	-1.056	0.584	-0.1189	0.6784	-0.2693	0.8812	0.8392	-0.8148
0.1049	-0.2937	0.021	0.6294	-0.007	-0.1469	0.1713	0.0175	-0.4861	-0.021	0.2762	-0.542	-0.528	-0.3077	-0.542	-0.9651	0.6119	-0.2378	0.6889	-0.3182	0.9302	0.8637	-0.7973
0.1259	-0.3042	0.1084	0.5945	-0.0035	-0.1084	0.1364	0.0559	-0.4686	-0.0455	0.3532	-0.549	-0.5595	-0.3322	-0.521	-0.8917	0.6539	-0.3287	0.6959	-0.3637	0.9371	0.8882	-0.7833
0.1224	-0.2937	0.1224	0.5455	-0.0175	-0.0769	0.0874	0.0664	-0.4581	-0.0874	0.3986	-0.556	-0.6189	-0.3602	-0.5	-0.8148	0.7029	-0.4231	0.7029	-0.4301	1.0071	0.8847	-0.7483
0.1224	-0.3637	0.1189	0.4441	-0.0769	-0.0804	0.0455	0.0804	-0.4336	-0.1259	0.4091	-0.57	-0.6434	-0.3672	-0.4861	-0.7693	0.7378	-0.535	0.6679	-0.493	0.9861	0.8987	-0.7378
0.0699	-0.4056	0.1329	0.3881	-0.1294	-0.0629	0.0105	0.0804	-0.4651	-0.1504	0.4161	-0.5875	-0.6959	-0.4056	-0.4791	-0.6924	0.7973	-0.6294	0.6154	-0.5595	0.9861	0.8812	-0.6924
0.028	-0.4231	0.1399	0.3427	-0.1643	-0.0559	-0.014	0.0664	-0.4756	-0.2203	0.4406	-0.6084	-0.7378	-0.4126	-0.4511	-0.6224	0.8183	-0.7168	0.5945	-0.591	0.9686	0.8882	-0.6434
0.0175	-0.4616	0.1574	0.3357	-0.2343	-0.0525	-0.0385	0.0455	-0.4756	-0.2308	0.4581	-0.6119	-0.7588	-0.4126	-0.4266	-0.528	0.8287	-0.7938	0.549	-0.6504	0.9721	0.8777	-0.5945
0.007	-0.514	0.1993	0.2972	-0.2658	-0.0559	-0.0664	0.0315	-0.4861	-0.2658	0.4476	-0.6189	-0.8078	-0.4161	-0.4021	-0.4441	0.8217	-0.8637	0.5	-0.7168	0.9092	0.8707	-0.563
-0.0175	-0.5385	0.1993	0.2937	-0.3182	-0.035	-0.1014	0.0105	-0.4861	-0.3077	0.4161	-0.6399	-0.8532	-0.4161	-0.3532	-0.3147	0.8113	-0.9511	0.4091	-0.7518	0.8777	0.8637	-0.4896
0.0105	-0.5315	0.2063	0.2658	-0.3357	-0.0385	-0.0909	-0.0035	-0.493	-0.3252	0.4266	-0.6504	-0.8987	-0.3986	-0.2867	-0.1818	0.7868	-1.0351	0.3637	-0.8148	0.8217	0.8707	-0.4266
0.014	-0.5385	0.2168	0.2273	-0.3322	-0.021	-0.1469	0	-0.5105	-0.3567	0.4406	-0.6469	-0.9022	-0.3812	-0.2483	-0.0594	0.7553	-1.105	0.3217	-0.8497	0.8148	0.8917	-0.3462
0.0455	-0.5	0.2623	0.2378	-0.3182	-0.0105	-0.1609	-0.014	-0.4826	-0.3986	0.4336	-0.6749	-0.9336	-0.3602	-0.2168	0.0804	0.7168	-1.1714	0.2937	-0.8882	0.7833	0.9022	-0.2588
0.0769	-0.4441	0.3147	0.2413	-0.2902	0.042	-0.1678	0.007	-0.4581	-0.3951	0.4301	-0.6819	-0.9721	-0.3427	-0.1469	0.1783	0.6784	-1.2064	0.2203	-0.9162	0.7133	0.9267	-0.1539
0.1049	-0.3986	0.3532	0.2203	-0.2623	0.0594	-0.1748	0.042	-0.4581	-0.4336	0.4371	-0.6504	-0.9581	-0.3322	-0.0874	0.3322	0.6434	-1.2379	0.2028	-0.9371	0.6959	0.9441	-0.0315
0.1748	-0.2832	0.4126	0.2308	-0.1678	0.0909	-0.1713	0.1014	-0.4196	-0.4196	0.4581	-0.6434	-0.9581	-0.3077	-0.042	0.4476	0.6015	-1.2938	0.1713	-0.9232	0.6679	0.9511	0.042
0.2203	-0.2273	0.4371	0.2133	-0.1119	0.1259	-0.1643	0.0874	-0.3986	-0.4651	0.4441	-0.6259	-0.9721	-0.2937	0	0.5315	0.5805	-1.2903	0.1259	-0.9511	0.6015	0.9791	0.1469
0.2553	-0.1259	0.4476	0.1713	-0.0874	0.1469	-0.2168	0.1504	-0.3777	-0.4511	0.4476	-0.6259	-0.9791	-0.2728	0.0594	0.6819	0.535	-1.2833	0.0909	-0.9371	0.57	0.9721	0.2063
0.2762	-0.0455	0.4965	0.1469	-0.028	0.1434	-0.2343	0.1643	-0.3392	-0.4826	0.4616	-0.584	-0.9756	-0.2693	0.1154	0.7833	0.5105	-1.3078	0.0769	-0.9197	0.514	0.9267	0.2797
0.3007	0.0315	0.4965	0.0525	0.0455	0.1329	-0.2902	0.1923	-0.3182	-0.528	0.4511	-0.5875	-0.9756	-0.2553	0.1259	0.8742	0.4791	-1.3148	0.042	-0.9022	0.4791	0.8777	0.3672
0.2937	0.1014	0.4826	-0.028	0.0909	0.1364	-0.3322	0.2308	-0.3322	-0.549	0.4371	-0.591	-0.9826	-0.2378	0.1504	0.9406	0.4616	-1.3148	0.021	-0.9092	0.4266	0.8322	0.4371
0.3182	0.1713	0.4336	-0.1119	0.1364	0.1154	-0.3742	0.2588	-0.2972	-0.57	0.4266	-0.5525	-0.9546	-0.2028	0.2063	1.0176	0.4021	-1.2833	-0.0035	-0.8672	0.3881	0.7623	0.5105
0.3287	0.2623	0.4266	-0.2028	0.2028	0.0769	-0.4371	0.2867	-0.2797	-0.6049	0.4301	-0.5385	-0.9721	-0.1993	0.2238	1.0455	0.3812	-1.2589	-0.028	-0.8462	0.3567	0.6784	0.598
0.3112	0.3392	0.4371	-0.2623	0.2623	0.0559	-0.4581	0.3042	-0.2623	-0.591	0.4581	-0.4721	-0.9267	-0.1643	0.2308	1.091	0.3217	-1.2099	-0.0385	-0.8008	0.2937	0.598	0.6819
0.3392	0.3951	0.3846	-0.3497	0.3252	0.042	-0.507	0.3567	-0.2203	-0.5945	0.4336	-0.4476	-0.8987	-0.1434	0.2553	1.126	0.2797	-1.2029	-0.0525	-0.7553	0.2518	0.4965	0.7168
0.3217	0.4756	0.3672	-0.4371	0.3532	0.0175	-0.549	0.3637	-0.1783	-0.6015	0.4301	-0.4161	-0.8497	-0.0979	0.2658	1.1295	0.2028	-1.1504	-0.021	-0.7029	0.2133	0.4301	0.7833
0.3077	0.5105	0.3497	-0.5	0.4231	0.0245	-0.584	0.3916	-0.1539	-0.5945	0.4721	-0.3182	-0.7833	-0.0629	0.2867	1.14	0.1154	-1.084	-0.021	-0.6434	0.1958	0.3497	0.8148
0.3602	0.6015	0.3287	-0.535	0.5105	0.0245	-0.6084	0.4686	-0.0699	-0.556	0.5035	-0.2553	-0.7308	0	0.3112	1.1749	0.007	-0.9966	0.014	-0.584	0.1713	0.2693	0.8637
0.3777	0.6504	0.3532	-0.563	0.5805	0.028	-0.5945	0.535	-0.014	-0.514	0.5315	-0.1574	-0.6539	0.0699	0.3322	1.1539	-0.1084	-0.8812	0.0455	-0.4896	0.1853	0.2343	0.9022
0.4091	0.6819	0.3287	-0.577	0.6434	0.0455	-0.5875	0.584	0.0455	-0.4546	0.57	-0.0664	-0.5595	0.1084	0.3637	1.1609	-0.2238	-0.7903	0.1049	-0.4196	0.1818	0.1818	0.9267
0.4756	0.7658	0.3637	-0.556	0.7553	0.0839	-0.5385	0.6819	0.1643	-0.3742	0.6119	0.0699	-0.4301	0.1748	0.4091	1.1679	-0.3567	-0.6854	0.1609	-0.3392	0.2203	0.1574	0.9302
0.507	0.7938	0.4021	-0.5105	0.8287	0.1434	-0.493	0.7064	0.2168	-0.2902	0.6784	0.1923	-0.3007	0.2308	0.4406	1.1749	-0.4616	-0.57	0.1993	-0.2658	0.2238	0.1189	0.9336
0.57	0.8287	0.4196	-0.4441	0.8672	0.1888	-0.4336	0.7973	0.3287	-0.2168	0.7168	0.3322	-0.1853	0.2762	0.4791	1.1539	-0.556	-0.4686	0.2588	-0.1783	0.2448	0.0979	0.9406
0.6189	0.8637	0.4371	-0.3707	0.9371	0.2448	-0.3287	0.8602	0.4511	-0.1014	0.7553	0.4476	-0.0664	0.3217	0.535	1.1225	-0.6329	-0.3532	0.3077	-0.1154	0.2343	0.0909	0.9232
0.6434	0.8637	0.493	-0.3252	0.9651	0.2972	-0.2623	0.9162	0.5595	-0.0105	0.8148	0.57	0.0734	0.3637	0.5525	1.07	-0.7273	-0.2343	0.3287	-0.049	0.2483	0.0909	0.9162
0.6784	0.8812	0.5035	-0.2448	0.9756	0.3742	-0.1713	0.9546	0.6574	0.0944	0.8777	0.6679	0.1993	0.3951	0.563	0.9896	-0.7833	-0.1364	0.3707	0.0245	0.2797	0.0979	0.9162
0.7133	0.8882	0.514	-0.1853	1.0001	0.3951	-0.1014	0.9826	0.7413	0.1818	0.8847	0.7973	0.3217	0.4126	0.584	0.9232	-0.8287	-0.0175	0.3672	0.0909	0.2588	0.0944	0.9127
