"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.1513	-0.1761	-0.2889	0.2284	-0.1789	-0.3384	-0.1183	-0.6081	-0.9961	-0.1844	-1.1254	-1.23	-0.4513	0.2972	-0.4375	0.3027	-0.5888	0.1128	-0.1899	0.4265	-0.4678	-0.6439	1.9866
-0.1954	-0.2201	-0.3522	0.1733	-0.2119	-0.3962	-0.1678	-0.6439	-1.0098	-0.2201	-1.1612	-1.2712	-0.4843	0.2339	-0.421	0.2752	-0.4733	0.0275	-0.1678	0.3797	-0.4705	-0.6824	1.9151
-0.2339	-0.2779	-0.4237	0.1128	-0.2807	-0.4788	-0.2256	-0.6741	-1.0263	-0.2642	-1.2024	-1.2795	-0.5118	0.1761	-0.3962	0.2229	-0.3632	-0.0193	-0.1706	0.3247	-0.4788	-0.7402	1.8326
-0.2752	-0.3137	-0.4705	0.0715	-0.3247	-0.5145	-0.2752	-0.7237	-1.0484	-0.3027	-1.1887	-1.2685	-0.5476	0.1238	-0.366	0.2091	-0.2614	-0.0715	-0.1651	0.2972	-0.4815	-0.798	1.7225
-0.3439	-0.3467	-0.5283	0.0303	-0.4155	-0.5806	-0.3192	-0.7622	-1.0401	-0.3522	-1.2079	-1.2547	-0.5476	0.1018	-0.3467	0.1789	-0.1899	-0.0963	-0.1623	0.2201	-0.4898	-0.8365	1.5849
-0.3907	-0.399	-0.5971	-0.0358	-0.4733	-0.6301	-0.355	-0.8007	-1.0346	-0.3797	-1.1942	-1.263	-0.5723	0.066	-0.3192	0.1678	-0.1211	-0.1183	-0.1403	0.1844	-0.4898	-0.8585	1.4693
-0.454	-0.4458	-0.6659	-0.0798	-0.509	-0.6879	-0.3825	-0.831	-1.0263	-0.3962	-1.2162	-1.219	-0.5641	0.022	-0.3054	0.1211	-0.055	-0.1568	-0.1568	0.1046	-0.4953	-0.8612	1.3235
-0.5035	-0.498	-0.7319	-0.1458	-0.5751	-0.7347	-0.4348	-0.8612	-0.9933	-0.4375	-1.2079	-1.1969	-0.5723	0	-0.3302	0.0523	-0.0165	-0.1761	-0.1513	0.0358	-0.4815	-0.8667	1.1639
-0.5448	-0.5311	-0.7732	-0.1899	-0.6219	-0.7815	-0.4678	-0.8915	-0.9961	-0.443	-1.1639	-1.1392	-0.5558	-0.0248	-0.3412	-0.0193	0.0275	-0.2201	-0.1431	-0.0385	-0.5035	-0.8282	0.9988
-0.6384	-0.5696	-0.853	-0.2642	-0.6879	-0.842	-0.5035	-0.9163	-0.9686	-0.454	-1.1502	-1.1006	-0.5696	-0.055	-0.3825	-0.0908	0.0743	-0.2256	-0.1651	-0.1046	-0.5063	-0.7815	0.842
