"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.1826	-0.2562	-0.4299	-0.1178	-0.3946	-0.4535	0	-0.3534	-0.318	-0.0353	-0.0206	-0.2562	-0.0442	0.159	0.1649	0.7362	-0.3269	0.4211	-0.0618	0.3769	0.1148
-0.2032	-0.2591	-0.427	-0.1325	-0.3828	-0.4594	0.0088	-0.3416	-0.3357	-0.0265	-0.0294	-0.2356	-0.0736	0.159	0.1119	0.7421	-0.3004	0.4181	-0.0766	0.3475	0.0854
-0.2238	-0.2591	-0.4152	-0.1561	-0.3622	-0.4623	0.0147	-0.3357	-0.3121	-0.0383	-0.0324	-0.2356	-0.0648	0.1413	0.1119	0.7303	-0.2709	0.4034	-0.0913	0.3151	0.0559
-0.2297	-0.2621	-0.4329	-0.1737	-0.3357	-0.4417	-0.0059	-0.2945	-0.321	-0.0324	-0.0265	-0.2091	-0.0412	0.1237	0.1119	0.7244	-0.2444	0.3975	-0.1119	0.3151	0.0353
-0.2621	-0.2415	-0.4564	-0.1943	-0.3357	-0.4564	0.0177	-0.2768	-0.3062	-0.0265	-0.0324	-0.1796	-0.0501	0.1119	0.0766	0.6949	-0.2002	0.371	-0.1001	0.2915	0.0324
-0.2768	-0.2474	-0.4623	-0.2415	-0.318	-0.48	-0.0147	-0.265	-0.3004	-0.053	-0.0471	-0.2002	-0.0559	0.0736	0.0471	0.6331	-0.1384	0.3298	-0.1178	0.2179	-0.0118
-0.3004	-0.2768	-0.48	-0.2768	-0.3269	-0.4947	-0.0618	-0.2532	-0.3298	-0.0736	-0.0766	-0.2061	-0.1031	0.0412	0.0059	0.5654	-0.0677	0.2709	-0.1325	0.1413	-0.0442
-0.3062	-0.2621	-0.4711	-0.3062	-0.3033	-0.4711	-0.0648	-0.2297	-0.3239	-0.0913	-0.0736	-0.2032	-0.0883	0.0177	-0.0029	0.5212	-0.0206	0.212	-0.1413	0.109	-0.0471
-0.2797	-0.2503	-0.4711	-0.3416	-0.3033	-0.4888	-0.0913	-0.2179	-0.318	-0.1296	-0.0648	-0.1943	-0.1531	-0.0177	-0.0118	0.4682	0.0236	0.162	-0.1531	0.0471	-0.0913
-0.3092	-0.2356	-0.48	-0.371	-0.2709	-0.4888	-0.1325	-0.2091	-0.3298	-0.1561	-0.0913	-0.2238	-0.1472	-0.0412	-0.0442	0.4299	0.0883	0.1355	-0.1502	-0.0059	-0.1148
-0.3298	-0.2444	-0.4918	-0.427	-0.2709	-0.4888	-0.1796	-0.1737	-0.371	-0.1943	-0.1178	-0.2238	-0.1796	-0.0825	-0.0854	0.3975	0.159	0.0559	-0.1325	-0.0618	-0.1266
-0.3092	-0.2238	-0.4623	-0.4123	-0.2474	-0.5094	-0.215	-0.1325	-0.3593	-0.2091	-0.1178	-0.2297	-0.2238	-0.109	-0.0913	0.321	0.2179	-0.0177	-0.1502	-0.1207	-0.1384
