"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.7148	-0.081	-0.5122	-0.7003	0.4283	0.1418	-0.4341	0.654	0.5846	-0.1736	0.9116	0.764	0.081	0.2633	-0.6685	-0.2257	-0.5151	0.2547	0.1158	0.0376	0.7756	-2.5409	-0.1997
-0.6685	-0.1273	-0.4746	-0.7206	0.3733	0.1621	-0.4428	0.6251	0.5817	-0.1678	0.8884	0.7351	0.081	0.2662	-0.6338	-0.2113	-0.5296	0.2633	0.1592	0.0637	0.7698	-2.5003	-0.0984
-0.6019	-0.1476	-0.4283	-0.6801	0.3531	0.1881	-0.4746	0.6511	0.5846	-0.1621	0.8797	0.7264	0.0955	0.2836	-0.573	-0.1707	-0.5498	0.3154	0.191	0.0839	0.7698	-2.4656	-0.0087
-0.599	-0.1765	-0.4399	-0.7119	0.3068	0.1621	-0.5093	0.5933	0.5614	-0.1765	0.8595	0.6974	0.1013	0.2749	-0.5904	-0.2026	-0.5354	0.2981	0.2026	0.0666	0.7206	-2.3962	0.0608
-0.5267	-0.191	-0.3762	-0.683	0.2662	0.1794	-0.5035	0.5556	0.5701	-0.1736	0.8103	0.7003	0.1042	0.2836	-0.5383	-0.1476	-0.5556	0.3444	0.246	0.1042	0.7003	-2.3383	0.1273
-0.518	-0.2199	-0.3907	-0.7206	0.2026	0.1534	-0.5383	0.5093	0.5614	-0.1794	0.79	0.6859	0.0897	0.2894	-0.5325	-0.1968	-0.5441	0.3183	0.2605	0.1129	0.6656	-2.263	0.191
-0.5151	-0.2344	-0.3646	-0.7264	0.1534	0.1418	-0.5383	0.463	0.5383	-0.1678	0.7379	0.6222	0.1071	0.2836	-0.5006	-0.217	-0.5527	0.3212	0.2547	0.1418	0.6367	-2.1762	0.2518
-0.4833	-0.2518	-0.382	-0.7408	0.1071	0.136	-0.5701	0.3936	0.5035	-0.2141	0.6656	0.599	0.0608	0.2778	-0.4891	-0.2373	-0.5498	0.2807	0.2547	0.1302	0.573	-2.0865	0.3299
-0.492	-0.2373	-0.3791	-0.7495	0.0347	0.1129	-0.6338	0.3473	0.4862	-0.2286	0.6164	0.5614	0.0434	0.2807	-0.5296	-0.2865	-0.5469	0.2605	0.2633	0.11	0.5469	-2.0142	0.4138
-0.5064	-0.2489	-0.408	-0.8074	-0.026	0.0608	-0.628	0.2633	0.437	-0.2431	0.5325	0.5122	0.0232	0.2778	-0.5383	-0.3617	-0.5469	0.2228	0.2373	0.1158	0.4833	-1.9071	0.5093
-0.5267	-0.2691	-0.4399	-0.8277	-0.1244	0.0289	-0.6656	0.1881	0.3531	-0.2778	0.4283	0.4457	-0.0232	0.2691	-0.5788	-0.3878	-0.5354	0.1534	0.165	0.0781	0.408	-1.8145	0.6309
-0.5527	-0.2952	-0.463	-0.8508	-0.1794	-0.0116	-0.6859	0.1013	0.3183	-0.2778	0.3588	0.408	-0.026	0.2691	-0.5933	-0.4283	-0.5325	0.1158	0.1187	0.0752	0.3212	-1.7335	0.7698
