"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-1.0038	-0.5167	-0.9577	-0.8886	-0.4114	-0.3686	-0.5496	-0.4608	-0.0165	-0.3587	-0.1086	-0.0263	-0.3489	-0.3719	-0.1415	-0.5463	0.7273	-0.8952	-0.0395	-1.8858	0.0066
-1.04	-0.5266	-0.984	-0.9116	-0.4147	-0.3587	-0.5924	-0.4838	-0.0066	-0.3785	-0.158	-0.0329	-0.3653	-0.3949	-0.1448	-0.6056	0.7602	-0.8689	-0.0658	-1.8364	-0.0362
-1.0828	-0.5595	-0.9808	-0.9182	-0.4344	-0.4147	-0.6286	-0.5134	0.0033	-0.4246	-0.1942	-0.0559	-0.3949	-0.4081	-0.079	-0.6549	0.8063	-0.882	-0.0724	-1.7805	-0.0954
-1.0861	-0.5595	-1.0038	-0.8853	-0.4509	-0.3884	-0.6451	-0.5167	-0.023	-0.4542	-0.2106	-0.0954	-0.4048	-0.4213	-0.0494	-0.7372	0.8458	-0.882	-0.0889	-1.6653	-0.1152
-1.0795	-0.5661	-0.9775	-0.8919	-0.4608	-0.3686	-0.6714	-0.4937	-0.0296	-0.4838	-0.2337	-0.0987	-0.418	-0.4311	-0.0099	-0.757	0.8557	-0.8557	-0.1086	-1.56	-0.1284
-1.0795	-0.5529	-0.9577	-0.8721	-0.4344	-0.3818	-0.6483	-0.5101	0.0132	-0.5299	-0.2106	-0.0987	-0.418	-0.464	0.0527	-0.7964	0.8853	-0.859	-0.0987	-1.4382	-0.1349
-1.063	-0.5332	-0.9544	-0.8524	-0.441	-0.3587	-0.6582	-0.497	0.0099	-0.543	-0.2139	-0.1152	-0.4246	-0.4509	0.1382	-0.8359	0.8952	-0.8261	-0.102	-1.2835	-0.1514
-0.9939	-0.4739	-0.9281	-0.7767	-0.4015	-0.3127	-0.6187	-0.418	0.0329	-0.5529	-0.204	-0.0757	-0.4213	-0.4575	0.204	-0.8294	0.9018	-0.78	-0.0757	-1.142	-0.1152
-0.9775	-0.464	-0.9149	-0.7833	-0.3949	-0.3291	-0.6385	-0.4081	0.023	-0.5595	-0.2008	-0.0922	-0.4344	-0.4673	0.2567	-0.8458	0.9182	-0.7668	-0.0954	-1.0071	-0.1284
-0.9182	-0.4246	-0.8656	-0.7372	-0.3291	-0.3061	-0.5957	-0.3587	0.0559	-0.5595	-0.1843	-0.0856	-0.4278	-0.4706	0.3324	-0.8261	0.9281	-0.7635	-0.0658	-0.8787	-0.0889
-0.859	-0.4081	-0.8458	-0.6483	-0.3028	-0.2732	-0.5759	-0.3192	0.0724	-0.5463	-0.158	-0.0691	-0.4048	-0.4608	0.3949	-0.8228	0.9083	-0.7438	-0.0724	-0.7635	-0.0724
-0.7899	-0.3456	-0.7899	-0.5727	-0.2403	-0.2172	-0.52	-0.2403	0.0724	-0.5101	-0.0987	-0.0329	-0.3489	-0.4476	0.4772	-0.7833	0.8853	-0.6944	-0.0461	-0.6352	-0.0428
-0.7471	-0.3159	-0.7504	-0.5266	-0.2172	-0.2238	-0.4871	-0.1975	0.0922	-0.4904	-0.0625	-0.0165	-0.3357	-0.4443	0.5233	-0.7208	0.8853	-0.6813	-0.0132	-0.5365	0.0066
-0.7306	-0.2962	-0.7273	-0.4772	-0.1777	-0.204	-0.4278	-0.1382	0.1086	-0.4443	-0.0066	0.0066	-0.3028	-0.4377	0.5101	-0.7076	0.8787	-0.6483	0.0099	-0.4443	0.0691
-0.6483	-0.2403	-0.6944	-0.4048	-0.1382	-0.1316	-0.3653	-0.0691	0.1316	-0.4147	0.0362	0.0395	-0.2765	-0.4246	0.5496	-0.6549	0.8557	-0.6089	0.0296	-0.3686	0.1185
