"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
1.5869	1.8234	2.3155	0.988	1.6212	2.2888	0.5646	1.5678	2.0981	0.4921	1.9722	1.5335	0.4959	-0.248	0.1602	-0.2022	0.4692	-0.2289	1.4267	-0.5646	1.7052
1.6975	1.9493	2.4338	1.0643	1.7624	2.3689	0.679	1.7242	2.2163	0.5798	2.1095	1.6556	0.5455	-0.267	0.2747	-0.0725	0.4959	-0.1945	1.5106	-0.4616	1.8082
1.7586	2.0828	2.4796	1.0986	1.8616	2.4376	0.7248	1.8082	2.285	0.618	2.2011	1.7357	0.5875	-0.2785	0.3395	0.0229	0.5112	-0.1602	1.5411	-0.3853	1.915
1.8082	2.1286	2.5482	1.152	1.9417	2.4948	0.7668	1.9417	2.3422	0.6599	2.2888	1.8082	0.6142	-0.2632	0.4234	0.0954	0.5035	-0.1259	1.5411	-0.3052	1.9073
1.8387	2.2011	2.5749	1.1826	1.976	2.5253	0.8507	1.9875	2.3499	0.7172	2.3232	1.8463	0.6447	-0.2785	0.4616	0.0648	0.5035	-0.0763	1.564	-0.2289	1.9341
1.8654	2.2278	2.5902	1.2283	1.9875	2.5444	0.8736	2.0294	2.346	0.721	2.3842	1.8616	0.6599	-0.2632	0.4501	0.0763	0.4845	-0.0534	1.5335	-0.1602	1.8997
1.8387	2.2278	2.5978	1.236	2.018	2.5482	0.9308	2.0714	2.3575	0.7706	2.4071	1.8921	0.6714	-0.2518	0.4539	0.042	0.4539	-0.0305	1.5411	-0.0916	1.8959
1.8349	2.2202	2.5902	1.2703	2.0065	2.5139	0.9232	2.0828	2.346	0.7744	2.3956	1.8997	0.6561	-0.2213	0.4349	-0.042	0.4272	0.0038	1.5068	-0.0305	1.8616
1.7815	2.2049	2.5597	1.2665	2.0103	2.5291	0.9537	2.0943	2.3384	0.7744	2.4109	1.8959	0.6561	-0.1945	0.3967	-0.0877	0.3815	-0.0038	1.4915	-0.0153	1.8387
1.7319	2.1782	2.5368	1.2512	1.976	2.4567	0.9308	2.0828	2.2469	0.7248	2.4033	1.8806	0.618	-0.1831	0.3853	-0.1717	0.3471	0.0153	1.4725	-0.0229	1.8158
1.6899	2.1477	2.4643	1.2589	1.9608	2.4071	0.8965	2.0752	2.2087	0.7324	2.3766	1.8463	0.618	-0.164	0.3548	-0.2861	0.2823	0.0305	1.442	-0.0496	1.7853
1.6022	2.079	2.3956	1.1978	1.9341	2.3041	0.8202	2.0256	2.1362	0.7057	2.327	1.7967	0.576	-0.1297	0.2975	-0.3929	0.2403	0.0076	1.4	-0.061	1.7586
1.5144	2.037	2.3041	1.1482	1.8997	2.2354	0.8011	1.9989	2.0828	0.6828	2.2812	1.7395	0.5569	-0.1259	0.2441	-0.5264	0.2174	-0.0076	1.3809	-0.1068	1.7738
1.4725	1.9951	2.2507	1.133	1.9188	2.1782	0.7782	2.0103	1.9875	0.6523	2.2507	1.7166	0.5417	-0.0992	0.2174	-0.5951	0.145	0.0114	1.3924	-0.145	1.7471
1.3542	1.9608	2.1286	1.0834	1.8425	2.0561	0.7362	1.9684	1.8959	0.6218	2.182	1.6174	0.5074	-0.0801	0.164	-0.6905	0.1297	0	1.3733	-0.1793	1.6975
1.2932	1.8997	2.0409	1.0529	1.8539	1.9646	0.7019	1.9531	1.8196	0.618	2.1095	1.5678	0.4959	-0.0687	0.1259	-0.7973	0.0916	0.0305	1.3924	-0.2251	1.6747
1.2054	1.8425	1.9226	1.0223	1.8272	1.8692	0.7057	1.8806	1.709	0.6218	2.0447	1.503	0.4845	-0.061	0.0916	-0.8888	0.103	0.042	1.3695	-0.2556	1.6365
1.133	1.8005	1.8234	0.9651	1.8005	1.7395	0.6638	1.8349	1.6098	0.5989	1.9493	1.4191	0.4616	-0.0725	0.0267	-0.9995	0.1144	0.0496	1.3542	-0.2861	1.5831
1.0605	1.7509	1.6747	0.9079	1.7433	1.6174	0.6599	1.7776	1.4839	0.6142	1.8768	1.3161	0.4349	-0.061	-0.0458	-1.0796	0.1068	0.061	1.3618	-0.2747	1.5564
0.9804	1.6937	1.5831	0.8736	1.6861	1.4954	0.5951	1.6937	1.3885	0.5951	1.7471	1.2245	0.4158	-0.0648	-0.0687	-1.1711	0.1297	0.0801	1.3237	-0.2861	1.4725
0.8698	1.6136	1.4534	0.8011	1.5984	1.3428	0.5341	1.5984	1.2245	0.5608	1.6212	1.1101	0.4082	-0.103	-0.1373	-1.2627	0.1755	0.0839	1.2741	-0.3128	1.3885
0.7858	1.5068	1.2856	0.7172	1.4801	1.1864	0.5264	1.4763	1.0796	0.5417	1.4687	0.9804	0.3548	-0.1106	-0.2098	-1.2779	0.2098	0.0877	1.2321	-0.3471	1.2779
0.6905	1.4076	1.133	0.6256	1.339	1.0109	0.4158	1.3084	0.9193	0.4883	1.2932	0.8469	0.2785	-0.1373	-0.2632	-1.2703	0.2632	0.0877	1.133	-0.3777	1.1711
0.6142	1.2894	1.0109	0.576	1.2245	0.8698	0.3395	1.1635	0.8011	0.4425	1.152	0.7019	0.2747	-0.1488	-0.2708	-1.255	0.2937	0.0877	1.0452	-0.3738	1.03
0.5531	1.1787	0.8774	0.5188	1.0872	0.7286	0.3242	0.9689	0.6447	0.4196	0.9613	0.5608	0.2174	-0.1755	-0.2518	-1.2054	0.3433	0.0992	0.946	-0.3586	0.885
0.4845	1.0414	0.7477	0.4463	0.9384	0.6142	0.2251	0.8163	0.5035	0.3395	0.7515	0.4082	0.1678	-0.2022	-0.2708	-1.152	0.3891	0.0496	0.8316	-0.3853	0.7324
0.4005	0.9193	0.6905	0.3891	0.8125	0.4807	0.1373	0.618	0.3777	0.2899	0.576	0.2785	0.1373	-0.2289	-0.2594	-1.0109	0.4387	0.0534	0.7057	-0.3815	0.576
0.3624	0.8316	0.5836	0.3471	0.6828	0.3662	0.0877	0.4616	0.2708	0.2365	0.4044	0.164	0.103	-0.2594	-0.1831	-0.9117	0.4845	0.0267	0.6218	-0.3777	0.4654
0.3357	0.7286	0.5302	0.3281	0.5875	0.2785	0.0191	0.3242	0.1297	0.1907	0.2441	0.0496	0.0725	-0.2594	-0.1335	-0.7782	0.515	0.0153	0.4959	-0.3738	0.3166
0.3242	0.6485	0.4768	0.2785	0.4845	0.206	-0.0153	0.1678	0.0343	0.1488	0.0992	-0.061	0.0114	-0.2975	-0.0496	-0.6256	0.5608	-0.0114	0.3967	-0.351	0.2098
0.2899	0.5417	0.4272	0.2785	0.3586	0.0916	-0.0572	0.0153	-0.0458	0.0954	-0.0458	-0.1869	-0.0191	-0.3128	0	-0.5035	0.5913	-0.0153	0.2975	-0.3281	0.0916
0.2823	0.4425	0.4044	0.2251	0.2747	0.0496	-0.1183	-0.1221	-0.1488	0.0458	-0.2098	-0.309	-0.0496	-0.3357	0.0648	-0.3815	0.6332	-0.0153	0.2289	-0.2785	0.0153
0.2518	0.3281	0.3319	0.206	0.1717	-0.0343	-0.1221	-0.2632	-0.2213	0.0076	-0.351	-0.4005	-0.0992	-0.3357	0.0916	-0.2823	0.6523	-0.061	0.1335	-0.2747	-0.1068
0.2174	0.2022	0.3052	0.1755	0.0267	-0.1183	-0.1717	-0.3967	-0.3395	-0.0687	-0.4883	-0.4959	-0.1411	-0.3662	0.1221	-0.2098	0.6943	-0.1068	0.0458	-0.2518	-0.1793
0.2365	0.0687	0.2441	0.164	-0.0763	-0.1488	-0.1678	-0.5035	-0.3853	-0.0839	-0.6218	-0.576	-0.1755	-0.37	0.1411	-0.1297	0.7095	-0.1678	-0.061	-0.2327	-0.2708
