"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
2.1584	2.2291	2.1908	1.7815	2.1408	2.0672	1.5136	1.8522	1.8316	1.4812	1.7756	1.4753	1.2427	-0.0177	1.2279	0.48	0.0471	0.8716	1.0189	1.1573	1.0365
2.0996	2.1584	2.1378	1.7197	2.076	2.0083	1.4723	1.8198	1.8139	1.4429	1.7845	1.4429	1.2279	-0.0677	1.1749	0.4211	0.1413	0.8805	1.0601	1.1455	1.0601
2.0701	2.0731	2.0966	1.6696	2.0495	1.97	1.4341	1.8198	1.7992	1.4164	1.7815	1.4399	1.2191	-0.1031	1.1072	0.3622	0.2061	0.904	1.119	1.0954	1.1131
2.0495	2.0142	2.0171	1.5842	2.023	1.9199	1.4105	1.8404	1.7462	1.4105	1.7815	1.4164	1.2014	-0.1384	1.0571	0.321	0.2739	0.9246	1.1573	1.0778	1.1308
1.9729	1.9258	1.9612	1.5401	1.9553	1.864	1.3958	1.8021	1.7167	1.3339	1.7403	1.4017	1.1749	-0.1678	0.9806	0.2562	0.3445	0.904	1.1808	1.0306	1.1484
1.9347	1.8345	1.8875	1.4782	1.917	1.7992	1.3604	1.7904	1.6637	1.3369	1.7109	1.3604	1.1219	-0.2091	0.9835	0.2621	0.4123	0.8952	1.1838	1.0071	1.1661
1.8993	1.7874	1.8228	1.437	1.8669	1.7756	1.3428	1.7756	1.6225	1.3133	1.702	1.3398	1.1043	-0.2267	0.9452	0.265	0.4476	0.8805	1.1897	0.9835	1.1838
1.8463	1.7285	1.758	1.3928	1.8345	1.7138	1.3369	1.7727	1.5842	1.3045	1.6814	1.2986	1.0836	-0.2415	0.9541	0.3004	0.477	0.904	1.1897	0.9865	1.2044
1.7874	1.6932	1.6814	1.3457	1.758	1.649	1.2957	1.7403	1.5136	1.2721	1.6402	1.2574	1.0483	-0.2532	0.9129	0.321	0.5094	0.8805	1.1779	0.9747	1.1926
1.7285	1.6402	1.6078	1.3045	1.7138	1.5783	1.2898	1.7109	1.4606	1.2397	1.6107	1.1955	1.0218	-0.2591	0.9129	0.3681	0.53	0.8481	1.1543	0.9423	1.2044
1.6844	1.6166	1.5548	1.2603	1.6667	1.5253	1.3074	1.6755	1.4076	1.2574	1.5607	1.1514	0.9747	-0.2621	0.907	0.4064	0.533	0.8127	1.1308	0.9511	1.1867
1.6402	1.5695	1.4871	1.2603	1.6166	1.4606	1.3133	1.6402	1.3663	1.2132	1.5136	1.1101	0.9423	-0.2709	0.8981	0.4535	0.53	0.7803	1.116	0.9541	1.1808
1.5666	1.543	1.4311	1.2073	1.543	1.3987	1.278	1.6107	1.3045	1.222	1.4812	1.063	0.8981	-0.2562	0.8422	0.5035	0.5389	0.7656	1.0984	0.9335	1.1779
1.5136	1.4694	1.3369	1.1926	1.4841	1.331	1.2868	1.5666	1.2456	1.1985	1.4105	0.9894	0.8451	-0.2621	0.8333	0.5418	0.5271	0.7244	1.0454	0.9246	1.1573
1.4017	1.3811	1.2397	1.1631	1.3869	1.2603	1.2574	1.4606	1.1838	1.1602	1.3487	0.9217	0.7833	-0.2768	0.8275	0.5536	0.5477	0.6596	0.9894	0.8805	1.1249
1.3487	1.3369	1.1838	1.1337	1.3074	1.169	1.2721	1.4076	1.1072	1.1602	1.2809	0.8392	0.7391	-0.265	0.7833	0.5772	0.53	0.5889	0.9276	0.8687	1.0748
1.2809	1.2721	1.0954	1.119	1.2162	1.1249	1.2633	1.3575	1.0513	1.1425	1.2073	0.7892	0.7303	-0.2532	0.7568	0.6184	0.533	0.5418	0.854	0.8481	1.0189
1.2073	1.1926	1.0218	1.0895	1.1396	1.0454	1.2515	1.2957	0.9982	1.1219	1.1602	0.7303	0.7038	-0.2621	0.7479	0.6419	0.5359	0.5094	0.8068	0.8186	0.9806
