"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
2.2348	1.6929	2.3642	1.4675	1.4962	1.6737	1.6017	1.76	1.8847	1.7648	2.182	2.4074	2.2108	8.6657	1.4771	1.5634	0.1583	0.9735	1.4483	0.4652	1.7888
1.995	1.4483	2.0813	1.127	1.2756	1.4291	1.2612	1.5394	1.6545	1.4291	1.947	2.1245	1.8511	5.6349	1.1605	1.2565	0.7913	0.5947	1.2085	0.1151	1.5298
1.6929	1.2133	1.8367	0.7721	1.1078	1.1653	0.9208	1.3763	1.4147	1.0982	1.7216	1.8703	1.5058	1.6737	0.8248	0.892	1.3955	0.2686	0.9735	-0.2206	1.3284
1.4818	1.0646	1.6209	0.4892	1.0023	1.0023	0.6474	1.2373	1.2373	0.8201	1.5969	1.6881	1.2085	-2.5273	0.5851	0.6042	1.8655	-0.048	0.7961	-0.5131	1.1701
1.2996	0.9112	1.4531	0.2302	0.8968	0.844	0.4028	1.1462	1.079	0.5707	1.4675	1.5298	0.9543	-6.3206	0.3117	0.3165	2.2443	-0.2734	0.6762	-0.7337	1.0502
1.2229	0.892	1.4147	0.0959	0.916	0.8248	0.2686	1.1366	1.0694	0.4556	1.4723	1.4962	0.8248	-9.0062	0.235	0.1343	2.3786	-0.3693	0.6618	-0.8392	1.0742
1.1941	0.9495	1.4195	0.0671	0.9879	0.8632	0.2302	1.2325	1.103	0.4028	1.5442	1.5394	0.7769	-10.1236	0.211	0.0863	2.3067	-0.4076	0.7673	-0.8344	1.1701
1.2948	1.0838	1.5106	0.1343	1.1653	1.0071	0.3165	1.4435	1.2708	0.4556	1.7504	1.6545	0.8584	-9.5241	0.2686	0.1103	2.0957	-0.2973	0.9208	-0.7193	1.4003
1.3332	1.1989	1.573	0.1631	1.3476	1.1462	0.3453	1.6257	1.3811	0.5035	1.9182	1.784	0.916	-7.39	0.3549	0.1678	1.7888	-0.1918	1.127	-0.6282	1.6305
1.3859	1.3476	1.6737	0.2494	1.5346	1.266	0.4412	1.8175	1.525	0.5803	2.1149	1.8991	1.0071	-4.1242	0.5035	0.3021	1.4723	-0.0767	1.3572	-0.4939	1.8751
1.4339	1.4723	1.7456	0.3165	1.6881	1.4003	0.5083	1.9998	1.6929	0.6426	2.2971	2.0669	1.0982	-0.3213	0.5947	0.3884	1.1605	0.0384	1.5394	-0.3884	2.0813
1.4627	1.549	1.784	0.3597	1.7936	1.4962	0.5515	2.1245	1.76	0.6762	2.4218	2.1293	1.1318	3.5008	0.6618	0.4412	0.9208	0.1007	1.6881	-0.2734	2.2827
1.4099	1.5921	1.7456	0.3069	1.8799	1.5058	0.5179	2.2012	1.7888	0.633	2.5273	2.1676	1.127	6.8721	0.7002	0.4844	0.7625	0.0911	1.8079	-0.2062	2.4026
1.3524	1.5874	1.6833	0.2925	1.8847	1.4914	0.5179	2.2491	1.8079	0.5995	2.5848	2.1772	1.0886	9.5049	0.681	0.4796	0.6618	0.1199	1.8703	-0.1678	2.4697
1.1893	1.4962	1.4962	0.187	1.8223	1.3859	0.3741	2.182	1.7264	0.4796	2.5705	2.0765	0.9735	11.0107	0.5659	0.3836	0.7098	0.0384	1.8655	-0.2206	2.4745
0.9495	1.2996	1.266	0	1.6641	1.2373	0.211	2.0429	1.5682	0.3021	2.4554	1.9518	0.8296	11.2841	0.4316	0.2398	0.8392	-0.0911	1.7936	-0.3021	2.4218
0.657	1.0742	0.9879	-0.2494	1.4339	0.9735	-0.0528	1.8367	1.3092	0.0384	2.2443	1.712	0.5947	10.1044	0.1439	-0.0432	1.1701	-0.2925	1.5874	-0.4796	2.2635
0.3453	0.7577	0.6426	-0.5227	1.1462	0.6906	-0.3213	1.5778	1.0311	-0.2446	2.0333	1.4435	0.3213	7.5003	-0.1535	-0.3645	1.5346	-0.5275	1.3859	-0.6954	2.0477
