"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.8183	-1.049	-1.0239	-0.6168	-0.7931	-1.1875	-0.621	-0.7637	-0.7343	-0.7637	-0.2098	-0.663	-0.6756	-0.1217	-1.1078	-1.0826	0.2769	-0.1007	0.3189	-0.1469	0.4196
-0.8141	-1.0532	-1.0113	-0.6168	-0.7931	-1.1749	-0.6084	-0.7763	-0.7259	-0.7175	-0.1972	-0.6504	-0.6588	-0.0587	-0.9735	-1.091	0.1175	-0.042	0.2937	-0.1007	0.3483
-0.8015	-1.0323	-0.9735	-0.5497	-0.7973	-1.1036	-0.5665	-0.7889	-0.6924	-0.6672	-0.214	-0.6798	-0.6504	0.0462	-0.8728	-1.133	-0.0587	-0.0042	0.2476	-0.0126	0.2518
-0.8015	-1.0071	-0.9651	-0.5119	-0.8015	-1.112	-0.5455	-0.8015	-0.705	-0.6546	-0.256	-0.6672	-0.6294	0.1133	-0.7259	-1.1246	-0.1972	0.0462	0.1637	0.0504	0.214
-0.7595	-0.9651	-0.9148	-0.5077	-0.7973	-1.112	-0.5539	-0.8183	-0.705	-0.6294	-0.3021	-0.6966	-0.6126	0.1637	-0.6336	-1.1288	-0.3231	0.1217	0.1217	0.0923	0.1091
-0.7343	-0.9819	-0.8896	-0.4868	-0.7889	-1.0994	-0.5371	-0.8266	-0.6924	-0.642	-0.2937	-0.684	-0.6042	0.2182	-0.5245	-1.1036	-0.4322	0.1343	0.0671	0.1301	0.0336
-0.7259	-0.9399	-0.8728	-0.4826	-0.7973	-1.0742	-0.5455	-0.835	-0.6924	-0.6168	-0.3273	-0.7175	-0.6084	0.2811	-0.4616	-1.07	-0.5413	0.1678	0.0084	0.1469	-0.0462
-0.7259	-0.9274	-0.8854	-0.5077	-0.8015	-1.0784	-0.5665	-0.8434	-0.7175	-0.6168	-0.3651	-0.7133	-0.5791	0.3021	-0.4448	-1.0826	-0.6001	0.172	-0.0713	0.1804	-0.1175
-0.7175	-0.9399	-0.8602	-0.5413	-0.835	-1.091	-0.5833	-0.8812	-0.7385	-0.6168	-0.407	-0.7301	-0.5749	0.3525	-0.4322	-1.0868	-0.663	0.1888	-0.1343	0.1762	-0.2098
-0.7259	-0.9022	-0.8476	-0.5455	-0.835	-1.0574	-0.5959	-0.8854	-0.7217	-0.6252	-0.4364	-0.7092	-0.5539	0.3735	-0.4322	-1.0868	-0.7133	0.2098	-0.214	0.1804	-0.3315
-0.7343	-0.9022	-0.8266	-0.5791	-0.8392	-1.0574	-0.6378	-0.898	-0.7553	-0.6462	-0.47	-0.7385	-0.5371	0.3777	-0.4406	-1.1036	-0.7343	0.2266	-0.2853	0.1637	-0.407
-0.7092	-0.8854	-0.8308	-0.6084	-0.8057	-1.049	-0.663	-0.8896	-0.7511	-0.6001	-0.4616	-0.7133	-0.5119	0.4028	-0.4784	-1.0574	-0.7805	0.2602	-0.3021	0.1888	-0.491
-0.7217	-0.877	-0.8266	-0.621	-0.8266	-1.049	-0.6924	-0.919	-0.7595	-0.6084	-0.5203	-0.7469	-0.5077	0.407	-0.4826	-1.0323	-0.7889	0.2518	-0.428	0.1888	-0.5833
-0.705	-0.8392	-0.7763	-0.6546	-0.7931	-1.0071	-0.7008	-0.8896	-0.705	-0.5581	-0.5371	-0.7217	-0.4616	0.4028	-0.5371	-0.9693	-0.7931	0.2937	-0.47	0.1678	-0.6924
-0.7133	-0.8266	-0.7805	-0.6924	-0.8141	-0.9903	-0.7133	-0.919	-0.6966	-0.5455	-0.5455	-0.7133	-0.449	0.3986	-0.5623	-0.8896	-0.7805	0.2895	-0.5497	0.1762	-0.7679
-0.6966	-0.8099	-0.7847	-0.7175	-0.8015	-0.9945	-0.7133	-0.9148	-0.6588	-0.5077	-0.5497	-0.7008	-0.4028	0.3986	-0.5959	-0.7973	-0.7721	0.3147	-0.5833	0.1762	-0.8518
-0.7343	-0.8099	-0.7637	-0.7301	-0.7973	-0.9315	-0.705	-0.9274	-0.6462	-0.4868	-0.5749	-0.6714	-0.3651	0.3944	-0.6252	-0.7133	-0.7679	0.3021	-0.6672	0.1762	-0.919
-0.7469	-0.8183	-0.7511	-0.7553	-0.8057	-0.9064	-0.7092	-0.9106	-0.6084	-0.4658	-0.5833	-0.663	-0.3525	0.3819	-0.6336	-0.6294	-0.7511	0.2937	-0.7301	0.1511	-0.9777
-0.7553	-0.8015	-0.7385	-0.7805	-0.8057	-0.8896	-0.7092	-0.9064	-0.5665	-0.4196	-0.5791	-0.621	-0.3189	0.3693	-0.705	-0.5455	-0.705	0.2979	-0.7553	0.1553	-0.9945
