"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.0766	-0.4152	-0.6802	-1.0454	-0.6802	-1.0483	-0.8657	-1.2574	-1.2368	-1.116	-1.8139	-2.0259	-1.5577	-0.5389	0.0618	-0.2621	1.0925	-1.1072	-0.1384	-0.6743	-1.1955	-0.7803	-0.3386
-0.1678	-0.4829	-0.7921	-1.0984	-0.7303	-1.1366	-0.9276	-1.2427	-1.3074	-1.1661	-1.7904	-2.0613	-1.6225	-0.533	-0.0442	-0.1384	1.063	-1.1337	-0.1178	-0.6832	-1.1219	-0.8952	-0.3475
-0.2915	-0.5536	-0.8952	-1.1543	-0.7656	-1.2338	-1.01	-1.2427	-1.3722	-1.2191	-1.7462	-2.0701	-1.6431	-0.4918	-0.1443	-0.0177	1.0041	-1.1573	-0.0942	-0.6949	-1.0719	-0.9541	-0.3475
-0.4093	-0.6331	-1.0071	-1.2485	-0.8363	-1.3163	-1.063	-1.222	-1.437	-1.2898	-1.702	-2.0907	-1.6844	-0.4476	-0.2356	0.0324	0.9276	-1.1867	-0.0501	-0.7126	-0.9835	-0.9305	-0.3504
-0.5772	-0.7126	-1.1219	-1.3575	-0.8716	-1.4252	-1.172	-1.2044	-1.4871	-1.3604	-1.6549	-2.0996	-1.7432	-0.4152	-0.3151	0.0383	0.8657	-1.2103	-0.0206	-0.7185	-0.9099	-0.854	-0.3504
-0.7362	-0.8216	-1.2544	-1.4547	-0.9423	-1.5224	-1.2809	-1.1749	-1.5754	-1.4134	-1.6048	-2.1319	-1.7698	-0.3946	-0.4594	-0.0206	0.8039	-1.2191	0.0265	-0.7538	-0.8363	-0.7332	-0.3445
-0.9129	-0.9158	-1.384	-1.5695	-0.9776	-1.5931	-1.3663	-1.1543	-1.6225	-1.4753	-1.543	-2.1113	-1.7904	-0.3593	-0.5978	-0.1148	0.7214	-1.2456	0.0942	-0.7686	-0.7597	-0.5948	-0.3357
-1.0719	-0.9982	-1.5253	-1.7197	-1.0395	-1.6932	-1.4812	-1.1484	-1.6755	-1.5283	-1.4812	-2.1113	-1.811	-0.3239	-0.7715	-0.2562	0.6537	-1.2603	0.1266	-0.8068	-0.6979	-0.4329	-0.3534
-1.225	-1.0836	-1.6343	-1.8493	-1.0807	-1.755	-1.5695	-1.0954	-1.7256	-1.5813	-1.4252	-2.1054	-1.7609	-0.265	-0.9335	-0.3799	0.5507	-1.2368	0.1531	-0.8039	-0.6302	-0.2768	-0.3534
-1.4134	-1.169	-1.755	-2.0053	-1.1661	-1.861	-1.6844	-1.0925	-1.7668	-1.652	-1.3575	-2.0937	-1.7727	-0.2326	-1.1013	-0.5212	0.4829	-1.2368	0.159	-0.8245	-0.5595	-0.1384	-0.3504
-1.5577	-1.2427	-1.8581	-2.1526	-1.2073	-1.914	-1.7609	-1.066	-1.7904	-1.652	-1.275	-2.0466	-1.7491	-0.1737	-1.2368	-0.6773	0.3651	-1.2014	0.1796	-0.8127	-0.4711	-0.0147	-0.3651
-1.6814	-1.3251	-1.9553	-2.2645	-1.2338	-1.9612	-1.8345	-1.0571	-1.8051	-1.6932	-1.222	-2.0171	-1.7109	-0.1207	-1.3928	-0.8451	0.2709	-1.1573	0.1767	-0.8186	-0.4181	0.053	-0.3651
-1.8345	-1.4017	-2.0613	-2.4087	-1.2986	-2.0259	-1.9229	-1.0454	-1.8493	-1.702	-1.1838	-1.967	-1.6608	-0.0766	-1.5312	-1.0247	0.1826	-1.116	0.1502	-0.7892	-0.374	0.0942	-0.3799
