"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.3832	0.3553	0.5791	0.0755	0.2602	0.5371	0.3749	0.0699	0.3245	0.5427	-0.1567	0.1539	0.2406	-0.0364	0.8224	0.8057	0.0643	-0.1035	0.1091	0.0168	-0.3217	2.9681	-0.7777
0.3972	0.3357	0.5539	0.1231	0.2154	0.4924	0.4028	0.0196	0.2546	0.5063	-0.2518	0.0336	0.1762	-0.0056	0.7861	0.7861	-0.0084	-0.0811	0.1315	0.0448	-0.386	3.0408	-0.5763
0.3497	0.3021	0.5427	0.1315	0.165	0.4308	0.3916	-0.0699	0.1678	0.4504	-0.3721	-0.0643	0.1007	0.0196	0.7133	0.7078	-0.0783	-0.0671	0.0839	0.0448	-0.4588	3.1192	-0.3469
0.3413	0.2853	0.5175	0.1511	0.1091	0.386	0.4112	-0.1371	0.1119	0.4028	-0.4644	-0.2042	0.0224	0.0587	0.6406	0.6602	-0.1483	-0.0308	0.0532	0.0559	-0.5035	3.2059	-0.1259
0.3161	0.2434	0.4812	0.1623	0.0532	0.3385	0.3777	-0.2154	0.0308	0.3665	-0.5763	-0.2937	-0.0504	0.0951	0.5371	0.5315	-0.2154	0.0028	0.0252	0.0559	-0.5735	3.2954	0.0923
0.2797	0.2014	0.4364	0.1734	-0.0028	0.2658	0.3944	-0.3301	-0.0783	0.3021	-0.6882	-0.4168	-0.1427	0.1203	0.4504	0.4448	-0.2462	0.0336	-0.0224	0.0699	-0.6182	3.3457	0.2825
0.2658	0.1902	0.3944	0.1595	-0.0559	0.2098	0.3413	-0.3972	-0.1623	0.2434	-0.7553	-0.5035	-0.1958	0.1259	0.3721	0.3385	-0.2769	0.0727	-0.0196	0.0476	-0.6462	3.4213	0.4532
0.2574	0.165	0.3888	0.1623	-0.0979	0.1762	0.3329	-0.456	-0.2434	0.1986	-0.828	-0.6098	-0.2686	0.1315	0.3189	0.2714	-0.2797	0.0699	-0.0504	0.0448	-0.6546	3.4548	0.607
0.235	0.1678	0.3553	0.1762	-0.1343	0.1175	0.3105	-0.5035	-0.2909	0.1567	-0.8812	-0.6602	-0.2993	0.1455	0.235	0.2238	-0.2881	0.1091	-0.0615	0.0559	-0.6742	3.48	0.7022
0.2182	0.1511	0.3441	0.1623	-0.1427	0.0755	0.2714	-0.5315	-0.3385	0.1203	-0.912	-0.7161	-0.3441	0.1287	0.207	0.1623	-0.2686	0.1259	-0.0504	0.0224	-0.6546	3.4772	0.7805
0.2042	0.1427	0.2909	0.1483	-0.1706	0.0476	0.235	-0.5791	-0.3665	0.0559	-0.9483	-0.7693	-0.4	0.1063	0.1595	0.1287	-0.235	0.1427	-0.0615	0.0112	-0.635	3.4744	0.8616
0.1818	0.1371	0.249	0.0951	-0.179	0.0056	0.1734	-0.5903	-0.414	0.0084	-0.9679	-0.8224	-0.4616	0.0727	0.1091	0.0755	-0.1706	0.1315	-0.0671	-0.042	-0.607	3.4632	0.9008
0.1455	0.1315	0.2406	0.0587	-0.1567	-0.0336	0.1147	-0.5791	-0.4224	-0.0392	-0.9483	-0.8169	-0.4728	0.0615	0.0727	0.0336	-0.1287	0.1175	-0.0532	-0.0811	-0.5595	3.4437	0.9148
0.1091	0.1035	0.179	0.0392	-0.1762	-0.0839	0.0308	-0.5959	-0.4812	-0.1175	-0.9623	-0.842	-0.5063	0.0336	-0.0028	0.0028	-0.0699	0.0951	-0.0615	-0.1091	-0.5343	3.3933	0.912
0.0615	0.0839	0.1427	-0.0028	-0.1539	-0.1091	-0.0392	-0.5623	-0.47	-0.165	-0.9315	-0.8392	-0.5483	0.0112	-0.0308	-0.0112	-0.0336	0.0783	-0.0559	-0.1287	-0.4812	3.3346	0.8924
-0.0028	0.0923	0.0811	-0.0615	-0.1511	-0.1455	-0.1343	-0.5455	-0.4812	-0.2546	-0.9204	-0.842	-0.5595	0	-0.0755	-0.0196	0.0084	0.0587	-0.0504	-0.1818	-0.4476	3.231	0.8532
-0.0308	0.0727	0.0196	-0.1287	-0.1147	-0.1539	-0.2266	-0.5035	-0.4644	-0.3021	-0.8504	-0.8197	-0.5819	-0.0084	-0.0839	-0.0084	0.0168	0.0364	-0.0476	-0.1902	-0.3888	3.1192	0.8141
-0.0643	0.0643	-0.0112	-0.1902	-0.0895	-0.1762	-0.3189	-0.428	-0.442	-0.3581	-0.8085	-0.7609	-0.5847	-0.0112	-0.0867	0.0084	0.0084	-0.0028	-0.042	-0.2182	-0.3189	2.9681	0.7245
-0.0979	0.0839	-0.0504	-0.2462	-0.0476	-0.1762	-0.3637	-0.3832	-0.4196	-0.4224	-0.7721	-0.7329	-0.5903	0.014	-0.0979	0.0615	-0.0168	-0.042	-0.0448	-0.2266	-0.3077	2.8002	0.635
-0.1175	0.0671	-0.0755	-0.2853	0.0112	-0.1846	-0.4616	-0.2909	-0.3721	-0.4728	-0.6826	-0.677	-0.5959	0.0336	-0.0923	0.0895	-0.0643	-0.0643	-0.0504	-0.2182	-0.2518	2.6296	0.5007
-0.1483	0.1147	-0.0951	-0.3525	0.0783	-0.165	-0.5287	-0.207	-0.3357	-0.5147	-0.6182	-0.6266	-0.5791	0.0559	-0.0615	0.1567	-0.1315	-0.0979	-0.0476	-0.2098	-0.1762	2.4422	0.3637
-0.1399	0.1315	-0.1259	-0.3972	0.1231	-0.1567	-0.5987	-0.1455	-0.2853	-0.5371	-0.5483	-0.5763	-0.5595	0.0951	-0.0364	0.2098	-0.1986	-0.1539	-0.0476	-0.1902	-0.1539	2.2603	0.1986
-0.1455	0.1539	-0.1147	-0.428	0.1958	-0.1259	-0.6602	-0.0476	-0.2154	-0.5735	-0.4588	-0.5007	-0.5483	0.1147	-0.0224	0.2574	-0.2406	-0.1986	-0.0504	-0.1706	-0.1315	2.0701	0.0224
