"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.2849	0.039	0.0195	-0.1952	0.4645	0.6167	-0.0625	0.363	0.5153	0.3591	0.3747	0.6206	0.2381	-0.1483	-0.5387	-0.8197	0.2576	-0.039	-0.1405	-0.203	-0.3942	0.2654	0.9915
0.281	0.0234	0.0078	-0.2615	0.4294	0.5777	-0.0976	0.3513	0.4645	0.3123	0.3747	0.5855	0.2264	-0.1054	-0.5504	-0.8939	0.1952	-0.0117	-0.1561	-0.1913	-0.3864	0.2264	0.9719
0.2693	0.0078	-0.0156	-0.2967	0.4177	0.5387	-0.1561	0.3162	0.4294	0.3045	0.3669	0.5504	0.2147	-0.0742	-0.5387	-0.9524	0.1444	-0.0312	-0.1639	-0.1366	-0.4138	0.2069	0.9993
0.2459	-0.0351	-0.0625	-0.3786	0.3942	0.5153	-0.1991	0.3006	0.3786	0.2498	0.3435	0.5035	0.1991	-0.0586	-0.5816	-1.0071	0.0781	-0.0156	-0.1796	-0.1288	-0.363	0.2147	0.9876
0.2225	-0.0468	-0.0664	-0.4372	0.3786	0.445	-0.2498	0.2693	0.2889	0.203	0.3357	0.4996	0.1835	-0.0273	-0.6011	-1.0734	0.0273	-0.0117	-0.1639	-0.1093	-0.3045	0.2615	1.0149
0.1874	-0.0625	-0.0781	-0.4879	0.3396	0.4294	-0.3006	0.2849	0.3045	0.1639	0.3435	0.4606	0.1796	-0.0117	-0.6324	-1.0812	-0.0156	0.0039	-0.16	-0.0937	-0.2771	0.3045	1.0188
0.1288	-0.1015	-0.1327	-0.5465	0.3045	0.3981	-0.3591	0.2654	0.2498	0.1132	0.3513	0.4411	0.1522	0.0234	-0.6675	-1.1359	-0.0546	-0.0039	-0.1796	-0.0976	-0.2498	0.3903	0.9876
0.0898	-0.1561	-0.203	-0.6206	0.2498	0.3435	-0.3942	0.2303	0.2186	0.0781	0.3045	0.4216	0.1327	0.0351	-0.6948	-1.1593	-0.0859	0.0078	-0.1718	-0.0781	-0.2537	0.4879	0.9954
0.0351	-0.1913	-0.242	-0.648	0.2147	0.3006	-0.4762	0.2186	0.1874	0.0156	0.324	0.4255	0.1093	0.0429	-0.6909	-1.171	-0.0976	-0.0117	-0.1718	-0.0898	-0.2264	0.5816	0.9641
-0.0273	-0.2342	-0.3045	-0.7456	0.1718	0.2498	-0.5074	0.1561	0.1796	-0.0117	0.3045	0.3864	0.1015	0.0507	-0.6987	-1.1749	-0.1015	-0.0195	-0.1952	-0.0898	-0.2264	0.6558	0.9876
-0.0195	-0.2459	-0.281	-0.7495	0.1405	0.2225	-0.5465	0.1483	0.16	-0.0273	0.2771	0.3591	0.0859	0.0586	-0.687	-1.1476	-0.121	-0.0156	-0.1874	-0.0898	-0.2147	0.7182	0.9798
-0.1015	-0.3201	-0.3669	-0.8119	0.0781	0.16	-0.6206	0.1054	0.1288	-0.0664	0.2576	0.3357	0.039	0.0351	-0.6909	-1.1008	-0.0976	-0.0664	-0.1913	-0.1327	-0.2342	0.7416	0.9719
-0.1171	-0.3474	-0.3825	-0.8548	0.039	0.1249	-0.648	0.0664	0.121	-0.121	0.2576	0.3084	0.0117	0.0234	-0.6636	-1.0305	-0.0703	-0.0898	-0.242	-0.1444	-0.2615	0.7416	0.9837
-0.1288	-0.3552	-0.3981	-0.8431	0	0.1132	-0.6636	0.0625	0.1249	-0.1327	0.2342	0.3201	0.0195	0.0156	-0.605	-0.9485	-0.0586	-0.0976	-0.2186	-0.1132	-0.2654	0.7182	0.9719
-0.1522	-0.3474	-0.4021	-0.8353	-0.0117	0.1132	-0.6831	0.0742	0.1522	-0.1561	0.2693	0.3123	0.039	0.0117	-0.5309	-0.8158	-0.0586	-0.0742	-0.2186	-0.121	-0.2303	0.6714	0.9563
-0.1444	-0.363	-0.3981	-0.8002	-0.039	0.0742	-0.6948	0.082	0.1249	-0.1678	0.2576	0.3006	0.0156	0.0078	-0.4567	-0.7026	-0.0273	-0.0937	-0.1991	-0.1639	-0.2264	0.6089	0.9485
-0.1561	-0.3786	-0.3903	-0.7924	-0.0625	0.0742	-0.6909	0.0703	0.1366	-0.1405	0.2771	0.281	-0.0156	-0.0234	-0.4099	-0.605	0.0273	-0.1093	-0.1639	-0.1483	-0.1952	0.5387	0.9602
-0.1405	-0.3903	-0.3903	-0.7963	-0.0625	0.0976	-0.6831	0.0586	0.16	-0.1405	0.3123	0.3279	0.0117	-0.0351	-0.3396	-0.4489	0.0546	-0.1054	-0.1132	-0.1639	-0.1678	0.4489	0.968
-0.1171	-0.3474	-0.363	-0.7104	-0.039	0.1249	-0.6167	0.0898	0.203	-0.1249	0.3396	0.3318	0.0351	-0.0546	-0.281	-0.3318	0.0859	-0.082	-0.082	-0.1132	-0.1171	0.3552	0.9837
-0.0859	-0.324	-0.3201	-0.6324	-0.039	0.1327	-0.5894	0.1054	0.2303	-0.1093	0.4138	0.3591	0.039	-0.0898	-0.2108	-0.2342	0.1327	-0.1093	-0.0273	-0.1327	-0.0507	0.2576	0.9837
-0.0234	-0.2732	-0.2732	-0.5465	-0.0156	0.1835	-0.5543	0.1249	0.2889	-0.0468	0.4411	0.3942	0.0781	-0.0781	-0.1483	-0.0898	0.1522	-0.082	0.0273	-0.1132	0.0195	0.1483	1.0032
-0.0156	-0.2342	-0.2147	-0.4684	-0.0078	0.1913	-0.4918	0.1678	0.3201	-0.0468	0.4723	0.4294	0.082	-0.1171	-0.0859	0.0195	0.2069	-0.0742	0.0625	-0.1093	0.0742	0.0546	1.0032
0.0156	-0.1913	-0.203	-0.3942	0.0078	0.2576	-0.4411	0.1874	0.3903	-0.0312	0.527	0.4879	0.121	-0.1327	-0.0156	0.1171	0.2459	-0.0468	0.1405	-0.1054	0.1366	-0.0507	0.9837
0.0312	-0.1522	-0.121	-0.3123	0.0312	0.3006	-0.3786	0.2342	0.4138	0.0117	0.5738	0.5074	0.1366	-0.1718	0.0078	0.2069	0.2889	-0.0586	0.1874	-0.1093	0.1991	-0.121	0.9407
0.1015	-0.1171	-0.0859	-0.2147	0.039	0.3162	-0.3162	0.2303	0.4372	0.039	0.5816	0.5035	0.1678	-0.1796	0.0429	0.3006	0.3201	-0.0429	0.2381	-0.0976	0.2186	-0.1678	0.929
0.1288	-0.0546	-0.0156	-0.1327	0.1288	0.3903	-0.2498	0.2849	0.4801	0.0937	0.6402	0.5465	0.2108	-0.1835	0.1054	0.3435	0.3513	-0.0234	0.281	-0.1093	0.2771	-0.1952	0.8509
0.1405	-0.0273	0.0468	-0.0156	0.1405	0.4099	-0.1991	0.2889	0.5074	0.0976	0.6675	0.527	0.1678	-0.2069	0.1093	0.4021	0.3981	-0.0312	0.3318	-0.16	0.3006	-0.203	0.7807
0.1952	0.0351	0.082	0.0468	0.1522	0.4411	-0.16	0.3045	0.5309	0.1366	0.6753	0.566	0.1757	-0.2225	0.1444	0.4099	0.4333	-0.0664	0.3708	-0.1718	0.3435	-0.1718	0.726
