"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.2238	0.8392	0.3719	-0.0197	1.4942	1.0663	-0.362	1.5402	1.4843	0.3423	0.2929	1.3033	1.0597	-0.1514	0.0494	0.1777	0.3094	0.3752	-0.2995	0.283	0.4147	0.6681	-0.2534
0.1843	0.859	0.3291	0.1415	1.4251	1.0038	-0.3159	1.4514	1.4119	0.3225	0.283	1.2473	0.9873	-0.1678	0.0165	0.1119	0.3357	0.3159	-0.1382	0.1349	0.4443	0.6549	-0.1152
0.1843	0.8458	0.3357	0.3554	1.3526	0.9511	-0.2073	1.3823	1.3823	0.339	0.2666	1.2407	0.9544	-0.1678	-0.0132	0.0889	0.3291	0.283	0.0132	0.0197	0.4575	0.6286	-0.0296
0.1975	0.7932	0.3225	0.5332	1.2704	0.9018	-0.079	1.2868	1.3033	0.3456	0.2666	1.2144	0.9215	-0.1777	-0.0362	0.0889	0.3324	0.2238	0.1547	-0.1086	0.5167	0.5759	0.023
0.1646	0.7076	0.2567	0.6747	1.1321	0.8261	-0.0033	1.1848	1.2309	0.3456	0.2435	1.1651	0.8853	-0.181	-0.0856	0.0625	0.3587	0.181	0.1843	-0.2271	0.4937	0.5299	0.0395
0.1448	0.6023	0.237	0.7899	0.9478	0.7734	0.0691	1.0762	1.1716	0.3456	0.2534	1.1223	0.8359	-0.1876	-0.0461	0.0823	0.3521	0.1218	0.1777	-0.3357	0.5529	0.4542	0.0263
0.0922	0.464	0.1909	0.8195	0.7964	0.6846	0.1053	0.9478	1.1058	0.3587	0.2468	1.0795	0.7997	-0.1975	-0.0625	0.0724	0.362	0.102	0.1415	-0.4015	0.5727	0.4081	0.023
0.079	0.3127	0.1251	0.78	0.5858	0.5529	0.0987	0.8096	0.9972	0.3127	0.2271	0.9808	0.7471	-0.204	-0.0724	0.1284	0.362	0.0691	0.0132	-0.4706	0.5694	0.3357	0.0099
0.0691	0.2403	0.0889	0.7208	0.4575	0.5167	0.0461	0.7339	0.9215	0.2863	0.2337	0.938	0.6911	-0.1942	-0.0987	0.1218	0.3587	0.0461	-0.1152	-0.5134	0.5661	0.2468	0.0395
0.0197	0.1547	0.0461	0.5792	0.3456	0.4476	0	0.6516	0.8327	0.2534	0.2501	0.8689	0.6352	-0.1876	-0.0954	0.1448	0.3357	0.0066	-0.2501	-0.5661	0.5299	0.1744	0.0856
0.0132	0.1448	0.0197	0.4937	0.2863	0.3949	-0.0658	0.599	0.7767	0.2139	0.2666	0.8491	0.6121	-0.1678	-0.1185	0.1876	0.3225	0.0165	-0.3225	-0.5825	0.5299	0.1053	0.1086
0.0066	0.0922	0.0132	0.4246	0.2008	0.362	-0.1152	0.543	0.6714	0.1843	0.2929	0.78	0.543	-0.1744	-0.1185	0.2403	0.3225	-0.0033	-0.3653	-0.6253	0.5134	0.0395	0.0954
-0.0132	0.0559	0.0033	0.3884	0.1185	0.2929	-0.1481	0.4904	0.6023	0.1349	0.3291	0.7405	0.5233	-0.1744	-0.1053	0.2765	0.3192	-0.0099	-0.362	-0.6089	0.5101	-0.0395	0.0658
-0.023	0.0132	-0.0165	0.3521	0.0592	0.2962	-0.1744	0.3884	0.5496	0.0724	0.3258	0.6846	0.5068	-0.181	-0.1415	0.2765	0.3456	-0.023	-0.3818	-0.6154	0.4772	-0.0954	-0.0263
-0.0197	-0.0494	-0.0099	0.3127	-0.0197	0.2337	-0.158	0.2666	0.5002	0.0559	0.3423	0.6483	0.4542	-0.1942	-0.1086	0.2896	0.3587	-0.0263	-0.3489	-0.6187	0.4311	-0.1547	-0.0889
-0.0527	-0.0987	-0.0296	0.2732	-0.0987	0.1942	-0.1777	0.1942	0.418	0.0033	0.3159	0.543	0.4081	-0.2106	-0.1053	0.2403	0.3785	-0.0592	-0.3554	-0.6516	0.4213	-0.2008	-0.1547
-0.0527	-0.0856	-0.0296	0.26	-0.1316	0.1711	-0.181	0.0889	0.3587	-0.0461	0.3061	0.5101	0.3752	-0.204	-0.1053	0.2139	0.3818	-0.0757	-0.3423	-0.6747	0.3851	-0.2238	-0.2403
-0.0527	-0.102	-0.0724	0.1942	-0.2139	0.1185	-0.2271	-0.0296	0.26	-0.1316	0.2435	0.4311	0.2896	-0.2073	-0.1547	0.1316	0.3982	-0.1251	-0.339	-0.7109	0.3489	-0.2337	-0.2863
-0.0954	-0.0658	-0.0757	0.1316	-0.2501	0.0658	-0.2995	-0.1382	0.1711	-0.2172	0.1876	0.3456	0.2468	-0.2106	-0.1646	0.0691	0.4081	-0.1646	-0.2666	-0.7142	0.2896	-0.2271	-0.3225
-0.1316	-0.0658	-0.1152	0.0494	-0.2929	0.0033	-0.4081	-0.2435	0.079	-0.3423	0.0823	0.2403	0.1448	-0.237	-0.1777	-0.0527	0.4509	-0.2337	-0.2008	-0.7306	0.2139	-0.2238	-0.3686
-0.181	-0.0494	-0.1613	-0.0757	-0.3752	-0.0691	-0.5299	-0.362	-0.0066	-0.4772	0.0066	0.1251	0.0494	-0.2567	-0.26	-0.1547	0.4772	-0.283	-0.0757	-0.7109	0.158	-0.1777	-0.3818
-0.2172	-0.0889	-0.2337	-0.2534	-0.4739	-0.1678	-0.6714	-0.497	-0.1185	-0.622	-0.1218	0.0132	-0.0691	-0.2633	-0.2567	-0.2633	0.5035	-0.3357	0.0856	-0.7142	0.0691	-0.1481	-0.3719
-0.3094	-0.0987	-0.3094	-0.4443	-0.5628	-0.2699	-0.8689	-0.599	-0.2501	-0.7932	-0.2139	-0.1152	-0.181	-0.2962	-0.3028	-0.3916	0.543	-0.3884	0.2073	-0.7076	0.0197	-0.0987	-0.3686
-0.3752	-0.1843	-0.4278	-0.6385	-0.6615	-0.3785	-1.0499	-0.6911	-0.3851	-0.961	-0.3258	-0.237	-0.283	-0.2962	-0.362	-0.52	0.5792	-0.4311	0.3456	-0.6582	-0.079	-0.0263	-0.362
-0.441	-0.2732	-0.4904	-0.8096	-0.7438	-0.4838	-1.2276	-0.7866	-0.4739	-1.1025	-0.441	-0.3423	-0.3752	-0.3225	-0.3884	-0.6286	0.622	-0.4805	0.4772	-0.6418	-0.158	0.0362	-0.3653
-0.497	-0.3357	-0.5727	-0.9478	-0.8294	-0.5562	-1.3526	-0.8623	-0.5759	-1.2111	-0.5628	-0.4509	-0.4509	-0.3554	-0.4377	-0.7175	0.6911	-0.5002	0.5891	-0.6023	-0.2633	0.0922	-0.3982
-0.543	-0.3357	-0.6089	-0.9643	-0.8557	-0.6187	-1.3856	-0.9248	-0.6451	-1.2704	-0.6549	-0.5101	-0.4937	-0.3916	-0.4575	-0.7701	0.7537	-0.5002	0.7208	-0.5661	-0.3061	0.1678	-0.4311
-0.5562	-0.3851	-0.6516	-0.9709	-0.9149	-0.678	-1.3757	-0.9742	-0.7076	-1.3066	-0.7208	-0.5891	-0.5167	-0.441	-0.4706	-0.803	0.8195	-0.5101	0.8919	-0.5365	-0.3785	0.2567	-0.4772
-0.5134	-0.3818	-0.6681	-0.9314	-0.9215	-0.6747	-1.2901	-0.9511	-0.7109	-1.2967	-0.7899	-0.6121	-0.5101	-0.464	-0.4608	-0.803	0.882	-0.4805	1.0564	-0.497	-0.4048	0.3094	-0.5397
-0.5035	-0.418	-0.6549	-0.8425	-0.9478	-0.6648	-1.1683	-0.9775	-0.7076	-1.2342	-0.8689	-0.6615	-0.4739	-0.4673	-0.4476	-0.78	0.9215	-0.4608	1.221	-0.4673	-0.441	0.3653	-0.5957
-0.4838	-0.4904	-0.6451	-0.724	-0.9906	-0.6615	-1.0202	-1.0104	-0.7471	-1.1651	-0.9281	-0.6977	-0.4443	-0.5002	-0.4246	-0.7306	0.9643	-0.4081	1.3658	-0.4542	-0.4608	0.3884	-0.6846
-0.418	-0.5068	-0.6121	-0.5397	-1.0466	-0.6549	-0.8294	-1.0564	-0.7372	-1.0499	-1.0137	-0.7471	-0.3949	-0.5134	-0.3554	-0.6681	0.9873	-0.3785	1.4678	-0.4147	-0.5068	0.3851	-0.7734
-0.3916	-0.543	-0.6089	-0.3949	-1.1256	-0.6648	-0.6385	-1.0828	-0.7504	-0.9643	-1.0696	-0.7635	-0.3521	-0.52	-0.3061	-0.5825	1.0038	-0.3587	1.5172	-0.4081	-0.5299	0.3851	-0.8656
-0.3456	-0.5957	-0.5727	-0.2403	-1.1749	-0.6747	-0.464	-1.1025	-0.7635	-0.8524	-1.1651	-0.7997	-0.3258	-0.52	-0.2337	-0.4904	1.0038	-0.3456	1.5172	-0.4015	-0.5694	0.3521	-0.9413
-0.3094	-0.6681	-0.543	-0.1843	-1.244	-0.6714	-0.3324	-1.119	-0.7964	-0.7701	-1.198	-0.8524	-0.2863	-0.5035	-0.1744	-0.441	0.9676	-0.3094	1.4382	-0.3949	-0.599	0.3587	-0.9873
-0.2501	-0.7504	-0.543	-0.1613	-1.2967	-0.6549	-0.1975	-1.1321	-0.7899	-0.6516	-1.2407	-0.8886	-0.2337	-0.4739	-0.1218	-0.3094	0.9116	-0.2633	1.2901	-0.3423	-0.599	0.3324	-0.9972
-0.2139	-0.8787	-0.5496	-0.1909	-1.3921	-0.6747	-0.0922	-1.1618	-0.803	-0.5727	-1.3	-0.938	-0.1975	-0.4377	-0.0592	-0.2468	0.8557	-0.237	1.0992	-0.3258	-0.6056	0.3192	-1.0104
-0.1975	-0.9939	-0.5595	-0.1975	-1.4481	-0.7043	-0.0132	-1.1552	-0.8327	-0.4805	-1.3526	-0.9709	-0.1843	-0.3949	0	-0.1646	0.7701	-0.2139	0.8359	-0.339	-0.6319	0.2896	-0.9742
-0.1777	-1.1058	-0.599	-0.2468	-1.5205	-0.7175	0.0362	-1.1716	-0.8557	-0.3851	-1.3987	-1.0301	-0.1646	-0.3489	0.0395	-0.0954	0.678	-0.1843	0.5134	-0.3159	-0.6747	0.26	-0.9775
-0.181	-1.1881	-0.5792	-0.2765	-1.4942	-0.7142	0.1152	-1.1651	-0.8623	-0.3258	-1.3757	-1.0663	-0.1415	-0.2863	0.1053	0.0165	0.5529	-0.1547	0.1876	-0.2896	-0.724	0.1876	-0.9314
-0.1547	-1.2375	-0.5792	-0.3159	-1.4909	-0.724	0.1481	-1.1387	-0.8919	-0.2732	-1.4086	-1.1058	-0.1119	-0.2205	0.1547	0.0889	0.4147	-0.1415	-0.1646	-0.2666	-0.7438	0.1382	-0.8919
-0.1646	-1.2473	-0.5924	-0.3785	-1.4547	-0.7273	0.2008	-1.0597	-0.8985	-0.1909	-1.3954	-1.1519	-0.0889	-0.1481	0.1711	0.1514	0.2863	-0.079	-0.5365	-0.204	-0.8327	0.0691	-0.8162
-0.1284	-1.2243	-0.5529	-0.362	-1.3625	-0.7208	0.2633	-0.9808	-0.882	-0.1086	-1.3329	-1.1651	-0.0592	-0.0724	0.2205	0.2534	0.1481	-0.0527	-0.8886	-0.1547	-0.8327	0.0033	-0.7076
-0.1284	-1.1651	-0.5397	-0.3554	-1.2243	-0.7043	0.3192	-0.8524	-0.8458	-0.0066	-1.2309	-1.1223	-0.0165	-0.0165	0.2534	0.3061	-0.0033	-0.0263	-1.1749	-0.0658	-0.8096	-0.0592	-0.5825
-0.0922	-1.0696	-0.4838	-0.339	-1.0926	-0.6451	0.4246	-0.7208	-0.8261	0.1119	-1.1354	-1.0762	0.0197	0.079	0.3159	0.3653	-0.1711	0.0494	-1.4251	0.0197	-0.7504	-0.0922	-0.4509
-0.079	-1.0038	-0.4344	-0.3258	-0.9544	-0.5792	0.4673	-0.5825	-0.7635	0.2337	-1.0071	-1.0268	0.0658	0.1613	0.339	0.4081	-0.3225	0.0987	-1.5995	0.1086	-0.7142	-0.1119	-0.2995
-0.0461	-0.9314	-0.4147	-0.3324	-0.8689	-0.5694	0.464	-0.4608	-0.7076	0.3094	-0.882	-0.9873	0.1119	0.2304	0.3653	0.4311	-0.4739	0.1678	-1.7147	0.1876	-0.6714	-0.1284	-0.1646
-0.0592	-0.9116	-0.3949	-0.3752	-0.8129	-0.5496	0.4476	-0.3916	-0.7043	0.3521	-0.7964	-0.9413	0.1251	0.3028	0.3785	0.4246	-0.599	0.2073	-1.8134	0.2732	-0.6056	-0.1251	-0.0461
-0.0625	-0.8919	-0.3785	-0.4377	-0.7734	-0.5661	0.418	-0.3653	-0.6681	0.3719	-0.701	-0.9018	0.1152	0.3554	0.3456	0.4311	-0.7142	0.204	-1.8562	0.3028	-0.5496	-0.0922	0.0856
-0.0691	-0.8919	-0.3719	-0.4575	-0.7175	-0.5496	0.3521	-0.3192	-0.622	0.418	-0.6121	-0.8557	0.1053	0.3982	0.3686	0.3752	-0.8129	0.2139	-1.8364	0.3587	-0.5068	-0.0527	0.1777
-0.102	-0.8952	-0.3785	-0.4772	-0.7076	-0.5397	0.3291	-0.2896	-0.5957	0.4081	-0.5529	-0.8096	0.0856	0.4311	0.3159	0.3423	-0.8787	0.2106	-1.8364	0.3587	-0.4542	-0.0066	0.2666
-0.0823	-0.9149	-0.339	-0.4542	-0.6681	-0.5134	0.3094	-0.2797	-0.5463	0.4311	-0.4476	-0.7372	0.0823	0.4706	0.3159	0.3094	-0.938	0.237	-1.7443	0.3785	-0.3949	0.0428	0.3258
-0.0757	-0.9116	-0.2962	-0.4706	-0.6418	-0.4443	0.3094	-0.2435	-0.4904	0.4542	-0.3653	-0.6681	0.0954	0.4904	0.2962	0.26	-0.984	0.2435	-1.6554	0.4081	-0.3324	0.102	0.3949
-0.1053	-0.9347	-0.3061	-0.5035	-0.6121	-0.4608	0.2468	-0.2633	-0.4509	0.4344	-0.2962	-0.622	0.079	0.4871	0.2666	0.1777	-0.9939	0.2468	-1.5271	0.4377	-0.2797	0.1711	0.5035
-0.1382	-0.9215	-0.2699	-0.5332	-0.5463	-0.4081	0.204	-0.2008	-0.3719	0.441	-0.1777	-0.5134	0.0823	0.5101	0.2699	0.1284	-1.0433	0.2403	-1.3329	0.4608	-0.1942	0.2238	0.5792
