"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
-0.6253	-0.2139	-0.2732	-0.3587	-0.3225	-0.4278	-0.7142	-1.2572	-0.8721	-1.5567	-1.1585	-1.1321	-1.7377	0.5068	-0.0099	0.4608	-0.9873	-0.8689	-1.504	-0.4805	-1.2506	-3.4754	1.4481
-0.5792	-0.0856	-0.2633	-0.4213	-0.2008	-0.4739	-0.7767	-1.1387	-0.9676	-1.5666	-1.0926	-1.2638	-1.7805	0.4575	-0.0329	0.4904	-0.8919	-0.8985	-1.3823	-0.5167	-1.1289	-3.5577	1.3461
-0.5365	-0.0066	-0.2403	-0.4838	-0.0724	-0.543	-0.8162	-1.0268	-1.0696	-1.6456	-1.0466	-1.3625	-1.8299	0.4015	-0.0691	0.4772	-0.7899	-0.9347	-1.3099	-0.5628	-1.0235	-3.6202	1.2539
-0.4377	0.0856	-0.1942	-0.5299	0.0559	-0.5792	-0.8623	-0.9413	-1.1651	-1.7048	-1.0202	-1.4613	-1.8463	0.3719	-0.0691	0.5233	-0.701	-0.9215	-1.244	-0.6023	-0.8952	-3.7058	1.1387
-0.4147	0.1777	-0.1843	-0.6319	0.1711	-0.622	-0.9083	-0.8129	-1.244	-1.7245	-0.9511	-1.5139	-1.8496	0.3127	-0.0987	0.5035	-0.5924	-0.9116	-1.1453	-0.6483	-0.7339	-3.7288	1.0071
-0.3423	0.2929	-0.1744	-0.6813	0.3094	-0.622	-0.9314	-0.6846	-1.2835	-1.741	-0.8458	-1.56	-1.8167	0.2403	-0.1349	0.4772	-0.4772	-0.9051	-1.04	-0.6878	-0.5858	-3.7387	0.8886
-0.2797	0.3785	-0.1448	-0.7767	0.4246	-0.6352	-0.9873	-0.5397	-1.3099	-1.7509	-0.7306	-1.5732	-1.7937	0.1876	-0.1711	0.4114	-0.3521	-0.8919	-0.9149	-0.701	-0.4015	-3.7058	0.7701
-0.1646	0.4904	-0.0724	-0.859	0.5694	-0.6089	-1.017	-0.362	-1.3066	-1.7344	-0.5792	-1.5732	-1.7081	0.1316	-0.1481	0.3686	-0.2567	-0.8261	-0.757	-0.7142	-0.1646	-3.64	0.6483
-0.0757	0.599	0.0165	-0.938	0.7306	-0.5496	-1.0334	-0.1777	-1.2605	-1.6818	-0.4015	-1.5172	-1.6291	0.0757	-0.1547	0.2962	-0.1448	-0.7602	-0.5694	-0.7438	0.0559	-3.5215	0.543
0.0625	0.7142	0.0922	-0.9742	0.8886	-0.4904	-1.0861	0.0296	-1.198	-1.6225	-0.2238	-1.4415	-1.5435	0.0263	-0.1711	0.2172	-0.0329	-0.7175	-0.3916	-0.7767	0.3028	-3.3602	0.4608
0.1547	0.8063	0.1646	-1.0301	1.0005	-0.3949	-1.1223	0.2271	-1.1321	-1.5929	-0.0329	-1.3329	-1.4283	-0.0296	-0.1678	0.1152	0.0889	-0.6681	-0.2205	-0.8063	0.5595	-3.1759	0.418
0.2929	0.9083	0.2633	-1.0926	1.1683	-0.2962	-1.1256	0.4311	-1.0202	-1.5304	0.1646	-1.2177	-1.3164	-0.0987	-0.1711	0.0296	0.1975	-0.6418	-0.0428	-0.8294	0.8162	-2.9587	0.3653
0.3949	0.9676	0.3258	-1.1256	1.2605	-0.2205	-1.1552	0.6089	-0.961	-1.458	0.3521	-1.0861	-1.2407	-0.158	-0.2139	-0.102	0.3258	-0.6385	0.1119	-0.8787	1.0202	-2.7053	0.3489
0.5167	0.9906	0.4081	-1.1453	1.3888	-0.1251	-1.1683	0.7635	-0.8425	-1.4448	0.5266	-0.9808	-1.142	-0.2106	-0.1876	-0.1876	0.4246	-0.6089	0.2435	-0.8985	1.2276	-2.4585	0.2995
0.6187	1.04	0.4739	-1.1157	1.4777	-0.0296	-1.1914	0.9413	-0.7175	-1.3559	0.6846	-0.8327	-1.0433	-0.2699	-0.1514	-0.2666	0.5332	-0.599	0.3851	-0.938	1.3856	-2.2083	0.2633
0.757	1.0268	0.5858	-1.0532	1.5567	0.1053	-1.198	1.0861	-0.5957	-1.2868	0.8162	-0.7076	-0.9281	-0.3094	-0.1119	-0.3456	0.622	-0.5891	0.4838	-0.9808	1.5106	-1.9516	0.2403
0.803	1.0104	0.6023	-1.0202	1.583	0.204	-1.1914	1.2342	-0.4706	-1.2078	0.938	-0.5759	-0.8557	-0.3423	-0.0954	-0.4114	0.701	-0.5595	0.5661	-0.9873	1.6061	-1.7048	0.2172
