"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.7147	1.1722	0.888	0.4656	1.2047	0.9854	0.666	0.9746	0.9475	0.8392	0.9611	0.7959	0.6227	-0.2626	0.49	0.3709	0.5062	0.1272	0.7607	-0.0298	0.9611	-1.6676	-1.1803
0.7337	1.202	0.8988	0.4711	1.2209	0.9529	0.6606	0.9935	0.9232	0.8311	0.9421	0.7878	0.6172	-0.2788	0.601	0.4061	0.5387	0.1002	0.7526	-0.0217	0.98	-1.6027	-1.1722
0.7553	1.1776	0.9204	0.4738	1.2155	0.9556	0.6497	0.9854	0.9096	0.8176	0.8934	0.7607	0.582	-0.2734	0.6903	0.4629	0.5658	0.0893	0.7309	-0.0325	0.9881	-1.5431	-1.156
0.7526	1.1668	0.9421	0.4927	1.2155	0.915	0.6579	0.98	0.8717	0.7932	0.8744	0.7228	0.5929	-0.2978	0.7716	0.4819	0.5766	0.0812	0.7309	-0.0217	1.0071	-1.4944	-1.1343
0.7688	1.1451	0.8988	0.4846	1.1695	0.8853	0.6524	0.9313	0.8203	0.7743	0.8474	0.693	0.5604	-0.2951	0.8338	0.4873	0.5739	0.0893	0.7147	0	0.9665	-1.4673	-1.1018
0.7526	1.0937	0.8907	0.4765	1.1154	0.8257	0.6254	0.9123	0.7878	0.7688	0.823	0.6497	0.5333	-0.2734	0.9123	0.4981	0.5496	0.092	0.7039	0.0298	0.9638	-1.4511	-1.0721
0.7255	1.0017	0.8284	0.4629	1.0396	0.7716	0.6254	0.8419	0.7445	0.7526	0.7716	0.6118	0.5279	-0.2653	0.9204	0.4927	0.5279	0.1191	0.6903	0.0541	0.9556	-1.4402	-1.0314
0.6849	0.915	0.7959	0.4196	0.9935	0.6985	0.5983	0.7986	0.666	0.7066	0.6985	0.5469	0.5171	-0.2491	0.9367	0.5008	0.5035	0.1299	0.6579	0.0839	0.915	-1.4348	-0.9665
0.666	0.8474	0.7391	0.4088	0.9042	0.6145	0.5685	0.7228	0.5604	0.6579	0.6443	0.4981	0.4765	-0.2328	0.9069	0.4521	0.4738	0.1489	0.6118	0.0731	0.8717	-1.4429	-0.9096
0.6037	0.7337	0.6551	0.3601	0.7986	0.5279	0.5144	0.6443	0.4819	0.6335	0.5739	0.4332	0.4548	-0.2355	0.8961	0.3953	0.4575	0.1354	0.601	0.0839	0.8284	-1.4565	-0.8419
