"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
0.4071	0.6035	0.8999	0.8	0.775	0.7857	-0.1786	0.3321	0.675	-0.475	0.275	0.3964	-0.3036	-0.0607	-0.4178	-0.6964	0.1	-0.2214	-0.0143	-0.6464	0.2036
0.4535	0.6071	0.9035	0.8714	0.7892	0.8642	-0.1786	0.3607	0.7071	-0.4035	0.3535	0.4357	-0.25	-0.0786	-0.4143	-0.6392	0.1393	-0.1607	0.0643	-0.6214	0.2928
0.4607	0.6357	0.9535	0.9499	0.8107	0.8999	-0.1571	0.4143	0.7	-0.3428	0.3857	0.4607	-0.2036	-0.1071	-0.4178	-0.6785	0.2071	-0.1286	0.1393	-0.5714	0.3571
0.4821	0.6642	0.9535	0.9571	0.8249	0.9571	-0.1357	0.4678	0.7464	-0.2893	0.4535	0.4893	-0.1607	-0.1321	-0.4035	-0.6785	0.2536	-0.0607	0.2286	-0.5357	0.4321
0.5	0.65	0.9392	0.9249	0.8428	0.9749	-0.1178	0.5	0.7571	-0.2393	0.4964	0.5107	-0.1286	-0.1714	-0.4	-0.6535	0.2928	-0.025	0.2821	-0.5107	0.5178
0.4643	0.6571	0.9285	0.8464	0.8214	1.0071	-0.1393	0.5107	0.7678	-0.1857	0.5535	0.5	-0.1	-0.175	-0.4214	-0.675	0.3143	0.0286	0.3607	-0.4643	0.5821
0.4321	0.625	0.8964	0.7714	0.8107	1.0035	-0.15	0.5607	0.7535	-0.1643	0.5535	0.5143	-0.0393	-0.1536	-0.4107	-0.6857	0.2928	0.0536	0.3893	-0.4107	0.6285
0.4035	0.5964	0.8392	0.6785	0.7892	0.9964	-0.1607	0.55	0.7642	-0.125	0.5678	0.5393	-0.025	-0.1571	-0.4357	-0.7142	0.2857	0.0679	0.4357	-0.3785	0.6785
0.3714	0.5928	0.7892	0.5821	0.7678	0.9928	-0.1607	0.5643	0.7642	-0.0643	0.5785	0.5643	0.0179	-0.15	-0.4821	-0.7142	0.3	0.1143	0.4607	-0.3036	0.7178
0.3678	0.5357	0.7321	0.5178	0.7535	0.9821	-0.1357	0.6035	0.7642	-0.0036	0.6357	0.5714	0.0857	-0.1536	-0.4571	-0.7178	0.3036	0.175	0.5071	-0.2393	0.8
0.3643	0.5178	0.7071	0.4285	0.7285	1.0071	-0.0679	0.65	0.7928	0.1036	0.7	0.6321	0.1857	-0.1786	-0.4607	-0.6964	0.3357	0.2143	0.5821	-0.125	0.9107
0.3428	0.5357	0.6928	0.375	0.7214	1.0035	-0.0464	0.6785	0.8249	0.2071	0.7535	0.6928	0.2607	-0.2	-0.4571	-0.6535	0.3857	0.2643	0.6285	-0.025	0.9928
0.3321	0.5178	0.6821	0.3286	0.7	1.0142	0.0179	0.7321	0.8535	0.3036	0.7892	0.7107	0.3535	-0.2357	-0.4107	-0.5928	0.4643	0.3321	0.6714	0.0786	1.0499
0.3464	0.4964	0.6607	0.2893	0.7142	1.0249	0.1107	0.7642	0.8857	0.4178	0.8428	0.7607	0.4214	-0.2786	-0.3893	-0.5643	0.525	0.3714	0.725	0.1571	1.1142
0.35	0.45	0.6107	0.2571	0.6321	0.9928	0.1821	0.7464	0.8964	0.4785	0.8499	0.8	0.4964	-0.3036	-0.3821	-0.5071	0.6	0.3964	0.7071	0.2178	1.1606
0.3107	0.425	0.575	0.2393	0.6035	0.9714	0.2678	0.7428	0.8928	0.5428	0.8571	0.8	0.525	-0.3428	-0.3821	-0.5	0.675	0.3928	0.6928	0.2857	1.1928
0.3286	0.3928	0.5607	0.2214	0.5571	0.9285	0.3535	0.7392	0.8821	0.5964	0.8714	0.8535	0.5714	-0.3678	-0.3785	-0.4357	0.7071	0.375	0.7	0.35	1.2464
0.2964	0.3607	0.5035	0.1786	0.5071	0.8428	0.3964	0.7464	0.8571	0.625	0.8392	0.8178	0.5857	-0.3821	-0.3893	-0.4321	0.7464	0.3428	0.6607	0.3857	1.2214
0.2786	0.3143	0.45	0.1321	0.4464	0.7928	0.4178	0.7357	0.8285	0.6285	0.8357	0.7928	0.575	-0.4035	-0.4071	-0.4071	0.7892	0.3143	0.5964	0.4035	1.2214
0.2643	0.275	0.4035	0.0679	0.375	0.7321	0.4107	0.7107	0.7928	0.6178	0.8142	0.75	0.5714	-0.3893	-0.3964	-0.4143	0.7821	0.2821	0.5428	0.4107	1.2142
0.2714	0.2321	0.3678	0.0179	0.3143	0.675	0.4393	0.6928	0.7214	0.6071	0.8035	0.7035	0.5285	-0.3785	-0.3678	-0.3964	0.75	0.2357	0.5071	0.4178	1.1999
0.2357	0.175	0.3036	-0.0821	0.2428	0.6	0.4143	0.65	0.6678	0.5535	0.7607	0.6821	0.5035	-0.3428	-0.375	-0.3643	0.6892	0.2036	0.4393	0.3928	1.1464
0.1786	0.125	0.2393	-0.1643	0.1678	0.4785	0.3643	0.5821	0.575	0.4785	0.6857	0.5714	0.4321	-0.3071	-0.4178	-0.3857	0.6142	0.1214	0.3607	0.35	1.0642
0.1678	0.0821	0.1714	-0.2178	0.1036	0.4	0.3	0.5143	0.4964	0.4285	0.6321	0.5178	0.3893	-0.2536	-0.4	-0.3714	0.4893	0.1036	0.3	0.3107	1.0035
0.1678	0.0536	0.1393	-0.3036	0.0714	0.3214	0.2607	0.475	0.4107	0.35	0.5964	0.4535	0.3571	-0.1786	-0.4107	-0.3214	0.3571	0.0679	0.2393	0.2714	0.9392
0.15	0.0321	0.1428	-0.3321	0.0214	0.2678	0.1893	0.4428	0.3393	0.2857	0.55	0.425	0.2928	-0.0929	-0.3821	-0.2893	0.1857	0.0464	0.2107	0.2678	0.8714
0.1607	-0.0107	0.0893	-0.325	-0.0214	0.1928	0.1678	0.4107	0.2857	0.2464	0.475	0.3643	0.2571	-0.0107	-0.3607	-0.275	0.0357	0.0286	0.1393	0.2321	0.8071
0.1357	-0.0071	0.0714	-0.325	-0.0393	0.1571	0.1178	0.3607	0.2214	0.1928	0.4214	0.325	0.2143	0.05	-0.3535	-0.2571	-0.0929	-0.0107	0.1036	0.2071	0.7428
0.1464	0.0179	0.0714	-0.2857	-0.0464	0.1107	0.1071	0.3357	0.2071	0.1857	0.4035	0.2857	0.2071	0.1071	-0.375	-0.25	-0.2107	-0.0143	0.0964	0.1714	0.6928
0.1357	-0.0179	0.0357	-0.2464	-0.05	0.075	0.0964	0.3178	0.1357	0.1214	0.3571	0.2607	0.1821	0.1643	-0.3678	-0.2357	-0.3071	-0.0571	0.0607	0.1714	0.6214
0.1607	-0.0179	0.0286	-0.1964	-0.0607	0.0607	0.0857	0.275	0.1036	0.075	0.3571	0.225	0.1678	0.1928	-0.3214	-0.2178	-0.3928	-0.0893	0.0643	0.1321	0.5857
0.1893	-0.0107	0.0607	-0.1714	-0.0464	0.05	0.0714	0.2607	0.0821	0.05	0.3393	0.2143	0.1428	0.2321	-0.2857	-0.1678	-0.475	-0.1071	0.075	0.0964	0.55
0.1821	-0.0036	0.0571	-0.1321	-0.025	0.0536	0.0643	0.2643	0.075	0.0429	0.3321	0.1893	0.1357	0.2821	-0.3071	-0.15	-0.5643	-0.125	0.0964	0.0821	0.5214
0.1893	0.0464	0.0821	-0.0929	0	0.0571	0.0714	0.2607	0.075	0.0321	0.35	0.2143	0.1393	0.325	-0.2464	-0.0857	-0.6392	-0.1107	0.1607	0.0679	0.525
0.1928	0.0607	0.0929	-0.0714	0.0643	0.0536	0.0643	0.2964	0.1	0.0321	0.35	0.2214	0.1643	0.3464	-0.2357	-0.0214	-0.6892	-0.0964	0.2071	0.0607	0.5321
0.2714	0.1286	0.1464	-0.0107	0.1286	0.1107	0.1036	0.3607	0.1464	0.0464	0.4071	0.2607	0.2036	0.3714	-0.1428	0.0929	-0.7428	-0.0571	0.275	0.0607	0.5285
0.325	0.1678	0.2321	0.0786	0.1786	0.1464	0.1286	0.4178	0.1821	0.0893	0.4643	0.325	0.2607	0.3785	-0.0964	0.2178	-0.7714	-0.0071	0.3535	0.1107	0.575
0.3928	0.2678	0.3143	0.1714	0.2786	0.2	0.1893	0.45	0.2536	0.1714	0.5214	0.3714	0.3321	0.3964	0.0036	0.35	-0.7928	0.0607	0.4535	0.1393	0.6214
0.4928	0.3678	0.4178	0.2821	0.3928	0.3071	0.2857	0.5357	0.3464	0.2321	0.5785	0.4428	0.4143	0.3857	0.0929	0.4893	-0.7964	0.1357	0.5535	0.15	0.6535
0.5928	0.4535	0.5535	0.4607	0.5071	0.4107	0.4214	0.5964	0.45	0.3178	0.6214	0.5107	0.5107	0.3857	0.2214	0.6285	-0.8	0.2214	0.6464	0.2464	0.6857
0.7	0.5285	0.6392	0.5821	0.5785	0.4678	0.5035	0.6464	0.5107	0.3964	0.6571	0.575	0.5964	0.3893	0.2964	0.7285	-0.7821	0.3357	0.7142	0.3321	0.6964
0.8214	0.6357	0.7571	0.7607	0.6785	0.5607	0.6321	0.6964	0.6035	0.5143	0.7321	0.6392	0.7	0.3785	0.3607	0.8678	-0.75	0.4428	0.8	0.4214	0.7178
0.9107	0.7214	0.8642	0.9321	0.75	0.6642	0.7535	0.7642	0.6892	0.6178	0.775	0.7071	0.7821	0.3393	0.4535	0.9357	-0.675	0.5571	0.8464	0.475	0.7321
0.9642	0.7785	0.9535	1.0678	0.8071	0.7285	0.8642	0.8142	0.725	0.7178	0.7928	0.7357	0.8285	0.2786	0.5035	1.0035	-0.5643	0.6392	0.8928	0.5464	0.725
1.0249	0.8428	1.0285	1.2106	0.8499	0.8249	0.9428	0.8285	0.7785	0.7821	0.7857	0.7678	0.8999	0.1964	0.5535	1.0678	-0.4143	0.7178	0.9142	0.5821	0.7428
1.0785	0.8749	1.0749	1.3213	0.9071	0.8535	1.0535	0.8285	0.8285	0.8607	0.7857	0.7964	0.9285	0.1178	0.5821	1.0999	-0.25	0.7821	0.8999	0.5964	0.7285
1.0964	0.8857	1.1071	1.4035	0.9035	0.8571	1.0821	0.8214	0.8285	0.9142	0.7607	0.7928	0.9499	0.025	0.6107	1.0928	-0.0571	0.8178	0.8607	0.5821	0.7
1.0964	0.8535	1.1071	1.4213	0.8964	0.8464	1.1035	0.8	0.8214	0.9464	0.7178	0.7535	0.9464	-0.0786	0.625	1.0535	0.1464	0.8464	0.8249	0.6	0.6178
1.0642	0.8607	1.0964	1.3856	0.8642	0.8249	1.1071	0.775	0.8071	0.9535	0.6821	0.7214	0.9535	-0.2	0.6071	0.9928	0.35	0.8357	0.7571	0.5964	0.5678
