"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"
-0.842	-0.0578	-0.3467	-0.1899	0.4678	0.432	0.3962	1.2107	1.4363	0.7539	1.6922	1.8188	1.362	-0.454	0.1018	0.9053	0.908	-0.2586	1.1722	0.0963	1.6785
-0.6136	0.1733	-0.1128	0.0275	0.6411	0.6246	0.5751	1.34	1.6097	0.8888	1.794	1.9068	1.4391	-0.4678	0.1376	1.3098	0.9273	-0.1816	1.2437	0.1568	1.728
-0.3907	0.3935	0.1128	0.2311	0.8145	0.8255	0.7512	1.4693	1.7445	1.0126	1.8683	2.0169	1.5244	-0.465	0.2119	1.6399	0.9328	-0.0853	1.2905	0.2779	1.728
-0.1789	0.5888	0.3439	0.41	0.9906	0.9906	0.8943	1.5932	1.8876	1.1254	1.9756	2.1435	1.6344	-0.4678	0.2311	1.9399	0.9438	-0.0028	1.3345	0.3522	1.7528
0.0083	0.7732	0.5366	0.6081	1.1502	1.1639	1.0346	1.6785	2.0279	1.2822	2.0582	2.2343	1.717	-0.4678	0.2036	2.1242	0.9383	0.0991	1.3868	0.4265	1.7775
0.1926	0.952	0.7292	0.8062	1.2822	1.3483	1.2052	1.794	2.1572	1.4061	2.1627	2.3416	1.7995	-0.4595	0.1403	2.215	0.9245	0.2036	1.4033	0.509	1.783
0.355	1.1006	0.9053	0.9465	1.4473	1.4941	1.3483	1.8876	2.3058	1.5244	2.2425	2.4324	1.9041	-0.4458	0.1101	2.2646	0.8998	0.2917	1.4391	0.5916	1.805
0.4458	1.1887	1.0373	1.0401	1.5381	1.6262	1.4391	1.9509	2.4104	1.6152	2.3031	2.5122	1.9591	-0.4348	-0.011	2.193	0.897	0.3687	1.4666	0.6219	1.7995
0.5145	1.285	1.1502	1.1419	1.6097	1.7335	1.5161	2.0114	2.5122	1.7252	2.3554	2.592	2.0307	-0.4265	-0.0991	2.0279	0.875	0.4595	1.4501	0.6549	1.7775
0.6274	1.3538	1.241	1.2575	1.695	1.8518	1.6262	2.0692	2.5975	1.7995	2.4434	2.658	2.0774	-0.4127	-0.2421	1.8326	0.8447	0.5338	1.4638	0.7127	1.783
0.6384	1.4033	1.34	1.3235	1.7775	1.9426	1.7115	2.1325	2.6883	1.8793	2.4792	2.7021	2.1242	-0.3907	-0.3825	1.5436	0.8062	0.5888	1.4611	0.7017	1.7638
0.6439	1.3868	1.3703	1.3483	1.794	1.9811	1.761	2.1462	2.7351	1.9041	2.4819	2.7406	2.1325	-0.3577	-0.5751	1.1997	0.7484	0.6356	1.4336	0.7182	1.7418
0.6219	1.3565	1.3978	1.3896	1.805	2.0334	1.7913	2.1545	2.7516	1.9234	2.4902	2.7323	2.1215	-0.3467	-0.7732	0.7842	0.7044	0.6576	1.3785	0.6906	1.7032
0.5806	1.2877	1.3785	1.3896	1.805	2.0609	1.8023	2.1325	2.7598	1.9509	2.4902	2.7708	2.1325	-0.2889	-0.908	0.3577	0.6219	0.6521	1.329	0.6741	1.6372
0.5338	1.2382	1.3813	1.3978	1.7693	2.0472	1.8023	2.1077	2.7598	1.9564	2.4599	2.7571	2.1105	-0.2449	-1.0759	-0.0963	0.52	0.6356	1.296	0.6246	1.5794
0.421	1.1337	1.318	1.3538	1.6922	1.9949	1.7528	2.0664	2.7158	1.8986	2.4131	2.7048	2.0527	-0.2146	-1.263	-0.6191	0.4623	0.6053	1.1969	0.5613	1.4886
0.3247	1.0429	1.241	1.2877	1.651	1.9646	1.7032	1.9921	2.6718	1.8518	2.3086	2.6305	1.9784	-0.1816	-1.4473	-1.0924	0.3715	0.5476	1.1116	0.4705	1.4226
0.2091	0.9245	1.1667	1.2245	1.5712	1.9041	1.6427	1.9179	2.6085	1.7693	2.248	2.5837	1.8958	-0.1238	-1.5464	-1.5381	0.2697	0.4843	1.0071	0.3715	1.296
0.1073	0.8035	1.0951	1.1667	1.4941	1.8298	1.5822	1.8408	2.4902	1.7115	2.1187	2.4792	1.8215	-0.0633	-1.6592	-1.9344	0.1651	0.421	0.8778	0.2999	1.1722
0.0083	0.7209	1.0126	1.0924	1.4198	1.7775	1.5106	1.772	2.4076	1.6482	2.0142	2.3911	1.7363	-0.011	-1.739	-2.2508	0.055	0.3522	0.7815	0.2284	1.0621
