"FZ"	"FC3"	"FCZ"	"FC4"	"C3"	"CZ"	"C4"	"CP3"	"CPZ"	"CP4"	"P3"	"PZ"	"P4"	"OZ"	"FP1"	"FP2"	"A2"	"P8"	"TP7"	"TP8"	"P7"	"VEOG"	"HEOG"
0.7824	0.9881	1.3401	1.6514	1.1966	1.8165	1.4619	1.0612	1.5106	1.3942	0.9529	1.3563	0.999	0.3736	1.1018	0.3465	-0.7337	1.3482	0.1976	0.9367	0.5793	-0.9665	0.7878
0.758	0.9665	1.3184	1.6352	1.1614	1.7759	1.4429	1.0152	1.4673	1.3644	0.9123	1.3509	0.9584	0.379	1.0612	0.2139	-0.7607	1.2697	0.157	0.9069	0.5279	-0.8555	0.7851
0.7391	0.9367	1.3022	1.6108	1.1479	1.7597	1.4213	0.9854	1.4267	1.3292	0.8961	1.3292	0.9475	0.3898	1.026	0.0866	-0.7824	1.2101	0.0812	0.8392	0.4683	-0.7661	0.7824
0.6876	0.9069	1.2372	1.5593	1.0802	1.6703	1.3617	0.9502	1.3563	1.2534	0.8609	1.2805	0.8853	0.3925	0.9286	-0.0541	-0.7824	1.1289	-0.046	0.7905	0.4359	-0.6335	0.7607
0.6443	0.8528	1.202	1.4944	1.0612	1.6135	1.3401	0.8853	1.3157	1.2047	0.823	1.2534	0.8257	0.3925	0.8474	-0.1976	-0.7905	1.0342	-0.1516	0.7337	0.398	-0.509	0.7174
0.5902	0.8067	1.11	1.4077	1.0098	1.5593	1.2318	0.8176	1.2155	1.1127	0.7824	1.1776	0.7607	0.3898	0.7309	-0.3546	-0.7661	0.9313	-0.2978	0.6335	0.3086	-0.3898	0.6849
0.5144	0.7959	1.026	1.3455	0.9665	1.4565	1.1614	0.7851	1.1235	1.0477	0.7201	1.137	0.6903	0.3763	0.6443	-0.509	-0.7499	0.8528	-0.4088	0.5793	0.2734	-0.287	0.6741
0.4494	0.7309	0.9502	1.2264	0.9313	1.359	1.0991	0.7472	1.0585	0.9313	0.6687	1.0802	0.6064	0.3628	0.5252	-0.647	-0.7147	0.7418	-0.4792	0.5035	0.2355	-0.1841	0.6308
0.4088	0.6714	0.8744	1.156	0.8798	1.2778	1.0017	0.6985	0.9665	0.8501	0.647	1.026	0.5279	0.3303	0.4304	-0.7526	-0.6741	0.6227	-0.536	0.3953	0.2247	-0.1029	0.5902
0.3655	0.6606	0.8095	1.0612	0.8609	1.1993	0.9286	0.6714	0.888	0.7797	0.6037	0.9638	0.4494	0.314	0.3195	-0.8365	-0.6118	0.5062	-0.5604	0.314	0.1949	-0.0352	0.5577
