"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Fix"
47	"BF"	"Cz"	0.033776446969697	"Black"	"fore"
47	"WE"	"Cz"	-0.787063545454545	"White"	"eyes"
47	"WF"	"Cz"	1.6282471969697	"White"	"fore"
48	"BE"	"Cz"	-2.3240026969697	"Black"	"eyes"
48	"BF"	"Cz"	-2.08255313636364	"Black"	"fore"
48	"WE"	"Cz"	-0.90799246969697	"White"	"eyes"
48	"WF"	"Cz"	-1.88118386363636	"White"	"fore"
49	"BE"	"Cz"	-0.176592951515152	"Black"	"eyes"
49	"BF"	"Cz"	0.0815948439393939	"Black"	"fore"
49	"WE"	"Cz"	-0.307623833333333	"White"	"eyes"
49	"WF"	"Cz"	-0.0549622454545455	"White"	"fore"
50	"BE"	"Cz"	4.17672090909091	"Black"	"eyes"
50	"BF"	"Cz"	2.43252407575758	"Black"	"fore"
50	"WE"	"Cz"	2.66414625757576	"White"	"eyes"
50	"WF"	"Cz"	2.24684983333333	"White"	"fore"
51	"BE"	"Cz"	-0.617668166666667	"Black"	"eyes"
51	"BF"	"Cz"	-0.449977287878788	"Black"	"fore"
51	"WE"	"Cz"	-0.682843121212121	"White"	"eyes"
51	"WF"	"Cz"	-0.400450454545455	"White"	"fore"
52	"BE"	"Cz"	-2.15456937878788	"Black"	"eyes"
52	"BF"	"Cz"	0.435220742424242	"Black"	"fore"
52	"WE"	"Cz"	-1.25580448484848	"White"	"eyes"
52	"WF"	"Cz"	-2.24507945454545	"White"	"fore"
53	"BE"	"Cz"	-1.47449886363636	"Black"	"eyes"
53	"BF"	"Cz"	0.0317656090909091	"Black"	"fore"
53	"WE"	"Cz"	-2.38195815151515	"White"	"eyes"
53	"WF"	"Cz"	0.191433563636364	"White"	"fore"
54	"BE"	"Cz"	4.41902151515152	"Black"	"eyes"
54	"BF"	"Cz"	2.21925172727273	"Black"	"fore"
54	"WE"	"Cz"	3.19903803030303	"White"	"eyes"
54	"WF"	"Cz"	3.43517621212121	"White"	"fore"
55	"BE"	"Cz"	0.673915909090909	"Black"	"eyes"
55	"BF"	"Cz"	-0.489778212121212	"Black"	"fore"
55	"WE"	"Cz"	0.492117742424242	"White"	"eyes"
55	"WF"	"Cz"	-0.914818439393939	"White"	"fore"
56	"BE"	"Cz"	0.843935909090909	"Black"	"eyes"
56	"BF"	"Cz"	-0.564720409090909	"Black"	"fore"
56	"WE"	"Cz"	0.789449742424242	"White"	"eyes"
56	"WF"	"Cz"	0.10489551969697	"White"	"fore"
57	"BE"	"Cz"	2.73353816666667	"Black"	"eyes"
57	"BF"	"Cz"	2.55927354545455	"Black"	"fore"
57	"WE"	"Cz"	1.90548772727273	"White"	"eyes"
57	"WF"	"Cz"	2.62666345454545	"White"	"fore"
58	"BE"	"Cz"	-0.803095106060606	"Black"	"eyes"
58	"BF"	"Cz"	-0.758738075757576	"Black"	"fore"
58	"WE"	"Cz"	-0.613466272727273	"White"	"eyes"
58	"WF"	"Cz"	-1.39374524242424	"White"	"fore"
59	"BE"	"Cz"	2.08577960606061	"Black"	"eyes"
59	"BF"	"Cz"	2.52665995454545	"Black"	"fore"
59	"WE"	"Cz"	3.75644287878788	"White"	"eyes"
59	"WF"	"Cz"	2.45100775757576	"White"	"fore"
60	"BE"	"Cz"	-2.82094848484848	"Black"	"eyes"
60	"BF"	"Cz"	-2.71218684848485	"Black"	"fore"
60	"WE"	"Cz"	-1.62325837878788	"White"	"eyes"
60	"WF"	"Cz"	-2.80816893939394	"White"	"fore"
61	"BE"	"Cz"	1.46000528787879	"Black"	"eyes"
61	"BF"	"Cz"	-0.166724825757576	"Black"	"fore"
61	"WE"	"Cz"	0.183276821212121	"White"	"eyes"
61	"WF"	"Cz"	0.142579209090909	"White"	"fore"
62	"BE"	"Cz"	1.79385386363636	"Black"	"eyes"
62	"BF"	"Cz"	0.922589227272727	"Black"	"fore"
62	"WE"	"Cz"	0.416436757575758	"White"	"eyes"
62	"WF"	"Cz"	-1.81737396969697	"White"	"fore"
63	"BE"	"Cz"	1.47161395454545	"Black"	"eyes"
63	"BF"	"Cz"	0.477542848484848	"Black"	"fore"
63	"WE"	"Cz"	0.132951042424242	"White"	"eyes"
63	"WF"	"Cz"	-0.299567560606061	"White"	"fore"
64	"BE"	"Cz"	1.26799753030303	"Black"	"eyes"
64	"BF"	"Cz"	0.121533889393939	"Black"	"fore"
64	"WE"	"Cz"	1.31523263636364	"White"	"eyes"
64	"WF"	"Cz"	1.78669642424242	"White"	"fore"
66	"BE"	"Cz"	0.168372492424242	"Black"	"eyes"
66	"BF"	"Cz"	-2.72775286363636	"Black"	"fore"
66	"WE"	"Cz"	-3.45417681818182	"White"	"eyes"
66	"WF"	"Cz"	-2.43462039393939	"White"	"fore"
1	"BE"	"Fz"	2.01492309090909	"Black"	"eyes"
1	"BF"	"Fz"	0.197958966666667	"Black"	"fore"
1	"WE"	"Fz"	4.47331590909091	"White"	"eyes"
1	"WF"	"Fz"	0.474715787878788	"White"	"fore"
2	"BE"	"Fz"	2.19913365151515	"Black"	"eyes"
2	"BF"	"Fz"	-0.247348653030303	"Black"	"fore"
2	"WE"	"Fz"	0.436411121212121	"White"	"eyes"
2	"WF"	"Fz"	1.22724104545455	"White"	"fore"
3	"BE"	"Fz"	1.50696013636364	"Black"	"eyes"
3	"BF"	"Fz"	1.5476165	"Black"	"fore"
3	"WE"	"Fz"	2.21824298484849	"White"	"eyes"
3	"WF"	"Fz"	1.07750787878788	"White"	"fore"
4	"BE"	"Fz"	1.5176506969697	"Black"	"eyes"
4	"BF"	"Fz"	1.46996095454545	"Black"	"fore"
4	"WE"	"Fz"	0.326317151515152	"White"	"eyes"
4	"WF"	"Fz"	1.31962046969697	"White"	"fore"
5	"BE"	"Fz"	6.75703545454545	"Black"	"eyes"
5	"BF"	"Fz"	4.09323878787879	"Black"	"fore"
5	"WE"	"Fz"	5.38934181818182	"White"	"eyes"
5	"WF"	"Fz"	5.31704696969697	"White"	"fore"
6	"BE"	"Fz"	1.02700574242424	"Black"	"eyes"
6	"BF"	"Fz"	2.57823295454545	"Black"	"fore"
6	"WE"	"Fz"	1.81189275757576	"White"	"eyes"
6	"WF"	"Fz"	1.86398771212121	"White"	"fore"
7	"BE"	"Fz"	0.281065924242424	"Black"	"eyes"
7	"BF"	"Fz"	-1.11214992424242	"Black"	"fore"
7	"WE"	"Fz"	-1.8634696969697	"White"	"eyes"
7	"WF"	"Fz"	-0.751578727272727	"White"	"fore"
8	"BE"	"Fz"	-0.0806966439393939	"Black"	"eyes"
8	"BF"	"Fz"	-0.693332954545455	"Black"	"fore"
8	"WE"	"Fz"	-0.680712075757576	"White"	"eyes"
8	"WF"	"Fz"	-0.241443804545455	"White"	"fore"
9	"BE"	"Fz"	2.180903	"Black"	"eyes"
9	"BF"	"Fz"	1.13907553030303	"Black"	"fore"
9	"WE"	"Fz"	1.85756415151515	"White"	"eyes"
9	"WF"	"Fz"	2.09575465151515	"White"	"fore"
10	"BE"	"Fz"	1.79580448484848	"Black"	"eyes"
10	"BF"	"Fz"	1.23500604545455	"Black"	"fore"
10	"WE"	"Fz"	0.527248	"White"	"eyes"
10	"WF"	"Fz"	0.879697772727273	"White"	"fore"
11	"BE"	"Fz"	-1.41471151515152	"Black"	"eyes"
11	"BF"	"Fz"	-1.24088237878788	"Black"	"fore"
11	"WE"	"Fz"	-2.27583824242424	"White"	"eyes"
11	"WF"	"Fz"	-2.20528477272727	"White"	"fore"
12	"BE"	"Fz"	-1.35208265151515	"Black"	"eyes"
12	"BF"	"Fz"	-2.86904	"Black"	"fore"
12	"WE"	"Fz"	-2.37038783333333	"White"	"eyes"
12	"WF"	"Fz"	-1.84231013636364	"White"	"fore"
13	"BE"	"Fz"	1.1321025	"Black"	"eyes"
13	"BF"	"Fz"	0.181240956060606	"Black"	"fore"
13	"WE"	"Fz"	1.07766431818182	"White"	"eyes"
13	"WF"	"Fz"	1.03149295454545	"White"	"fore"
14	"BE"	"Fz"	0.255342683333333	"Black"	"eyes"
14	"BF"	"Fz"	0.890231924242424	"Black"	"fore"
14	"WE"	"Fz"	0.578286181818182	"White"	"eyes"
14	"WF"	"Fz"	1.49639034848485	"White"	"fore"
15	"BE"	"Fz"	3.22357409090909	"Black"	"eyes"
15	"BF"	"Fz"	0.189413781818182	"Black"	"fore"
15	"WE"	"Fz"	1.87004892424242	"White"	"eyes"
15	"WF"	"Fz"	1.1439215	"White"	"fore"
16	"BE"	"Fz"	3.58196303030303	"Black"	"eyes"
16	"BF"	"Fz"	0.902784	"Black"	"fore"
16	"WE"	"Fz"	1.99482366666667	"White"	"eyes"
16	"WF"	"Fz"	2.08635537878788	"White"	"fore"
17	"BE"	"Fz"	2.33835272727273	"Black"	"eyes"
17	"BF"	"Fz"	1.42146768181818	"Black"	"fore"
17	"WE"	"Fz"	2.61960062121212	"White"	"eyes"
17	"WF"	"Fz"	0.706369409090909	"White"	"fore"
18	"BE"	"Fz"	3.70122515151515	"Black"	"eyes"
18	"BF"	"Fz"	0.755657742424242	"Black"	"fore"
18	"WE"	"Fz"	2.51136333333333	"White"	"eyes"
18	"WF"	"Fz"	1.22770751515152	"White"	"fore"
19	"BE"	"Fz"	2.76304833333333	"Black"	"eyes"
19	"BF"	"Fz"	3.45843621212121	"Black"	"fore"
19	"WE"	"Fz"	2.42019060606061	"White"	"eyes"
19	"WF"	"Fz"	2.52898440909091	"White"	"fore"
20	"BE"	"Fz"	0.743684545454545	"Black"	"eyes"
20	"BF"	"Fz"	-0.619288606060606	"Black"	"fore"
20	"WE"	"Fz"	-0.787818287878788	"White"	"eyes"
20	"WF"	"Fz"	-1.53394215151515	"White"	"fore"
21	"BE"	"Fz"	0.224220846969697	"Black"	"eyes"
21	"BF"	"Fz"	-0.480016136363636	"Black"	"fore"
21	"WE"	"Fz"	-0.608852575757576	"White"	"eyes"
21	"WF"	"Fz"	-1.59705422727273	"White"	"fore"
22	"BE"	"Fz"	-0.216734536363636	"Black"	"eyes"
22	"BF"	"Fz"	1.43278589393939	"Black"	"fore"
22	"WE"	"Fz"	0.812228787878788	"White"	"eyes"
22	"WF"	"Fz"	-0.287739984848485	"White"	"fore"
23	"BE"	"Fz"	7.62558545454545	"Black"	"eyes"
23	"BF"	"Fz"	4.67393954545455	"Black"	"fore"
23	"WE"	"Fz"	3.0317846969697	"White"	"eyes"
23	"WF"	"Fz"	4.21589712121212	"White"	"fore"
24	"BE"	"Fz"	1.10726146969697	"Black"	"eyes"
24	"BF"	"Fz"	0.982220727272727	"Black"	"fore"
24	"WE"	"Fz"	0.529711303030303	"White"	"eyes"
24	"WF"	"Fz"	1.80708222727273	"White"	"fore"
25	"BE"	"Fz"	-0.521689424242424	"Black"	"eyes"
25	"BF"	"Fz"	-1.66536737878788	"Black"	"fore"
25	"WE"	"Fz"	-1.7233398030303	"White"	"eyes"
25	"WF"	"Fz"	-0.39809403030303	"White"	"fore"
26	"BE"	"Fz"	-1.21396784848485	"Black"	"eyes"
26	"BF"	"Fz"	-0.273238768181818	"Black"	"fore"
26	"WE"	"Fz"	-1.17737687878788	"White"	"eyes"
26	"WF"	"Fz"	-0.472996151515152	"White"	"fore"
27	"BE"	"Fz"	3.93297515151515	"Black"	"eyes"
27	"BF"	"Fz"	4.01388	"Black"	"fore"
27	"WE"	"Fz"	3.28608015151515	"White"	"eyes"
27	"WF"	"Fz"	4.52426924242424	"White"	"fore"
28	"BE"	"Fz"	3.66575560606061	"Black"	"eyes"
28	"BF"	"Fz"	1.41322466666667	"Black"	"fore"
28	"WE"	"Fz"	2.79901363636364	"White"	"eyes"
28	"WF"	"Fz"	2.53213721212121	"White"	"fore"
29	"BE"	"Fz"	-1.40979695454545	"Black"	"eyes"
29	"BF"	"Fz"	-0.528203287878788	"Black"	"fore"
29	"WE"	"Fz"	0.399519090909091	"White"	"eyes"
29	"WF"	"Fz"	0.587794378787879	"White"	"fore"
30	"BE"	"Fz"	7.74777848484849	"Black"	"eyes"
30	"BF"	"Fz"	6.84341015151515	"Black"	"fore"
30	"WE"	"Fz"	7.85809575757576	"White"	"eyes"
30	"WF"	"Fz"	6.6511146969697	"White"	"fore"
31	"BE"	"Fz"	4.77780696969697	"Black"	"eyes"
31	"BF"	"Fz"	3.0660703030303	"Black"	"fore"
31	"WE"	"Fz"	4.85660924242424	"White"	"eyes"
31	"WF"	"Fz"	2.62565804545455	"White"	"fore"
32	"BE"	"Fz"	0.400495666666667	"Black"	"eyes"
32	"BF"	"Fz"	-0.493823893939394	"Black"	"fore"
32	"WE"	"Fz"	0.162434398484848	"White"	"eyes"
32	"WF"	"Fz"	0.413757863636364	"White"	"fore"
33	"BE"	"Fz"	3.40476	"Black"	"eyes"
33	"BF"	"Fz"	-0.503819712121212	"Black"	"fore"
33	"WE"	"Fz"	1.92994136363636	"White"	"eyes"
33	"WF"	"Fz"	0.58040546969697	"White"	"fore"
34	"BE"	"Fz"	-1.5225393030303	"Black"	"eyes"
34	"BF"	"Fz"	-2.94243803030303	"Black"	"fore"
34	"WE"	"Fz"	-2.99744863636364	"White"	"eyes"
34	"WF"	"Fz"	-2.91243515151515	"White"	"fore"
35	"BE"	"Fz"	-0.679351106060606	"Black"	"eyes"
35	"BF"	"Fz"	-0.881130575757576	"Black"	"fore"
35	"WE"	"Fz"	-0.470372454545455	"White"	"eyes"
35	"WF"	"Fz"	-0.639810212121212	"White"	"fore"
36	"BE"	"Fz"	-0.136562960606061	"Black"	"eyes"
36	"BF"	"Fz"	-1.94913771212121	"Black"	"fore"
36	"WE"	"Fz"	-0.231842295454545	"White"	"eyes"
36	"WF"	"Fz"	-1.7698873030303	"White"	"fore"
37	"BE"	"Fz"	2.23368893939394	"Black"	"eyes"
37	"BF"	"Fz"	3.00937803030303	"Black"	"fore"
37	"WE"	"Fz"	1.43983813636364	"White"	"eyes"
37	"WF"	"Fz"	2.18390965151515	"White"	"fore"
38	"BE"	"Fz"	7.01816636363636	"Black"	"eyes"
38	"BF"	"Fz"	5.98575166666667	"Black"	"fore"
38	"WE"	"Fz"	7.58544393939394	"White"	"eyes"
38	"WF"	"Fz"	4.70024409090909	"White"	"fore"
39	"BE"	"Fz"	2.06972651515151	"Black"	"eyes"
39	"BF"	"Fz"	0.445853590909091	"Black"	"fore"
39	"WE"	"Fz"	1.32371406060606	"White"	"eyes"
39	"WF"	"Fz"	-0.10482736969697	"White"	"fore"
40	"BE"	"Fz"	-0.263350722727273	"Black"	"eyes"
40	"BF"	"Fz"	-0.320015742424242	"Black"	"fore"
40	"WE"	"Fz"	0.331680378787879	"White"	"eyes"
40	"WF"	"Fz"	0.0713701696969697	"White"	"fore"
41	"BE"	"Fz"	5.34999075757576	"Black"	"eyes"
41	"BF"	"Fz"	5.5408446969697	"Black"	"fore"
41	"WE"	"Fz"	5.03639196969697	"White"	"eyes"
41	"WF"	"Fz"	4.06897212121212	"White"	"fore"
42	"BE"	"Fz"	0.142640242424242	"Black"	"eyes"
42	"BF"	"Fz"	0.637560590909091	"Black"	"fore"
42	"WE"	"Fz"	0.651082227272727	"White"	"eyes"
42	"WF"	"Fz"	0.767555045454545	"White"	"fore"
43	"BE"	"Fz"	5.46349696969697	"Black"	"eyes"
43	"BF"	"Fz"	3.45897484848485	"Black"	"fore"
43	"WE"	"Fz"	2.36258640909091	"White"	"eyes"
43	"WF"	"Fz"	3.44877303030303	"White"	"fore"
44	"BE"	"Fz"	0.711655439393939	"Black"	"eyes"
44	"BF"	"Fz"	0.183006595454545	"Black"	"fore"
44	"WE"	"Fz"	0.656440424242424	"White"	"eyes"
44	"WF"	"Fz"	-0.480722666666667	"White"	"fore"
45	"BE"	"Fz"	0.663660545454545	"Black"	"eyes"
45	"BF"	"Fz"	0.113880375757576	"Black"	"fore"
45	"WE"	"Fz"	0.948855984848485	"White"	"eyes"
45	"WF"	"Fz"	-1.60294551515152	"White"	"fore"
46	"BE"	"Fz"	1.17210601515152	"Black"	"eyes"
46	"BF"	"Fz"	0.148364948484848	"Black"	"fore"
46	"WE"	"Fz"	0.617471651515151	"White"	"eyes"
46	"WF"	"Fz"	2.10560766666667	"White"	"fore"
47	"BE"	"Fz"	0.437915666666667	"Black"	"eyes"
47	"BF"	"Fz"	0.0334461621212121	"Black"	"fore"
47	"WE"	"Fz"	-0.779370257575758	"White"	"eyes"
47	"WF"	"Fz"	1.61232234848485	"White"	"fore"
48	"BE"	"Fz"	-2.3012788030303	"Black"	"eyes"
48	"BF"	"Fz"	-2.06218795454545	"Black"	"fore"
48	"WE"	"Fz"	-0.899117136363636	"White"	"eyes"
48	"WF"	"Fz"	-1.8627878030303	"White"	"fore"
49	"BE"	"Fz"	-0.17486515	"Black"	"eyes"
49	"BF"	"Fz"	0.0807968924242424	"Black"	"fore"
49	"WE"	"Fz"	-0.304615590909091	"White"	"eyes"
49	"WF"	"Fz"	-0.0544248454545455	"White"	"fore"
50	"BE"	"Fz"	4.13587121212121	"Black"	"eyes"
50	"BF"	"Fz"	2.40873368181818	"Black"	"fore"
50	"WE"	"Fz"	2.63809324242424	"White"	"eyes"
50	"WF"	"Fz"	2.22488028787879	"White"	"fore"
51	"BE"	"Fz"	-0.611627984848485	"Black"	"eyes"
51	"BF"	"Fz"	-0.445576924242424	"Black"	"fore"
51	"WE"	"Fz"	-0.676167939393939	"White"	"eyes"
51	"WF"	"Fz"	-0.396535575757576	"White"	"fore"
52	"BE"	"Fz"	-2.13350321212121	"Black"	"eyes"
52	"BF"	"Fz"	0.430965787878788	"Black"	"fore"
52	"WE"	"Fz"	-1.24352554545455	"White"	"eyes"
52	"WF"	"Fz"	-2.22312583333333	"White"	"fore"
53	"BE"	"Fz"	-1.46007722727273	"Black"	"eyes"
53	"BF"	"Fz"	0.0314549924242424	"Black"	"fore"
53	"WE"	"Fz"	-2.35866045454545	"White"	"eyes"
53	"WF"	"Fz"	0.189562121212121	"White"	"fore"
54	"BE"	"Fz"	4.37580666666667	"Black"	"eyes"
54	"BF"	"Fz"	2.19755263636364	"Black"	"fore"
54	"WE"	"Fz"	3.16775909090909	"White"	"eyes"
54	"WF"	"Fz"	3.40157863636364	"White"	"fore"
55	"BE"	"Fz"	0.667328136363636	"Black"	"eyes"
55	"BF"	"Fz"	-0.484987818181818	"Black"	"fore"
55	"WE"	"Fz"	0.487305393939394	"White"	"eyes"
55	"WF"	"Fz"	-0.905870924242424	"White"	"fore"
56	"BE"	"Fz"	0.83568396969697	"Black"	"eyes"
56	"BF"	"Fz"	-0.559196363636364	"Black"	"fore"
56	"WE"	"Fz"	0.781725848484848	"White"	"eyes"
56	"WF"	"Fz"	0.103870271212121	"White"	"fore"
57	"BE"	"Fz"	2.70681524242424	"Black"	"eyes"
57	"BF"	"Fz"	2.53424231818182	"Black"	"fore"
57	"WE"	"Fz"	1.88685304545455	"White"	"eyes"
57	"WF"	"Fz"	2.60097307575758	"White"	"fore"
58	"BE"	"Fz"	-0.795241484848485	"Black"	"eyes"
58	"BF"	"Fz"	-0.751318393939394	"Black"	"fore"
58	"WE"	"Fz"	-0.607468666666667	"White"	"eyes"
58	"WF"	"Fz"	-1.38011877272727	"White"	"fore"
59	"BE"	"Fz"	2.06538927272727	"Black"	"eyes"
59	"BF"	"Fz"	2.50195783333333	"Black"	"fore"
59	"WE"	"Fz"	3.71971181818182	"White"	"eyes"
59	"WF"	"Fz"	2.42704242424242	"White"	"fore"
60	"BE"	"Fz"	-2.79337227272727	"Black"	"eyes"
60	"BF"	"Fz"	-2.68565842424242	"Black"	"fore"
60	"WE"	"Fz"	-1.60738674242424	"White"	"eyes"
60	"WF"	"Fz"	-2.78070348484848	"White"	"fore"
61	"BE"	"Fz"	1.44572781818182	"Black"	"eyes"
61	"BF"	"Fz"	-0.165094457575758	"Black"	"fore"
61	"WE"	"Fz"	0.18148411969697	"White"	"eyes"
61	"WF"	"Fz"	0.141185042424242	"White"	"fore"
62	"BE"	"Fz"	1.77631312121212	"Black"	"eyes"
62	"BF"	"Fz"	0.913566621212121	"Black"	"fore"
62	"WE"	"Fz"	0.412363833333333	"White"	"eyes"
62	"WF"	"Fz"	-1.79960824242424	"White"	"fore"
63	"BE"	"Fz"	1.45722615151515	"Black"	"eyes"
63	"BF"	"Fz"	0.472872090909091	"Black"	"fore"
63	"WE"	"Fz"	0.131651204545455	"White"	"eyes"
63	"WF"	"Fz"	-0.296638757575758	"White"	"fore"
64	"BE"	"Fz"	1.25559416666667	"Black"	"eyes"
64	"BF"	"Fz"	0.120344934848485	"Black"	"fore"
64	"WE"	"Fz"	1.30237007575758	"White"	"eyes"
64	"WF"	"Fz"	1.7692283030303	"White"	"fore"
66	"BE"	"Fz"	0.166725371212121	"Black"	"eyes"
66	"BF"	"Fz"	-2.70108071212121	"Black"	"fore"
66	"WE"	"Fz"	-3.42040151515152	"White"	"eyes"
66	"WF"	"Fz"	-2.41081513636364	"White"	"fore"
1	"BE"	"CPz"	1.88811646969697	"Black"	"eyes"
1	"BF"	"CPz"	0.18550123030303	"Black"	"fore"
1	"WE"	"CPz"	4.19178803030303	"White"	"eyes"
1	"WF"	"CPz"	0.444839621212121	"White"	"fore"
2	"BE"	"CPz"	2.06073003030303	"Black"	"eyes"
2	"BF"	"CPz"	-0.23178258030303	"Black"	"fore"
2	"WE"	"CPz"	0.408945939393939	"White"	"eyes"
2	"WF"	"CPz"	1.15000815151515	"White"	"fore"
3	"BE"	"CPz"	1.4121213030303	"Black"	"eyes"
3	"BF"	"CPz"	1.4502158030303	"Black"	"fore"
3	"WE"	"CPz"	2.07863657575758	"White"	"eyes"
3	"WF"	"CPz"	1.009701	"White"	"fore"
4	"BE"	"CPz"	1.42214206060606	"Black"	"eyes"
4	"BF"	"CPz"	1.37744887878788	"Black"	"fore"
4	"WE"	"CPz"	0.305780060606061	"White"	"eyes"
4	"WF"	"CPz"	1.23657254545455	"White"	"fore"
5	"BE"	"CPz"	6.33180803030303	"Black"	"eyes"
5	"BF"	"CPz"	3.83564166666667	"Black"	"fore"
5	"WE"	"CPz"	5.0501746969697	"White"	"eyes"
5	"WF"	"CPz"	4.98240575757576	"White"	"fore"
6	"BE"	"CPz"	0.962367333333333	"Black"	"eyes"
6	"BF"	"CPz"	2.41597298484848	"Black"	"fore"
6	"WE"	"CPz"	1.69787348484848	"White"	"eyes"
6	"WF"	"CPz"	1.74667646969697	"White"	"fore"
7	"BE"	"CPz"	0.263377313636364	"Black"	"eyes"
7	"BF"	"CPz"	-1.04216471212121	"Black"	"fore"
7	"WE"	"CPz"	-1.74619363636364	"White"	"eyes"
7	"WF"	"CPz"	-0.704275121212121	"White"	"fore"
8	"BE"	"CPz"	-0.0756181196969697	"Black"	"eyes"
8	"BF"	"CPz"	-0.649698772727273	"Black"	"fore"
8	"WE"	"CPz"	-0.6378755	"White"	"eyes"
8	"WF"	"CPz"	-0.226248815151515	"White"	"fore"
9	"BE"	"CPz"	2.04364348484848	"Black"	"eyes"
9	"BF"	"CPz"	1.0673968030303	"Black"	"fore"
9	"WE"	"CPz"	1.74065421212121	"White"	"eyes"
9	"WF"	"CPz"	1.96385795454545	"White"	"fore"
10	"BE"	"CPz"	1.68278895454545	"Black"	"eyes"
10	"BF"	"CPz"	1.15727845454545	"Black"	"fore"
10	"WE"	"CPz"	0.494065575757576	"White"	"eyes"
10	"WF"	"CPz"	0.82433903030303	"White"	"fore"
11	"BE"	"CPz"	-1.32568163636364	"Black"	"eyes"
11	"BF"	"CPz"	-1.16279165151515	"Black"	"fore"
11	"WE"	"CPz"	-2.13260846969697	"White"	"eyes"
11	"WF"	"CPz"	-2.06650003030303	"White"	"fore"
12	"BE"	"CPz"	-1.26698672727273	"Black"	"eyes"
12	"BF"	"CPz"	-2.68847451515152	"Black"	"fore"
12	"WE"	"CPz"	-2.22120992424242	"White"	"eyes"
12	"WF"	"CPz"	-1.72636237878788	"White"	"fore"
13	"BE"	"CPz"	1.06085627272727	"Black"	"eyes"
13	"BF"	"CPz"	0.16983583030303	"Black"	"fore"
13	"WE"	"CPz"	1.00984083333333	"White"	"eyes"
13	"WF"	"CPz"	0.966577636363636	"White"	"fore"
14	"BE"	"CPz"	0.239272575757576	"Black"	"eyes"
14	"BF"	"CPz"	0.834207090909091	"Black"	"fore"
14	"WE"	"CPz"	0.541887181818182	"White"	"eyes"
14	"WF"	"CPz"	1.4022233030303	"White"	"fore"
15	"BE"	"CPz"	3.02069954545455	"Black"	"eyes"
15	"BF"	"CPz"	0.177493175757576	"Black"	"fore"
15	"WE"	"CPz"	1.7523593030303	"White"	"eyes"
15	"WF"	"CPz"	1.07192653030303	"White"	"fore"
16	"BE"	"CPz"	3.35653121212121	"Black"	"eyes"
16	"BF"	"CPz"	0.845966757575758	"Black"	"fore"
16	"WE"	"CPz"	1.86928092424242	"White"	"eyes"
16	"WF"	"CPz"	1.95504642424242	"White"	"fore"
17	"BE"	"CPz"	2.1911873030303	"Black"	"eyes"
17	"BF"	"CPz"	1.332012	"Black"	"fore"
17	"WE"	"CPz"	2.45473436363636	"White"	"eyes"
17	"WF"	"CPz"	0.661914409090909	"White"	"fore"
18	"BE"	"CPz"	3.46828181818182	"Black"	"eyes"
18	"BF"	"CPz"	0.708101515151515	"Black"	"fore"
18	"WE"	"CPz"	2.35330946969697	"White"	"eyes"
18	"WF"	"CPz"	1.15044048484848	"White"	"fore"
19	"BE"	"CPz"	2.58916154545455	"Black"	"eyes"
19	"BF"	"CPz"	3.24077287878788	"Black"	"fore"
19	"WE"	"CPz"	2.26787506060606	"White"	"eyes"
19	"WF"	"CPz"	2.36981948484849	"White"	"fore"
20	"BE"	"CPz"	0.696882272727273	"Black"	"eyes"
20	"BF"	"CPz"	-0.580315015151515	"Black"	"fore"
20	"WE"	"CPz"	-0.738232803030303	"White"	"eyes"
20	"WF"	"CPz"	-1.43741363636364	"White"	"fore"
21	"BE"	"CPz"	0.210108957575758	"Black"	"eyes"
21	"BF"	"CPz"	-0.449806863636364	"Black"	"fore"
21	"WE"	"CPz"	-0.570531742424242	"White"	"eyes"
21	"WF"	"CPz"	-1.49653846969697	"White"	"fore"
22	"BE"	"CPz"	-0.203094025757576	"Black"	"eyes"
22	"BF"	"CPz"	1.3426123030303	"Black"	"fore"
22	"WE"	"CPz"	0.761109666666667	"White"	"eyes"
22	"WF"	"CPz"	-0.269631445454545	"White"	"fore"
23	"BE"	"CPz"	7.14571	"Black"	"eyes"
23	"BF"	"CPz"	4.379785	"Black"	"fore"
23	"WE"	"CPz"	2.84098606060606	"White"	"eyes"
23	"WF"	"CPz"	3.95056833333333	"White"	"fore"
24	"BE"	"CPz"	1.03757354545455	"Black"	"eyes"
24	"BF"	"CPz"	0.920405045454545	"Black"	"fore"
24	"WE"	"CPz"	0.496373833333333	"White"	"eyes"
24	"WF"	"CPz"	1.69336024242424	"White"	"fore"
25	"BE"	"CPz"	-0.488857090909091	"Black"	"eyes"
25	"BF"	"CPz"	-1.56056804545455	"Black"	"fore"
25	"WE"	"CPz"	-1.61488042424242	"White"	"eyes"
25	"WF"	"CPz"	-0.373040893939394	"White"	"fore"
26	"BE"	"CPz"	-1.13755804545455	"Black"	"eyes"
26	"BF"	"CPz"	-0.256042857575758	"Black"	"fore"
26	"WE"	"CPz"	-1.10327790909091	"White"	"eyes"
26	"WF"	"CPz"	-0.443228227272727	"White"	"fore"
27	"BE"	"CPz"	3.68545757575758	"Black"	"eyes"
27	"BF"	"CPz"	3.7612603030303	"Black"	"fore"
27	"WE"	"CPz"	3.07926272727273	"White"	"eyes"
27	"WF"	"CPz"	4.23953515151515	"White"	"fore"
28	"BE"	"CPz"	3.43505045454545	"Black"	"eyes"
28	"BF"	"CPz"	1.32428009090909	"Black"	"fore"
28	"WE"	"CPz"	2.62285937878788	"White"	"eyes"
