"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Fix"
59	"BE"	"Cz"	1.83687569767442	"Black"	"eyes"
59	"BF"	"Cz"	1.91798011627907	"Black"	"fore"
59	"WE"	"Cz"	3.08680453488372	"White"	"eyes"
59	"WF"	"Cz"	0.833160930232558	"White"	"fore"
60	"BE"	"Cz"	0.585140453488372	"Black"	"eyes"
60	"BF"	"Cz"	0.665534302325581	"Black"	"fore"
60	"WE"	"Cz"	0.764065	"White"	"eyes"
60	"WF"	"Cz"	0.470318290697674	"White"	"fore"
61	"BE"	"Cz"	3.8334788372093	"Black"	"eyes"
61	"BF"	"Cz"	1.85163406976744	"Black"	"fore"
61	"WE"	"Cz"	1.65601918604651	"White"	"eyes"
61	"WF"	"Cz"	1.53997279069767	"White"	"fore"
62	"BE"	"Cz"	3.85887872093023	"Black"	"eyes"
62	"BF"	"Cz"	4.54510965116279	"Black"	"fore"
62	"WE"	"Cz"	0.832696197674419	"White"	"eyes"
62	"WF"	"Cz"	0.528081674418605	"White"	"fore"
63	"BE"	"Cz"	0.938846930232558	"Black"	"eyes"
63	"BF"	"Cz"	1.74099127906977	"Black"	"fore"
63	"WE"	"Cz"	-1.2765753255814	"White"	"eyes"
63	"WF"	"Cz"	-0.700693604651163	"White"	"fore"
64	"BE"	"Cz"	-0.627891488372093	"Black"	"eyes"
64	"BF"	"Cz"	0.371052034883721	"Black"	"fore"
64	"WE"	"Cz"	-0.228377662790698	"White"	"eyes"
64	"WF"	"Cz"	1.12139731395349	"White"	"fore"
66	"BE"	"Cz"	1.14180911627907	"Black"	"eyes"
66	"BF"	"Cz"	1.7253226744186	"Black"	"fore"
66	"WE"	"Cz"	1.46198848837209	"White"	"eyes"
66	"WF"	"Cz"	-0.970300593023256	"White"	"fore"
1	"BE"	"FCz"	-0.143121465116279	"Black"	"eyes"
1	"BF"	"FCz"	1.50430360465116	"Black"	"fore"
1	"WE"	"FCz"	1.17763529069767	"White"	"eyes"
1	"WF"	"FCz"	-1.51090430232558	"White"	"fore"
2	"BE"	"FCz"	1.60743906976744	"Black"	"eyes"
2	"BF"	"FCz"	2.76047558139535	"Black"	"fore"
2	"WE"	"FCz"	1.653985	"White"	"eyes"
2	"WF"	"FCz"	3.08509058139535	"White"	"fore"
3	"BE"	"FCz"	3.5264123255814	"Black"	"eyes"
3	"BF"	"FCz"	2.79761209302326	"Black"	"fore"
3	"WE"	"FCz"	4.60630558139535	"White"	"eyes"
3	"WF"	"FCz"	3.04747174418605	"White"	"fore"
4	"BE"	"FCz"	2.53294046511628	"Black"	"eyes"
4	"BF"	"FCz"	2.15004209302326	"Black"	"fore"
4	"WE"	"FCz"	0.180023604651163	"White"	"eyes"
4	"WF"	"FCz"	0.540221465116279	"White"	"fore"
5	"BE"	"FCz"	1.87718546511628	"Black"	"eyes"
5	"BF"	"FCz"	1.68566418604651	"Black"	"fore"
5	"WE"	"FCz"	-0.107762636046512	"White"	"eyes"
5	"WF"	"FCz"	1.80198127906977	"White"	"fore"
6	"BE"	"FCz"	5.43201034883721	"Black"	"eyes"
6	"BF"	"FCz"	5.42993151162791	"Black"	"fore"
6	"WE"	"FCz"	4.1170873255814	"White"	"eyes"
6	"WF"	"FCz"	3.10179139534884	"White"	"fore"
7	"BE"	"FCz"	4.14501627906977	"Black"	"eyes"
7	"BF"	"FCz"	1.9485811627907	"Black"	"fore"
7	"WE"	"FCz"	1.28111352325581	"White"	"eyes"
7	"WF"	"FCz"	3.70758546511628	"White"	"fore"
8	"BE"	"FCz"	2.09324	"Black"	"eyes"
8	"BF"	"FCz"	2.24419313953488	"Black"	"fore"
8	"WE"	"FCz"	-0.184396895348837	"White"	"eyes"
8	"WF"	"FCz"	1.07282941860465	"White"	"fore"
9	"BE"	"FCz"	2.27328186046512	"Black"	"eyes"
9	"BF"	"FCz"	2.51972418604651	"Black"	"fore"
9	"WE"	"FCz"	0.624596372093023	"White"	"eyes"
9	"WF"	"FCz"	2.41806360465116	"White"	"fore"
10	"BE"	"FCz"	5.35429813953488	"Black"	"eyes"
10	"BF"	"FCz"	4.65644279069767	"Black"	"fore"
10	"WE"	"FCz"	4.287365	"White"	"eyes"
10	"WF"	"FCz"	3.99702534883721	"White"	"fore"
11	"BE"	"FCz"	4.98728197674419	"Black"	"eyes"
11	"BF"	"FCz"	4.71468569767442	"Black"	"fore"
11	"WE"	"FCz"	3.8901388372093	"White"	"eyes"
11	"WF"	"FCz"	2.15393174418605	"White"	"fore"
12	"BE"	"FCz"	6.87911558139535	"Black"	"eyes"
12	"BF"	"FCz"	8.0993261627907	"Black"	"fore"
12	"WE"	"FCz"	6.20732941860465	"White"	"eyes"
12	"WF"	"FCz"	7.61851034883721	"White"	"fore"
13	"BE"	"FCz"	2.30832534883721	"Black"	"eyes"
13	"BF"	"FCz"	3.98352906976744	"Black"	"fore"
13	"WE"	"FCz"	1.96546337209302	"White"	"eyes"
13	"WF"	"FCz"	1.9023211627907	"White"	"fore"
14	"BE"	"FCz"	2.76496802325581	"Black"	"eyes"
14	"BF"	"FCz"	2.50142325581395	"Black"	"fore"
14	"WE"	"FCz"	0.982538441860465	"White"	"eyes"
14	"WF"	"FCz"	2.91836837209302	"White"	"fore"
15	"BE"	"FCz"	6.0901961627907	"Black"	"eyes"
15	"BF"	"FCz"	5.07190651162791	"Black"	"fore"
15	"WE"	"FCz"	5.81443627906977	"White"	"eyes"
15	"WF"	"FCz"	4.29814813953488	"White"	"fore"
16	"BE"	"FCz"	4.84013465116279	"Black"	"eyes"
16	"BF"	"FCz"	4.67570290697674	"Black"	"fore"
16	"WE"	"FCz"	4.21809627906977	"White"	"eyes"
16	"WF"	"FCz"	5.923945	"White"	"fore"
17	"BE"	"FCz"	2.1384061627907	"Black"	"eyes"
17	"BF"	"FCz"	2.32684069767442	"Black"	"fore"
17	"WE"	"FCz"	0.359916395348837	"White"	"eyes"
17	"WF"	"FCz"	0.353073058139535	"White"	"fore"
18	"BE"	"FCz"	3.8918673255814	"Black"	"eyes"
18	"BF"	"FCz"	2.73511	"Black"	"fore"
18	"WE"	"FCz"	0.86027988372093	"White"	"eyes"
18	"WF"	"FCz"	0.797766302325581	"White"	"fore"
19	"BE"	"FCz"	4.02320325581395	"Black"	"eyes"
19	"BF"	"FCz"	3.97073337209302	"Black"	"fore"
19	"WE"	"FCz"	1.71562511627907	"White"	"eyes"
19	"WF"	"FCz"	1.07946940697674	"White"	"fore"
20	"BE"	"FCz"	2.38069139534884	"Black"	"eyes"
20	"BF"	"FCz"	3.00270895348837	"Black"	"fore"
20	"WE"	"FCz"	1.73636023255814	"White"	"eyes"
20	"WF"	"FCz"	2.06953186046512	"White"	"fore"
21	"BE"	"FCz"	1.00526348837209	"Black"	"eyes"
21	"BF"	"FCz"	1.35400191860465	"Black"	"fore"
21	"WE"	"FCz"	0.225300046511628	"White"	"eyes"
21	"WF"	"FCz"	0.616450674418605	"White"	"fore"
22	"BE"	"FCz"	1.63115813953488	"Black"	"eyes"
22	"BF"	"FCz"	1.36048	"Black"	"fore"
22	"WE"	"FCz"	2.65248988372093	"White"	"eyes"
22	"WF"	"FCz"	-0.0757343581395349	"White"	"fore"
23	"BE"	"FCz"	5.72279209302326	"Black"	"eyes"
23	"BF"	"FCz"	6.70026011627907	"Black"	"fore"
23	"WE"	"FCz"	4.51571058139535	"White"	"eyes"
23	"WF"	"FCz"	3.25228569767442	"White"	"fore"
24	"BE"	"FCz"	5.90756465116279	"Black"	"eyes"
24	"BF"	"FCz"	5.27379197674419	"Black"	"fore"
24	"WE"	"FCz"	5.02566023255814	"White"	"eyes"
24	"WF"	"FCz"	5.15499244186046	"White"	"fore"
25	"BE"	"FCz"	0.951220872093023	"Black"	"eyes"
25	"BF"	"FCz"	-1.33033441860465	"Black"	"fore"
25	"WE"	"FCz"	-0.453801802325581	"White"	"eyes"
25	"WF"	"FCz"	-1.95763290697674	"White"	"fore"
26	"BE"	"FCz"	-0.21502873255814	"Black"	"eyes"
26	"BF"	"FCz"	1.36504558139535	"Black"	"fore"
26	"WE"	"FCz"	-0.886916860465116	"White"	"eyes"
26	"WF"	"FCz"	-0.866039	"White"	"fore"
27	"BE"	"FCz"	2.94721709302326	"Black"	"eyes"
27	"BF"	"FCz"	2.41159569767442	"Black"	"fore"
27	"WE"	"FCz"	1.40486709302326	"White"	"eyes"
27	"WF"	"FCz"	2.73855476744186	"White"	"fore"
28	"BE"	"FCz"	4.16495523255814	"Black"	"eyes"
28	"BF"	"FCz"	3.15826058139535	"Black"	"fore"
28	"WE"	"FCz"	1.06563130232558	"White"	"eyes"
28	"WF"	"FCz"	2.6564638372093	"White"	"fore"
29	"BE"	"FCz"	-1.12156653488372	"Black"	"eyes"
29	"BF"	"FCz"	0.840976523255814	"Black"	"fore"
29	"WE"	"FCz"	-1.37307604651163	"White"	"eyes"
29	"WF"	"FCz"	0.378423174418605	"White"	"fore"
30	"BE"	"FCz"	2.32059662790698	"Black"	"eyes"
30	"BF"	"FCz"	2.9237161627907	"Black"	"fore"
30	"WE"	"FCz"	1.81163348837209	"White"	"eyes"
30	"WF"	"FCz"	2.40108093023256	"White"	"fore"
31	"BE"	"FCz"	1.27246831395349	"Black"	"eyes"
31	"BF"	"FCz"	2.39300034883721	"Black"	"fore"
31	"WE"	"FCz"	1.29143363953488	"White"	"eyes"
31	"WF"	"FCz"	0.803197662790698	"White"	"fore"
32	"BE"	"FCz"	-1.53180465116279	"Black"	"eyes"
32	"BF"	"FCz"	-2.54956627906977	"Black"	"fore"
32	"WE"	"FCz"	-1.2495803255814	"White"	"eyes"
32	"WF"	"FCz"	-0.332991674418605	"White"	"fore"
33	"BE"	"FCz"	4.87581848837209	"Black"	"eyes"
33	"BF"	"FCz"	2.2961911627907	"Black"	"fore"
33	"WE"	"FCz"	3.96463906976744	"White"	"eyes"
33	"WF"	"FCz"	2.79656034883721	"White"	"fore"
34	"BE"	"FCz"	3.38735290697674	"Black"	"eyes"
34	"BF"	"FCz"	1.28665303488372	"Black"	"fore"
34	"WE"	"FCz"	-0.148299453488372	"White"	"eyes"
34	"WF"	"FCz"	1.14344715116279	"White"	"fore"
35	"BE"	"FCz"	-1.21610023255814	"Black"	"eyes"
35	"BF"	"FCz"	-0.607243290697674	"Black"	"fore"
35	"WE"	"FCz"	-0.433982534883721	"White"	"eyes"
35	"WF"	"FCz"	-0.246841848837209	"White"	"fore"
36	"BE"	"FCz"	2.22976686046512	"Black"	"eyes"
36	"BF"	"FCz"	1.98625069767442	"Black"	"fore"
36	"WE"	"FCz"	1.22681139534884	"White"	"eyes"
36	"WF"	"FCz"	0.700267813953488	"White"	"fore"
37	"BE"	"FCz"	4.52281511627907	"Black"	"eyes"
37	"BF"	"FCz"	6.01257604651163	"Black"	"fore"
37	"WE"	"FCz"	3.46019139534884	"White"	"eyes"
37	"WF"	"FCz"	4.13649465116279	"White"	"fore"
38	"BE"	"FCz"	1.37759488372093	"Black"	"eyes"
38	"BF"	"FCz"	2.73204406976744	"Black"	"fore"
38	"WE"	"FCz"	2.08293093023256	"White"	"eyes"
38	"WF"	"FCz"	0.511990337209302	"White"	"fore"
39	"BE"	"FCz"	6.65010325581395	"Black"	"eyes"
39	"BF"	"FCz"	7.47410232558139	"Black"	"fore"
39	"WE"	"FCz"	6.05744511627907	"White"	"eyes"
39	"WF"	"FCz"	4.68888906976744	"White"	"fore"
40	"BE"	"FCz"	5.11904558139535	"Black"	"eyes"
40	"BF"	"FCz"	6.20047790697674	"Black"	"fore"
40	"WE"	"FCz"	4.22344790697674	"White"	"eyes"
40	"WF"	"FCz"	3.49457581395349	"White"	"fore"
41	"BE"	"FCz"	5.65352023255814	"Black"	"eyes"
41	"BF"	"FCz"	5.27668965116279	"Black"	"fore"
41	"WE"	"FCz"	4.73787523255814	"White"	"eyes"
41	"WF"	"FCz"	3.59093779069767	"White"	"fore"
42	"BE"	"FCz"	0.874058255813953	"Black"	"eyes"
42	"BF"	"FCz"	1.20662827906977	"Black"	"fore"
42	"WE"	"FCz"	0.360989372093023	"White"	"eyes"
42	"WF"	"FCz"	-0.166916058139535	"White"	"fore"
43	"BE"	"FCz"	7.58941104651163	"Black"	"eyes"
43	"BF"	"FCz"	5.94931081395349	"Black"	"fore"
43	"WE"	"FCz"	4.20767511627907	"White"	"eyes"
43	"WF"	"FCz"	4.19966011627907	"White"	"fore"
44	"BE"	"FCz"	4.42961558139535	"Black"	"eyes"
44	"BF"	"FCz"	5.02371406976744	"Black"	"fore"
44	"WE"	"FCz"	3.58103034883721	"White"	"eyes"
44	"WF"	"FCz"	2.67345081395349	"White"	"fore"
45	"BE"	"FCz"	7.31814081395349	"Black"	"eyes"
45	"BF"	"FCz"	4.7999011627907	"Black"	"fore"
45	"WE"	"FCz"	6.01656244186047	"White"	"eyes"
45	"WF"	"FCz"	3.56638162790698	"White"	"fore"
46	"BE"	"FCz"	2.86274139534884	"Black"	"eyes"
46	"BF"	"FCz"	3.05818302325581	"Black"	"fore"
46	"WE"	"FCz"	1.48124976744186	"White"	"eyes"
46	"WF"	"FCz"	1.59319790697674	"White"	"fore"
47	"BE"	"FCz"	2.85428627906977	"Black"	"eyes"
47	"BF"	"FCz"	-0.513659953488372	"Black"	"fore"
47	"WE"	"FCz"	0.44622326744186	"White"	"eyes"
47	"WF"	"FCz"	1.79578686046512	"White"	"fore"
