"Source.File"	"Sweep.Number"	"Electrode"	"Marker"	"Latency"	"Peak"	"Subject"	"faceRace"	"FixArea"	"Hemisphere"	"Coronal"
"Sub15_Black_fore.avg"	1	"P8/T6"	"N170"	175	-2.262573	15	"Black"	"fore"	"right"	"posterior"
"Sub15_Black_fore.avg"	1	"TP7"	"N170"	177	0.647888	15	"Black"	"fore"	"left"	"anterior"
"Sub15_Black_fore.avg"	1	"TP8"	"N170"	178	-3.30658	15	"Black"	"fore"	"right"	"anterior"
"Sub15_Black_fore.avg"	1	"P7/T5"	"N170"	175	0.543823	15	"Black"	"fore"	"left"	"posterior"
"Sub15_White_eyes.avg"	1	"P8/T6"	"N170"	169	-1.759282	15	"White"	"eyes"	"right"	"posterior"
"Sub15_White_eyes.avg"	1	"TP7"	"N170"	169	0.923157	15	"White"	"eyes"	"left"	"anterior"
"Sub15_White_eyes.avg"	1	"TP8"	"N170"	171	-2.548783	15	"White"	"eyes"	"right"	"anterior"
"Sub15_White_eyes.avg"	1	"P7/T5"	"N170"	167	-0.985322	15	"White"	"eyes"	"left"	"posterior"
"Sub15_White_fore.avg"	1	"P8/T6"	"N170"	183	-4.491453	15	"White"	"fore"	"right"	"posterior"
"Sub15_White_fore.avg"	1	"TP7"	"N170"	189	-1.125194	15	"White"	"fore"	"left"	"anterior"
"Sub15_White_fore.avg"	1	"TP8"	"N170"	189	-4.883095	15	"White"	"fore"	"right"	"anterior"
"Sub15_White_fore.avg"	1	"P7/T5"	"N170"	183	-1.818339	15	"White"	"fore"	"left"	"posterior"
"Sub16_Black_eyes.avg"	1	"P8/T6"	"N170"	170	-6.354196	16	"Black"	"eyes"	"right"	"posterior"
"Sub16_Black_eyes.avg"	1	"TP7"	"N170"	177	-1.669475	16	"Black"	"eyes"	"left"	"anterior"
"Sub16_Black_eyes.avg"	1	"TP8"	"N170"	173	-4.615784	16	"Black"	"eyes"	"right"	"anterior"
"Sub16_Black_eyes.avg"	1	"P7/T5"	"N170"	174	-3.356934	16	"Black"	"eyes"	"left"	"posterior"
"Sub16_Black_fore.avg"	1	"P8/T6"	"N170"	171	-6.939697	16	"Black"	"fore"	"right"	"posterior"
"Sub16_Black_fore.avg"	1	"TP7"	"N170"	179	-2.572632	16	"Black"	"fore"	"left"	"anterior"
"Sub16_Black_fore.avg"	1	"TP8"	"N170"	174	-4.272461	16	"Black"	"fore"	"right"	"anterior"
"Sub16_Black_fore.avg"	1	"P7/T5"	"N170"	177	-3.479004	16	"Black"	"fore"	"left"	"posterior"
"Sub16_White_eyes.avg"	1	"P8/T6"	"N170"	165	-5.912535	16	"White"	"eyes"	"right"	"posterior"
"Sub16_White_eyes.avg"	1	"TP7"	"N170"	192	-1.120783	16	"White"	"eyes"	"left"	"anterior"
"Sub16_White_eyes.avg"	1	"TP8"	"N170"	168	-3.37047	16	"White"	"eyes"	"right"	"anterior"
"Sub16_White_eyes.avg"	1	"P7/T5"	"N170"	175	-1.415868	16	"White"	"eyes"	"left"	"posterior"
"Sub16_White_fore.avg"	1	"P8/T6"	"N170"	168	-5.703893	16	"White"	"fore"	"right"	"posterior"
"Sub16_White_fore.avg"	1	"TP7"	"N170"	173	-3.982018	16	"White"	"fore"	"left"	"anterior"
"Sub16_White_fore.avg"	1	"TP8"	"N170"	169	-3.275904	16	"White"	"fore"	"right"	"anterior"
"Sub16_White_fore.avg"	1	"P7/T5"	"N170"	171	-4.511603	16	"White"	"fore"	"left"	"posterior"
"Sub17_Black_eyes.avg"	1	"P8/T6"	"N170"	163	-14.016983	17	"Black"	"eyes"	"right"	"posterior"
"Sub17_Black_eyes.avg"	1	"TP7"	"N170"	161	-7.088844	17	"Black"	"eyes"	"left"	"anterior"
"Sub17_Black_eyes.avg"	1	"TP8"	"N170"	164	-8.270913	17	"Black"	"eyes"	"right"	"anterior"
"Sub17_Black_eyes.avg"	1	"P7/T5"	"N170"	162	-8.749454	17	"Black"	"eyes"	"left"	"posterior"
"Sub17_Black_fore.avg"	1	"P8/T6"	"N170"	155	-8.82445	17	"Black"	"fore"	"right"	"posterior"
"Sub17_Black_fore.avg"	1	"TP7"	"N170"	168	-3.378361	17	"Black"	"fore"	"left"	"anterior"
"Sub17_Black_fore.avg"	1	"TP8"	"N170"	157	-3.578348	17	"Black"	"fore"	"right"	"anterior"
"Sub17_Black_fore.avg"	1	"P7/T5"	"N170"	153	-4.406868	17	"Black"	"fore"	"left"	"posterior"
"Sub17_White_eyes.avg"	1	"P8/T6"	"N170"	158	-11.361622	17	"White"	"eyes"	"right"	"posterior"
"Sub17_White_eyes.avg"	1	"TP7"	"N170"	160	-6.733849	17	"White"	"eyes"	"left"	"anterior"
"Sub17_White_eyes.avg"	1	"TP8"	"N170"	167	-6.066459	17	"White"	"eyes"	"right"	"anterior"
"Sub17_White_eyes.avg"	1	"P7/T5"	"N170"	159	-8.096604	17	"White"	"eyes"	"left"	"posterior"
"Sub17_White_fore.avg"	1	"P8/T6"	"N170"	162	-11.239014	17	"White"	"fore"	"right"	"posterior"
"Sub17_White_fore.avg"	1	"TP7"	"N170"	186	-2.678833	17	"White"	"fore"	"left"	"anterior"
"Sub17_White_fore.avg"	1	"TP8"	"N170"	179	-6.331177	17	"White"	"fore"	"right"	"anterior"
"Sub17_White_fore.avg"	1	"P7/T5"	"N170"	181	-3.816833	17	"White"	"fore"	"left"	"posterior"
"Sub18_Black_eyes.avg"	1	"P8/T6"	"N170"	159	-2.237956	18	"Black"	"eyes"	"right"	"posterior"
"Sub18_Black_eyes.avg"	1	"TP7"	"N170"	199	-2.313651	18	"Black"	"eyes"	"left"	"anterior"
"Sub18_Black_eyes.avg"	1	"TP8"	"N170"	175	-2.392638	18	"Black"	"eyes"	"right"	"anterior"
"Sub18_Black_eyes.avg"	1	"P7/T5"	"N170"	199	-2.896178	18	"Black"	"eyes"	"left"	"posterior"
"Sub18_Black_fore.avg"	1	"P8/T6"	"N170"	153	-4.743877	18	"Black"	"fore"	"right"	"posterior"
"Sub18_Black_fore.avg"	1	"TP7"	"N170"	214	-3.230312	18	"Black"	"fore"	"left"	"anterior"
"Sub18_Black_fore.avg"	1	"TP8"	"N170"	171	-4.284507	18	"Black"	"fore"	"right"	"anterior"
"Sub18_Black_fore.avg"	1	"P7/T5"	"N170"	204	-1.755028	18	"Black"	"fore"	"left"	"posterior"
"Sub18_White_eyes.avg"	1	"P8/T6"	"N170"	157	-2.890693	18	"White"	"eyes"	"right"	"posterior"
"Sub18_White_eyes.avg"	1	"TP7"	"N170"	214	-4.183734	18	"White"	"eyes"	"left"	"anterior"
"Sub18_White_eyes.avg"	1	"TP8"	"N170"	159	-2.169574	18	"White"	"eyes"	"right"	"anterior"
"Sub18_White_eyes.avg"	1	"P7/T5"	"N170"	213	-1.11587	18	"White"	"eyes"	"left"	"posterior"
"Sub18_White_fore.avg"	1	"P8/T6"	"N170"	161	-3.270013	18	"White"	"fore"	"right"	"posterior"
"Sub18_White_fore.avg"	1	"TP7"	"N170"	214	-1.945223	18	"White"	"fore"	"left"	"anterior"
"Sub18_White_fore.avg"	1	"TP8"	"N170"	163	-3.237043	18	"White"	"fore"	"right"	"anterior"
"Sub18_White_fore.avg"	1	"P7/T5"	"N170"	214	-0.401633	18	"White"	"fore"	"left"	"posterior"
"Sub19_Black_eyes.avg"	1	"P8/T6"	"N170"	168	-6.686795	19	"Black"	"eyes"	"right"	"posterior"
"Sub19_Black_eyes.avg"	1	"TP7"	"N170"	162	-2.355268	19	"Black"	"eyes"	"left"	"anterior"
"Sub19_Black_eyes.avg"	1	"TP8"	"N170"	162	-5.861098	19	"Black"	"eyes"	"right"	"anterior"
"Sub19_Black_eyes.avg"	1	"P7/T5"	"N170"	163	-4.718657	19	"Black"	"eyes"	"left"	"posterior"
"Sub19_Black_fore.avg"	1	"P8/T6"	"N170"	163	-7.794914	19	"Black"	"fore"	"right"	"posterior"
"Sub19_Black_fore.avg"	1	"TP7"	"N170"	165	-2.031229	19	"Black"	"fore"	"left"	"anterior"
"Sub19_Black_fore.avg"	1	"TP8"	"N170"	163	-7.444996	19	"Black"	"fore"	"right"	"anterior"
"Sub19_Black_fore.avg"	1	"P7/T5"	"N170"	165	-4.366858	19	"Black"	"fore"	"left"	"posterior"
"Sub19_White_eyes.avg"	1	"P8/T6"	"N170"	163	-6.318229	19	"White"	"eyes"	"right"	"posterior"
"Sub19_White_eyes.avg"	1	"TP7"	"N170"	163	-2.691541	19	"White"	"eyes"	"left"	"anterior"
"Sub19_White_eyes.avg"	1	"TP8"	"N170"	162	-6.129401	19	"White"	"eyes"	"right"	"anterior"
"Sub19_White_eyes.avg"	1	"P7/T5"	"N170"	161	-4.106249	19	"White"	"eyes"	"left"	"posterior"
"Sub19_White_fore.avg"	1	"P8/T6"	"N170"	159	-9.318198	19	"White"	"fore"	"right"	"posterior"
"Sub19_White_fore.avg"	1	"TP7"	"N170"	160	-4.055392	19	"White"	"fore"	"left"	"anterior"
"Sub19_White_fore.avg"	1	"TP8"	"N170"	160	-8.346312	19	"White"	"fore"	"right"	"anterior"
"Sub19_White_fore.avg"	1	"P7/T5"	"N170"	160	-5.444188	19	"White"	"fore"	"left"	"posterior"
"Sub20_Black_eyes.avg"	1	"P8/T6"	"N170"	166	-3.64563	20	"Black"	"eyes"	"right"	"posterior"
"Sub20_Black_eyes.avg"	1	"TP7"	"N170"	168	-0.124207	20	"Black"	"eyes"	"left"	"anterior"
"Sub20_Black_eyes.avg"	1	"TP8"	"N170"	176	-0.161133	20	"Black"	"eyes"	"right"	"anterior"
"Sub20_Black_eyes.avg"	1	"P7/T5"	"N170"	164	-4.266663	20	"Black"	"eyes"	"left"	"posterior"
"Sub20_Black_fore.avg"	1	"P8/T6"	"N170"	166	-4.467304	20	"Black"	"fore"	"right"	"posterior"
"Sub20_Black_fore.avg"	1	"TP7"	"N170"	170	-2.085172	20	"Black"	"fore"	"left"	"anterior"
"Sub20_Black_fore.avg"	1	"TP8"	"N170"	182	-2.353081	20	"Black"	"fore"	"right"	"anterior"
"Sub20_Black_fore.avg"	1	"P7/T5"	"N170"	166	-4.041232	20	"Black"	"fore"	"left"	"posterior"
"Sub20_White_eyes.avg"	1	"P8/T6"	"N170"	165	-1.947021	20	"White"	"eyes"	"right"	"posterior"
"Sub20_White_eyes.avg"	1	"TP7"	"N170"	162	0.040283	20	"White"	"eyes"	"left"	"anterior"
"Sub20_White_eyes.avg"	1	"TP8"	"N170"	166	0.231628	20	"White"	"eyes"	"right"	"anterior"
"Sub20_White_eyes.avg"	1	"P7/T5"	"N170"	163	-0.140991	20	"White"	"eyes"	"left"	"posterior"
"Sub20_White_fore.avg"	1	"P8/T6"	"N170"	167	-2.706528	20	"White"	"fore"	"right"	"posterior"
"Sub20_White_fore.avg"	1	"TP7"	"N170"	176	-0.88719	20	"White"	"fore"	"left"	"anterior"
"Sub20_White_fore.avg"	1	"TP8"	"N170"	170	0.596455	20	"White"	"fore"	"right"	"anterior"
"Sub20_White_fore.avg"	1	"P7/T5"	"N170"	172	-3.413882	20	"White"	"fore"	"left"	"posterior"
"Sub21_Black_eyes.avg"	1	"P8/T6"	"N170"	160	-3.237449	21	"Black"	"eyes"	"right"	"posterior"
"Sub21_Black_eyes.avg"	1	"TP7"	"N170"	143	-3.106586	21	"Black"	"eyes"	"left"	"anterior"
"Sub21_Black_eyes.avg"	1	"TP8"	"N170"	158	-2.355543	21	"Black"	"eyes"	"right"	"anterior"
"Sub21_Black_eyes.avg"	1	"P7/T5"	"N170"	149	-4.105132	21	"Black"	"eyes"	"left"	"posterior"
"Sub21_Black_fore.avg"	1	"P8/T6"	"N170"	185	-4.047581	21	"Black"	"fore"	"right"	"posterior"
"Sub21_Black_fore.avg"	1	"TP7"	"N170"	144	-1.551894	21	"Black"	"fore"	"left"	"anterior"
"Sub21_Black_fore.avg"	1	"TP8"	"N170"	214	-3.794436	21	"Black"	"fore"	"right"	"anterior"
"Sub21_Black_fore.avg"	1	"P7/T5"	"N170"	146	-1.560149	21	"Black"	"fore"	"left"	"posterior"
"Sub21_White_eyes.avg"	1	"P8/T6"	"N170"	177	-1.889629	21	"White"	"eyes"	"right"	"posterior"
"Sub21_White_eyes.avg"	1	"TP7"	"N170"	144	-2.414826	21	"White"	"eyes"	"left"	"anterior"
"Sub21_White_eyes.avg"	1	"TP8"	"N170"	181	-0.647022	21	"White"	"eyes"	"right"	"anterior"
"Sub21_White_eyes.avg"	1	"P7/T5"	"N170"	148	-2.344439	21	"White"	"eyes"	"left"	"posterior"
"Sub21_White_fore.avg"	1	"P8/T6"	"N170"	175	-3.646605	21	"White"	"fore"	"right"	"posterior"
"Sub21_White_fore.avg"	1	"TP7"	"N170"	148	-1.329237	21	"White"	"fore"	"left"	"anterior"
"Sub21_White_fore.avg"	1	"TP8"	"N170"	198	-3.080799	21	"White"	"fore"	"right"	"anterior"
"Sub21_White_fore.avg"	1	"P7/T5"	"N170"	154	-2.279466	21	"White"	"fore"	"left"	"posterior"
"Sub22_Black_eyes.avg"	1	"P8/T6"	"N170"	154	-6.41066	22	"Black"	"eyes"	"right"	"posterior"
"Sub22_Black_eyes.avg"	1	"TP7"	"N170"	162	-4.85131	22	"Black"	"eyes"	"left"	"anterior"
"Sub22_Black_eyes.avg"	1	"TP8"	"N170"	153	-5.176175	22	"Black"	"eyes"	"right"	"anterior"
"Sub22_Black_eyes.avg"	1	"P7/T5"	"N170"	161	-6.573092	22	"Black"	"eyes"	"left"	"posterior"
"Sub22_Black_fore.avg"	1	"P8/T6"	"N170"	158	-2.121582	22	"Black"	"fore"	"right"	"posterior"
"Sub22_Black_fore.avg"	1	"TP7"	"N170"	181	-2.792969	22	"Black"	"fore"	"left"	"anterior"
"Sub22_Black_fore.avg"	1	"TP8"	"N170"	158	-0.523682	22	"Black"	"fore"	"right"	"anterior"
"Sub22_Black_fore.avg"	1	"P7/T5"	"N170"	172	-1.994019	22	"Black"	"fore"	"left"	"posterior"
"Sub22_White_eyes.avg"	1	"P8/T6"	"N170"	155	-2.295303	22	"White"	"eyes"	"right"	"posterior"
"Sub22_White_eyes.avg"	1	"TP7"	"N170"	169	-1.896667	22	"White"	"eyes"	"left"	"anterior"
"Sub22_White_eyes.avg"	1	"TP8"	"N170"	153	-1.632309	22	"White"	"eyes"	"right"	"anterior"
"Sub22_White_eyes.avg"	1	"P7/T5"	"N170"	155	-1.900864	22	"White"	"eyes"	"left"	"posterior"
"Sub22_White_fore.avg"	1	"P8/T6"	"N170"	160	-7.960001	22	"White"	"fore"	"right"	"posterior"
"Sub22_White_fore.avg"	1	"TP7"	"N170"	168	-6.134033	22	"White"	"fore"	"left"	"anterior"
"Sub22_White_fore.avg"	1	"TP8"	"N170"	163	-5.620321	22	"White"	"fore"	"right"	"anterior"
"Sub22_White_fore.avg"	1	"P7/T5"	"N170"	166	-6.256104	22	"White"	"fore"	"left"	"posterior"
"Sub23_Black_eyes.avg"	1	"P8/T6"	"N170"	153	-13.337097	23	"Black"	"eyes"	"right"	"posterior"
"Sub23_Black_eyes.avg"	1	"TP7"	"N170"	161	-5.122681	23	"Black"	"eyes"	"left"	"anterior"
"Sub23_Black_eyes.avg"	1	"TP8"	"N170"	153	-7.136841	23	"Black"	"eyes"	"right"	"anterior"
"Sub23_Black_eyes.avg"	1	"P7/T5"	"N170"	161	-5.91156	23	"Black"	"eyes"	"left"	"posterior"
"Sub23_Black_fore.avg"	1	"P8/T6"	"N170"	160	-10.866394	23	"Black"	"fore"	"right"	"posterior"
"Sub23_Black_fore.avg"	1	"TP7"	"N170"	168	-3.444214	23	"Black"	"fore"	"left"	"anterior"
"Sub23_Black_fore.avg"	1	"TP8"	"N170"	162	-5.834351	23	"Black"	"fore"	"right"	"anterior"
"Sub23_Black_fore.avg"	1	"P7/T5"	"N170"	171	-4.686279	23	"Black"	"fore"	"left"	"posterior"
"Sub23_White_eyes.avg"	1	"P8/T6"	"N170"	149	-8.639836	23	"White"	"eyes"	"right"	"posterior"
"Sub23_White_eyes.avg"	1	"TP7"	"N170"	175	-1.465102	23	"White"	"eyes"	"left"	"anterior"
"Sub23_White_eyes.avg"	1	"TP8"	"N170"	148	-4.921606	23	"White"	"eyes"	"right"	"anterior"
"Sub23_White_eyes.avg"	1	"P7/T5"	"N170"	170	-0.034138	23	"White"	"eyes"	"left"	"posterior"
"Sub23_White_fore.avg"	1	"P8/T6"	"N170"	153	-10.997186	23	"White"	"fore"	"right"	"posterior"
"Sub23_White_fore.avg"	1	"TP7"	"N170"	174	-4.244584	23	"White"	"fore"	"left"	"anterior"
"Sub23_White_fore.avg"	1	"TP8"	"N170"	153	-5.629319	23	"White"	"fore"	"right"	"anterior"
"Sub23_White_fore.avg"	1	"P7/T5"	"N170"	173	-5.061223	23	"White"	"fore"	"left"	"posterior"
"Sub24_Black_eyes.avg"	1	"P8/T6"	"N170"	158	-11.925236	24	"Black"	"eyes"	"right"	"posterior"
"Sub24_Black_eyes.avg"	1	"TP7"	"N170"	151	-0.625364	24	"Black"	"eyes"	"left"	"anterior"
"Sub24_Black_eyes.avg"	1	"TP8"	"N170"	158	-9.689085	24	"Black"	"eyes"	"right"	"anterior"
"Sub24_Black_eyes.avg"	1	"P7/T5"	"N170"	155	-0.246356	24	"Black"	"eyes"	"left"	"posterior"
"Sub24_Black_fore.avg"	1	"P8/T6"	"N170"	181	-11.894946	24	"Black"	"fore"	"right"	"posterior"
"Sub24_Black_fore.avg"	1	"TP7"	"N170"	184	-6.948219	24	"Black"	"fore"	"left"	"anterior"
"Sub24_Black_fore.avg"	1	"TP8"	"N170"	183	-10.22598	24	"Black"	"fore"	"right"	"anterior"
"Sub24_Black_fore.avg"	1	"P7/T5"	"N170"	183	-7.515098	24	"Black"	"fore"	"left"	"posterior"
"Sub24_White_eyes.avg"	1	"P8/T6"	"N170"	162	-10.354403	24	"White"	"eyes"	"right"	"posterior"
"Sub24_White_eyes.avg"	1	"TP7"	"N170"	148	-0.865279	24	"White"	"eyes"	"left"	"anterior"
"Sub24_White_eyes.avg"	1	"TP8"	"N170"	164	-7.801977	24	"White"	"eyes"	"right"	"anterior"
"Sub24_White_eyes.avg"	1	"P7/T5"	"N170"	149	-0.002894	24	"White"	"eyes"	"left"	"posterior"
"Sub24_White_fore.avg"	1	"P8/T6"	"N170"	178	-8.411595	24	"White"	"fore"	"right"	"posterior"
"Sub24_White_fore.avg"	1	"TP7"	"N170"	183	-2.289319	24	"White"	"fore"	"left"	"anterior"
"Sub24_White_fore.avg"	1	"TP8"	"N170"	179	-6.375422	24	"White"	"fore"	"right"	"anterior"
"Sub24_White_fore.avg"	1	"P7/T5"	"N170"	183	-3.015737	24	"White"	"fore"	"left"	"posterior"
"Sub25_Black_eyes.avg"	1	"P8/T6"	"N170"	174	-0.835585	25	"Black"	"eyes"	"right"	"posterior"
"Sub25_Black_eyes.avg"	1	"TP7"	"N170"	155	0.116763	25	"Black"	"eyes"	"left"	"anterior"
"Sub25_Black_eyes.avg"	1	"TP8"	"N170"	177	-0.784501	25	"Black"	"eyes"	"right"	"anterior"
"Sub25_Black_eyes.avg"	1	"P7/T5"	"N170"	175	1.423048	25	"Black"	"eyes"	"left"	"posterior"
"Sub25_Black_fore.avg"	1	"P8/T6"	"N170"	168	1.352098	25	"Black"	"fore"	"right"	"posterior"
"Sub25_Black_fore.avg"	1	"TP7"	"N170"	214	-0.704024	25	"Black"	"fore"	"left"	"anterior"
"Sub25_Black_fore.avg"	1	"TP8"	"N170"	173	0.489553	25	"Black"	"fore"	"right"	"anterior"
"Sub25_Black_fore.avg"	1	"P7/T5"	"N170"	161	-0.592126	25	"Black"	"fore"	"left"	"posterior"
"Sub25_White_eyes.avg"	1	"P8/T6"	"N170"	172	-0.684638	25	"White"	"eyes"	"right"	"posterior"
"Sub25_White_eyes.avg"	1	"TP7"	"N170"	182	0.220851	25	"White"	"eyes"	"left"	"anterior"
"Sub25_White_eyes.avg"	1	"TP8"	"N170"	173	-1.082169	25	"White"	"eyes"	"right"	"anterior"
"Sub25_White_eyes.avg"	1	"P7/T5"	"N170"	177	-0.50354	25	"White"	"eyes"	"left"	"posterior"
"Sub25_White_fore.avg"	1	"P8/T6"	"N170"	173	1.104991	25	"White"	"fore"	"right"	"posterior"
"Sub25_White_fore.avg"	1	"TP7"	"N170"	178	0.825246	25	"White"	"fore"	"left"	"anterior"
"Sub25_White_fore.avg"	1	"TP8"	"N170"	171	0.741323	25	"White"	"fore"	"right"	"anterior"
"Sub25_White_fore.avg"	1	"P7/T5"	"N170"	175	0.734329	25	"White"	"fore"	"left"	"posterior"
"Sub26_Black_eyes.avg"	1	"P8/T6"	"N170"	170	-3.962641	26	"Black"	"eyes"	"right"	"posterior"
"Sub26_Black_eyes.avg"	1	"TP7"	"N170"	163	-2.233091	26	"Black"	"eyes"	"left"	"anterior"
"Sub26_Black_eyes.avg"	1	"TP8"	"N170"	180	-2.006862	26	"Black"	"eyes"	"right"	"anterior"
"Sub26_Black_eyes.avg"	1	"P7/T5"	"N170"	162	-5.166759	26	"Black"	"eyes"	"left"	"posterior"
"Sub26_Black_fore.avg"	1	"P8/T6"	"N170"	169	-3.189087	26	"Black"	"fore"	"right"	"posterior"
"Sub26_Black_fore.avg"	1	"TP7"	"N170"	163	-3.279227	26	"Black"	"fore"	"left"	"anterior"
"Sub26_Black_fore.avg"	1	"TP8"	"N170"	173	-0.888966	26	"Black"	"fore"	"right"	"anterior"
"Sub26_Black_fore.avg"	1	"P7/T5"	"N170"	162	-5.849768	26	"Black"	"fore"	"left"	"posterior"
"Sub26_White_eyes.avg"	1	"P8/T6"	"N170"	173	-1.300812	26	"White"	"eyes"	"right"	"posterior"
"Sub26_White_eyes.avg"	1	"TP7"	"N170"	163	-2.202988	26	"White"	"eyes"	"left"	"anterior"
"Sub26_White_eyes.avg"	1	"TP8"	"N170"	176	-0.758307	26	"White"	"eyes"	"right"	"anterior"
"Sub26_White_eyes.avg"	1	"P7/T5"	"N170"	160	-3.962381	26	"White"	"eyes"	"left"	"posterior"
"Sub26_White_fore.avg"	1	"P8/T6"	"N170"	175	-0.422845	26	"White"	"fore"	"right"	"posterior"
"Sub26_White_fore.avg"	1	"TP7"	"N170"	163	-3.941169	26	"White"	"fore"	"left"	"anterior"
"Sub26_White_fore.avg"	1	"TP8"	"N170"	214	-0.581008	26	"White"	"fore"	"right"	"anterior"
"Sub26_White_fore.avg"	1	"P7/T5"	"N170"	159	-5.690648	26	"White"	"fore"	"left"	"posterior"
"Sub27_Black_eyes.avg"	1	"P8/T6"	"N170"	170	-4.629771	27	"Black"	"eyes"	"right"	"posterior"
"Sub27_Black_eyes.avg"	1	"TP7"	"N170"	172	-3.375583	27	"Black"	"eyes"	"left"	"anterior"
"Sub27_Black_eyes.avg"	1	"TP8"	"N170"	172	-4.042307	27	"Black"	"eyes"	"right"	"anterior"
"Sub27_Black_eyes.avg"	1	"P7/T5"	"N170"	169	-4.797617	27	"Black"	"eyes"	"left"	"posterior"
"Sub27_Black_fore.avg"	1	"P8/T6"	"N170"	161	-5.677414	27	"Black"	"fore"	"right"	"posterior"
"Sub27_Black_fore.avg"	1	"TP7"	"N170"	159	-5.513763	27	"Black"	"fore"	"left"	"anterior"
"Sub27_Black_fore.avg"	1	"TP8"	"N170"	162	-4.057693	27	"Black"	"fore"	"right"	"anterior"
"Sub27_Black_fore.avg"	1	"P7/T5"	"N170"	157	-7.091522	27	"Black"	"fore"	"left"	"posterior"
"Sub27_White_eyes.avg"	1	"P8/T6"	"N170"	164	-4.459278	27	"White"	"eyes"	"right"	"posterior"
"Sub27_White_eyes.avg"	1	"TP7"	"N170"	167	-4.804044	27	"White"	"eyes"	"left"	"anterior"
"Sub27_White_eyes.avg"	1	"TP8"	"N170"	164	-2.749056	27	"White"	"eyes"	"right"	"anterior"
"Sub27_White_eyes.avg"	1	"P7/T5"	"N170"	164	-7.525882	27	"White"	"eyes"	"left"	"posterior"
"Sub27_White_fore.avg"	1	"P8/T6"	"N170"	166	-3.144917	27	"White"	"fore"	"right"	"posterior"
"Sub27_White_fore.avg"	1	"TP7"	"N170"	166	-2.800389	27	"White"	"fore"	"left"	"anterior"
"Sub27_White_fore.avg"	1	"TP8"	"N170"	167	-2.654628	27	"White"	"fore"	"right"	"anterior"
"Sub27_White_fore.avg"	1	"P7/T5"	"N170"	166	-4.209418	27	"White"	"fore"	"left"	"posterior"
"Sub28_Black_eyes.avg"	1	"P8/T6"	"N170"	174	-1.648494	28	"Black"	"eyes"	"right"	"posterior"
"Sub28_Black_eyes.avg"	1	"TP7"	"N170"	209	-2.436774	28	"Black"	"eyes"	"left"	"anterior"
"Sub28_Black_eyes.avg"	1	"TP8"	"N170"	176	-1.945223	28	"Black"	"eyes"	"right"	"anterior"
"Sub28_Black_eyes.avg"	1	"P7/T5"	"N170"	177	-2.529689	28	"Black"	"eyes"	"left"	"posterior"
"Sub28_Black_fore.avg"	1	"P8/T6"	"N170"	170	-3.872252	28	"Black"	"fore"	"right"	"posterior"
"Sub28_Black_fore.avg"	1	"TP7"	"N170"	185	-3.66318	28	"Black"	"fore"	"left"	"anterior"
"Sub28_Black_fore.avg"	1	"TP8"	"N170"	170	-4.35518	28	"Black"	"fore"	"right"	"anterior"
"Sub28_Black_fore.avg"	1	"P7/T5"	"N170"	170	-4.372848	28	"Black"	"fore"	"left"	"posterior"
"Sub28_White_eyes.avg"	1	"P8/T6"	"N170"	214	-2.114279	28	"White"	"eyes"	"right"	"posterior"
"Sub28_White_eyes.avg"	1	"TP7"	"N170"	214	-4.646703	28	"White"	"eyes"	"left"	"anterior"
"Sub28_White_eyes.avg"	1	"TP8"	"N170"	214	-4.35518	28	"White"	"eyes"	"right"	"anterior"
"Sub28_White_eyes.avg"	1	"P7/T5"	"N170"	214	-4.814549	28	"White"	"eyes"	"left"	"posterior"
"Sub28_White_fore.avg"	1	"P8/T6"	"N170"	214	-1.194188	28	"White"	"fore"	"right"	"posterior"
"Sub28_White_fore.avg"	1	"TP7"	"N170"	214	-3.431226	28	"White"	"fore"	"left"	"anterior"
"Sub28_White_fore.avg"	1	"TP8"	"N170"	214	-2.81212	28	"White"	"fore"	"right"	"anterior"
"Sub28_White_fore.avg"	1	"P7/T5"	"N170"	214	-3.442233	28	"White"	"fore"	"left"	"posterior"
"Sub29_Black_eyes.avg"	1	"P8/T6"	"N170"	157	-5.259196	29	"Black"	"eyes"	"right"	"posterior"
"Sub29_Black_eyes.avg"	1	"TP7"	"N170"	175	-1.973131	29	"Black"	"eyes"	"left"	"anterior"
"Sub29_Black_eyes.avg"	1	"TP8"	"N170"	160	-4.102919	29	"Black"	"eyes"	"right"	"anterior"
"Sub29_Black_eyes.avg"	1	"P7/T5"	"N170"	172	-1.555379	29	"Black"	"eyes"	"left"	"posterior"
"Sub29_Black_fore.avg"	1	"P8/T6"	"N170"	167	-2.867095	29	"Black"	"fore"	"right"	"posterior"
"Sub29_Black_fore.avg"	1	"TP7"	"N170"	183	-0.551496	29	"Black"	"fore"	"left"	"anterior"
"Sub29_Black_fore.avg"	1	"TP8"	"N170"	171	-4.02147	29	"Black"	"fore"	"right"	"anterior"
"Sub29_Black_fore.avg"	1	"P7/T5"	"N170"	179	-0.051382	29	"Black"	"fore"	"left"	"posterior"
"Sub29_White_eyes.avg"	1	"P8/T6"	"N170"	155	-2.741496	29	"White"	"eyes"	"right"	"posterior"
"Sub29_White_eyes.avg"	1	"TP7"	"N170"	188	-2.445766	29	"White"	"eyes"	"left"	"anterior"
"Sub29_White_eyes.avg"	1	"TP8"	"N170"	158	-2.253941	29	"White"	"eyes"	"right"	"anterior"
"Sub29_White_eyes.avg"	1	"P7/T5"	"N170"	175	-2.006167	29	"White"	"eyes"	"left"	"posterior"
