"Source.File"	"Sweep.Number"	"Electrode"	"Marker"	"Latency"	"Peak"	"Subject"	"faceRace"	"FixArea"	"Hemisphere"	"Coronal"
"Sub29_White_fore.avg"	1	"P8/T6"	"N170"	159	-4.52501	29	"White"	"fore"	"right"	"posterior"
"Sub29_White_fore.avg"	1	"TP7"	"N170"	214	-2.760907	29	"White"	"fore"	"left"	"anterior"
"Sub29_White_fore.avg"	1	"TP8"	"N170"	161	-4.891532	29	"White"	"fore"	"right"	"anterior"
"Sub29_White_fore.avg"	1	"P7/T5"	"N170"	172	-1.70587	29	"White"	"fore"	"left"	"posterior"
"Sub30_Black_eyes.avg"	1	"P8/T6"	"N170"	152	-6.949394	30	"Black"	"eyes"	"right"	"posterior"
"Sub30_Black_eyes.avg"	1	"TP7"	"N170"	146	-5.076008	30	"Black"	"eyes"	"left"	"anterior"
"Sub30_Black_eyes.avg"	1	"TP8"	"N170"	152	-3.180965	30	"Black"	"eyes"	"right"	"anterior"
"Sub30_Black_eyes.avg"	1	"P7/T5"	"N170"	145	-9.624112	30	"Black"	"eyes"	"left"	"posterior"
"Sub30_Black_fore.avg"	1	"P8/T6"	"N170"	162	-7.752419	30	"Black"	"fore"	"right"	"posterior"
"Sub30_Black_fore.avg"	1	"TP7"	"N170"	161	-6.186724	30	"Black"	"fore"	"left"	"anterior"
"Sub30_Black_fore.avg"	1	"TP8"	"N170"	163	-4.636765	30	"Black"	"fore"	"right"	"anterior"
"Sub30_Black_fore.avg"	1	"P7/T5"	"N170"	147	-10.495663	30	"Black"	"fore"	"left"	"posterior"
"Sub30_White_eyes.avg"	1	"P8/T6"	"N170"	157	-5.679715	30	"White"	"eyes"	"right"	"posterior"
"Sub30_White_eyes.avg"	1	"TP7"	"N170"	145	-4.572468	30	"White"	"eyes"	"left"	"anterior"
"Sub30_White_eyes.avg"	1	"TP8"	"N170"	163	-2.471678	30	"White"	"eyes"	"right"	"anterior"
"Sub30_White_eyes.avg"	1	"P7/T5"	"N170"	146	-8.61974	30	"White"	"eyes"	"left"	"posterior"
"Sub30_White_fore.avg"	1	"P8/T6"	"N170"	153	-6.807116	30	"White"	"fore"	"right"	"posterior"
"Sub30_White_fore.avg"	1	"TP7"	"N170"	149	-5.360437	30	"White"	"fore"	"left"	"anterior"
"Sub30_White_fore.avg"	1	"TP8"	"N170"	156	-3.916423	30	"White"	"fore"	"right"	"anterior"
"Sub30_White_fore.avg"	1	"P7/T5"	"N170"	149	-9.7431	30	"White"	"fore"	"left"	"posterior"
"Sub31_Black_eyes.avg"	1	"P8/T6"	"N170"	159	-4.051741	31	"Black"	"eyes"	"right"	"posterior"
"Sub31_Black_eyes.avg"	1	"TP7"	"N170"	177	-0.925108	31	"Black"	"eyes"	"left"	"anterior"
"Sub31_Black_eyes.avg"	1	"TP8"	"N170"	178	-0.612836	31	"Black"	"eyes"	"right"	"anterior"
"Sub31_Black_eyes.avg"	1	"P7/T5"	"N170"	175	-3.118825	31	"Black"	"eyes"	"left"	"posterior"
"Sub31_Black_fore.avg"	1	"P8/T6"	"N170"	196	-6.332716	31	"Black"	"fore"	"right"	"posterior"
"Sub31_Black_fore.avg"	1	"TP7"	"N170"	196	-2.216975	31	"Black"	"fore"	"left"	"anterior"
"Sub31_Black_fore.avg"	1	"TP8"	"N170"	199	-4.147212	31	"Black"	"fore"	"right"	"anterior"
"Sub31_Black_fore.avg"	1	"P7/T5"	"N170"	196	-3.661156	31	"Black"	"fore"	"left"	"posterior"
"Sub31_White_eyes.avg"	1	"P8/T6"	"N170"	186	-2.655707	31	"White"	"eyes"	"right"	"posterior"
"Sub31_White_eyes.avg"	1	"TP7"	"N170"	210	-2.782525	31	"White"	"eyes"	"left"	"anterior"
"Sub31_White_eyes.avg"	1	"TP8"	"N170"	208	-2.085029	31	"White"	"eyes"	"right"	"anterior"
"Sub31_White_eyes.avg"	1	"P7/T5"	"N170"	190	-3.420342	31	"White"	"eyes"	"left"	"posterior"
"Sub31_White_fore.avg"	1	"P8/T6"	"N170"	161	-7.297974	31	"White"	"fore"	"right"	"posterior"
"Sub31_White_fore.avg"	1	"TP7"	"N170"	178	-4.263306	31	"White"	"fore"	"left"	"anterior"
"Sub31_White_fore.avg"	1	"TP8"	"N170"	214	-4.370728	31	"White"	"fore"	"right"	"anterior"
"Sub31_White_fore.avg"	1	"P7/T5"	"N170"	177	-6.797791	31	"White"	"fore"	"left"	"posterior"
"Sub32_Black_eyes.avg"	1	"P8/T6"	"N170"	200	-3.234276	32	"Black"	"eyes"	"right"	"posterior"
"Sub32_Black_eyes.avg"	1	"TP7"	"N170"	207	-1.91087	32	"Black"	"eyes"	"left"	"anterior"
"Sub32_Black_eyes.avg"	1	"TP8"	"N170"	163	-2.633902	32	"Black"	"eyes"	"right"	"anterior"
"Sub32_Black_eyes.avg"	1	"P7/T5"	"N170"	210	-3.3182	32	"Black"	"eyes"	"left"	"posterior"
"Sub32_Black_fore.avg"	1	"P8/T6"	"N170"	130	-5.145369	32	"Black"	"fore"	"right"	"posterior"
"Sub32_Black_fore.avg"	1	"TP7"	"N170"	157	-0.329906	32	"Black"	"fore"	"left"	"anterior"
"Sub32_Black_fore.avg"	1	"TP8"	"N170"	130	-2.980726	32	"Black"	"fore"	"right"	"anterior"
"Sub32_Black_fore.avg"	1	"P7/T5"	"N170"	130	-2.639244	32	"Black"	"fore"	"left"	"posterior"
"Sub32_White_eyes.avg"	1	"P8/T6"	"N170"	211	-4.825592	32	"White"	"eyes"	"right"	"posterior"
"Sub32_White_eyes.avg"	1	"TP7"	"N170"	210	-2.493722	32	"White"	"eyes"	"left"	"anterior"
"Sub32_White_eyes.avg"	1	"TP8"	"N170"	209	-3.746578	32	"White"	"eyes"	"right"	"anterior"
"Sub32_White_eyes.avg"	1	"P7/T5"	"N170"	210	-5.149296	32	"White"	"eyes"	"left"	"posterior"
"Sub32_White_fore.avg"	1	"P8/T6"	"N170"	149	-0.034727	32	"White"	"fore"	"right"	"posterior"
"Sub32_White_fore.avg"	1	"TP7"	"N170"	195	2.656608	32	"White"	"fore"	"left"	"anterior"
"Sub32_White_fore.avg"	1	"TP8"	"N170"	148	0.312542	32	"White"	"fore"	"right"	"anterior"
"Sub32_White_fore.avg"	1	"P7/T5"	"N170"	154	0.856597	32	"White"	"fore"	"left"	"posterior"
"Sub33_Black_eyes.avg"	1	"P8/T6"	"N170"	161	-7.900783	33	"Black"	"eyes"	"right"	"posterior"
"Sub33_Black_eyes.avg"	1	"TP7"	"N170"	159	-2.050127	33	"Black"	"eyes"	"left"	"anterior"
"Sub33_Black_eyes.avg"	1	"TP8"	"N170"	159	-4.867554	33	"Black"	"eyes"	"right"	"anterior"
"Sub33_Black_eyes.avg"	1	"P7/T5"	"N170"	162	-8.542197	33	"Black"	"eyes"	"left"	"posterior"
"Sub33_Black_fore.avg"	1	"P8/T6"	"N170"	166	-11.788432	33	"Black"	"fore"	"right"	"posterior"
"Sub33_Black_fore.avg"	1	"TP7"	"N170"	158	-8.006287	33	"Black"	"fore"	"left"	"anterior"
"Sub33_Black_fore.avg"	1	"TP8"	"N170"	158	-7.922363	33	"Black"	"fore"	"right"	"anterior"
"Sub33_Black_fore.avg"	1	"P7/T5"	"N170"	161	-13.131206	33	"Black"	"fore"	"left"	"posterior"
"Sub33_White_eyes.avg"	1	"P8/T6"	"N170"	162	-6.04248	33	"White"	"eyes"	"right"	"posterior"
"Sub33_White_eyes.avg"	1	"TP7"	"N170"	163	-0.995504	33	"White"	"eyes"	"left"	"anterior"
"Sub33_White_eyes.avg"	1	"TP8"	"N170"	192	-3.414812	33	"White"	"eyes"	"right"	"anterior"
"Sub33_White_eyes.avg"	1	"P7/T5"	"N170"	163	-3.8952	33	"White"	"eyes"	"left"	"posterior"
"Sub33_White_fore.avg"	1	"P8/T6"	"N170"	169	-2.763875	33	"White"	"fore"	"right"	"posterior"
"Sub33_White_fore.avg"	1	"TP7"	"N170"	170	1.930237	33	"White"	"fore"	"left"	"anterior"
"Sub33_White_fore.avg"	1	"TP8"	"N170"	169	-0.811259	33	"White"	"fore"	"right"	"anterior"
"Sub33_White_fore.avg"	1	"P7/T5"	"N170"	169	-2.198792	33	"White"	"fore"	"left"	"posterior"
"Sub34_Black_eyes.avg"	1	"P8/T6"	"N170"	167	0.353677	34	"Black"	"eyes"	"right"	"posterior"
"Sub34_Black_eyes.avg"	1	"TP7"	"N170"	168	1.89427	34	"Black"	"eyes"	"left"	"anterior"
"Sub34_Black_eyes.avg"	1	"TP8"	"N170"	166	1.606532	34	"Black"	"eyes"	"right"	"anterior"
"Sub34_Black_eyes.avg"	1	"P7/T5"	"N170"	168	0.353677	34	"Black"	"eyes"	"left"	"posterior"
"Sub34_Black_fore.avg"	1	"P8/T6"	"N170"	164	-2.974938	34	"Black"	"fore"	"right"	"posterior"
"Sub34_Black_fore.avg"	1	"TP7"	"N170"	196	-1.00708	34	"Black"	"fore"	"left"	"anterior"
"Sub34_Black_fore.avg"	1	"TP8"	"N170"	164	-1.985221	34	"Black"	"fore"	"right"	"anterior"
"Sub34_Black_fore.avg"	1	"P7/T5"	"N170"	195	0.943414	34	"Black"	"fore"	"left"	"posterior"
"Sub34_White_eyes.avg"	1	"P8/T6"	"N170"	168	-2.499555	34	"White"	"eyes"	"right"	"posterior"
"Sub34_White_eyes.avg"	1	"TP7"	"N170"	171	-3.366006	34	"White"	"eyes"	"left"	"anterior"
"Sub34_White_eyes.avg"	1	"TP8"	"N170"	171	-1.315555	34	"White"	"eyes"	"right"	"anterior"
"Sub34_White_eyes.avg"	1	"P7/T5"	"N170"	169	-3.297961	34	"White"	"eyes"	"left"	"posterior"
"Sub34_White_fore.avg"	1	"P8/T6"	"N170"	168	-2.613613	34	"White"	"fore"	"right"	"posterior"
"Sub34_White_fore.avg"	1	"TP7"	"N170"	168	-2.752686	34	"White"	"fore"	"left"	"anterior"
"Sub34_White_fore.avg"	1	"TP8"	"N170"	167	-1.942226	34	"White"	"fore"	"right"	"anterior"
"Sub34_White_fore.avg"	1	"P7/T5"	"N170"	167	-3.059605	34	"White"	"fore"	"left"	"posterior"
"Sub35_Black_eyes.avg"	1	"P8/T6"	"N170"	171	-5.045677	35	"Black"	"eyes"	"right"	"posterior"
"Sub35_Black_eyes.avg"	1	"TP7"	"N170"	166	-4.322908	35	"Black"	"eyes"	"left"	"anterior"
"Sub35_Black_eyes.avg"	1	"TP8"	"N170"	172	-3.932408	35	"Black"	"eyes"	"right"	"anterior"
"Sub35_Black_eyes.avg"	1	"P7/T5"	"N170"	166	-6.717293	35	"Black"	"eyes"	"left"	"posterior"
"Sub35_Black_fore.avg"	1	"P8/T6"	"N170"	176	-1.52181	35	"Black"	"fore"	"right"	"posterior"
"Sub35_Black_fore.avg"	1	"TP7"	"N170"	173	-2.491591	35	"Black"	"fore"	"left"	"anterior"
"Sub35_Black_fore.avg"	1	"TP8"	"N170"	179	-1.00335	35	"Black"	"fore"	"right"	"anterior"
"Sub35_Black_fore.avg"	1	"P7/T5"	"N170"	173	-5.04286	35	"Black"	"fore"	"left"	"posterior"
"Sub35_White_eyes.avg"	1	"P8/T6"	"N170"	174	-1.920553	35	"White"	"eyes"	"right"	"posterior"
"Sub35_White_eyes.avg"	1	"TP7"	"N170"	170	-1.55581	35	"White"	"eyes"	"left"	"anterior"
"Sub35_White_eyes.avg"	1	"TP8"	"N170"	174	-1.313723	35	"White"	"eyes"	"right"	"anterior"
"Sub35_White_eyes.avg"	1	"P7/T5"	"N170"	168	-2.788837	35	"White"	"eyes"	"left"	"posterior"
"Sub35_White_fore.avg"	1	"P8/T6"	"N170"	168	-3.088379	35	"White"	"fore"	"right"	"posterior"
"Sub35_White_fore.avg"	1	"TP7"	"N170"	169	-3.379313	35	"White"	"fore"	"left"	"anterior"
"Sub35_White_fore.avg"	1	"TP8"	"N170"	163	-2.786255	35	"White"	"fore"	"right"	"anterior"
"Sub35_White_fore.avg"	1	"P7/T5"	"N170"	167	-5.218167	35	"White"	"fore"	"left"	"posterior"
"Sub36_Black_eyes.avg"	1	"P8/T6"	"N170"	162	4.332181	36	"Black"	"eyes"	"right"	"posterior"
"Sub36_Black_eyes.avg"	1	"TP7"	"N170"	175	3.134103	36	"Black"	"eyes"	"left"	"anterior"
"Sub36_Black_eyes.avg"	1	"TP8"	"N170"	166	2.937317	36	"Black"	"eyes"	"right"	"anterior"
"Sub36_Black_eyes.avg"	1	"P7/T5"	"N170"	175	3.834429	36	"Black"	"eyes"	"left"	"posterior"
"Sub36_Black_fore.avg"	1	"P8/T6"	"N170"	169	4.417964	36	"Black"	"fore"	"right"	"posterior"
"Sub36_Black_fore.avg"	1	"TP7"	"N170"	174	3.030232	36	"Black"	"fore"	"left"	"anterior"
"Sub36_Black_fore.avg"	1	"TP8"	"N170"	170	3.090177	36	"Black"	"fore"	"right"	"anterior"
"Sub36_Black_fore.avg"	1	"P7/T5"	"N170"	175	3.341947	36	"Black"	"fore"	"left"	"posterior"
"Sub36_White_eyes.avg"	1	"P8/T6"	"N170"	164	2.445766	36	"White"	"eyes"	"right"	"posterior"
"Sub36_White_eyes.avg"	1	"TP7"	"N170"	173	2.640588	36	"White"	"eyes"	"left"	"anterior"
"Sub36_White_eyes.avg"	1	"TP8"	"N170"	168	1.22588	36	"White"	"eyes"	"right"	"anterior"
"Sub36_White_eyes.avg"	1	"P7/T5"	"N170"	173	2.913339	36	"White"	"eyes"	"left"	"posterior"
"Sub36_White_fore.avg"	1	"P8/T6"	"N170"	160	3.382756	36	"White"	"fore"	"right"	"posterior"
"Sub36_White_fore.avg"	1	"TP7"	"N170"	188	0.881195	36	"White"	"fore"	"left"	"anterior"
"Sub36_White_fore.avg"	1	"TP8"	"N170"	159	2.104539	36	"White"	"fore"	"right"	"anterior"
"Sub36_White_fore.avg"	1	"P7/T5"	"N170"	181	2.085172	36	"White"	"fore"	"left"	"posterior"
"Sub37_Black_eyes.avg"	1	"P8/T6"	"N170"	152	-12.378693	37	"Black"	"eyes"	"right"	"posterior"
"Sub37_Black_eyes.avg"	1	"TP7"	"N170"	147	-7.295736	37	"Black"	"eyes"	"left"	"anterior"
"Sub37_Black_eyes.avg"	1	"TP8"	"N170"	150	-8.204906	37	"Black"	"eyes"	"right"	"anterior"
"Sub37_Black_eyes.avg"	1	"P7/T5"	"N170"	149	-11.578624	37	"Black"	"eyes"	"left"	"posterior"
"Sub37_Black_fore.avg"	1	"P8/T6"	"N170"	161	-10.07669	37	"Black"	"fore"	"right"	"posterior"
"Sub37_Black_fore.avg"	1	"TP7"	"N170"	178	-5.321034	37	"Black"	"fore"	"left"	"anterior"
"Sub37_Black_fore.avg"	1	"TP8"	"N170"	152	-5.376983	37	"Black"	"fore"	"right"	"anterior"
"Sub37_Black_fore.avg"	1	"P7/T5"	"N170"	155	-8.318717	37	"Black"	"fore"	"left"	"posterior"
"Sub37_White_eyes.avg"	1	"P8/T6"	"N170"	155	-7.965605	37	"White"	"eyes"	"right"	"posterior"
"Sub37_White_eyes.avg"	1	"TP7"	"N170"	145	-5.721012	37	"White"	"eyes"	"left"	"anterior"
"Sub37_White_eyes.avg"	1	"TP8"	"N170"	151	-4.489187	37	"White"	"eyes"	"right"	"anterior"
"Sub37_White_eyes.avg"	1	"P7/T5"	"N170"	146	-10.008214	37	"White"	"eyes"	"left"	"posterior"
"Sub37_White_fore.avg"	1	"P8/T6"	"N170"	151	-6.66243	37	"White"	"fore"	"right"	"posterior"
"Sub37_White_fore.avg"	1	"TP7"	"N170"	146	-2.084548	37	"White"	"fore"	"left"	"anterior"
"Sub37_White_fore.avg"	1	"TP8"	"N170"	149	-3.914618	37	"White"	"fore"	"right"	"anterior"
"Sub37_White_fore.avg"	1	"P7/T5"	"N170"	147	-5.051644	37	"White"	"fore"	"left"	"posterior"
"Sub38_Black_eyes.avg"	1	"P8/T6"	"N170"	152	-8.308411	38	"Black"	"eyes"	"right"	"posterior"
"Sub38_Black_eyes.avg"	1	"TP7"	"N170"	148	-5.297661	38	"Black"	"eyes"	"left"	"anterior"
"Sub38_Black_eyes.avg"	1	"TP8"	"N170"	153	-4.727682	38	"Black"	"eyes"	"right"	"anterior"
"Sub38_Black_eyes.avg"	1	"P7/T5"	"N170"	147	-13.025601	38	"Black"	"eyes"	"left"	"posterior"
"Sub38_Black_fore.avg"	1	"P8/T6"	"N170"	155	-11.378606	38	"Black"	"fore"	"right"	"posterior"
"Sub38_Black_fore.avg"	1	"TP7"	"N170"	147	-6.018003	38	"Black"	"fore"	"left"	"anterior"
"Sub38_Black_fore.avg"	1	"TP8"	"N170"	155	-7.577578	38	"Black"	"fore"	"right"	"anterior"
"Sub38_Black_fore.avg"	1	"P7/T5"	"N170"	150	-15.522321	38	"Black"	"fore"	"left"	"posterior"
"Sub38_White_eyes.avg"	1	"P8/T6"	"N170"	153	-4.295505	38	"White"	"eyes"	"right"	"posterior"
"Sub38_White_eyes.avg"	1	"TP7"	"N170"	148	-0.006851	38	"White"	"eyes"	"left"	"anterior"
"Sub38_White_eyes.avg"	1	"TP8"	"N170"	156	-1.270839	38	"White"	"eyes"	"right"	"anterior"
"Sub38_White_eyes.avg"	1	"P7/T5"	"N170"	146	-7.094091	38	"White"	"eyes"	"left"	"posterior"
"Sub38_White_fore.avg"	1	"P8/T6"	"N170"	158	-2.85689	38	"White"	"fore"	"right"	"posterior"
"Sub38_White_fore.avg"	1	"TP7"	"N170"	159	-1.43369	38	"White"	"fore"	"left"	"anterior"
"Sub38_White_fore.avg"	1	"TP8"	"N170"	158	-1.709938	38	"White"	"fore"	"right"	"anterior"
"Sub38_White_fore.avg"	1	"P7/T5"	"N170"	149	-7.364273	38	"White"	"fore"	"left"	"posterior"
"Sub39_Black_eyes.avg"	1	"P8/T6"	"N170"	162	-16.784668	39	"Black"	"eyes"	"right"	"posterior"
"Sub39_Black_eyes.avg"	1	"TP7"	"N170"	163	-2.476671	39	"Black"	"eyes"	"left"	"anterior"
"Sub39_Black_eyes.avg"	1	"TP8"	"N170"	160	-7.403903	39	"Black"	"eyes"	"right"	"anterior"
"Sub39_Black_eyes.avg"	1	"P7/T5"	"N170"	164	-9.60083	39	"Black"	"eyes"	"left"	"posterior"
"Sub39_Black_fore.avg"	1	"P8/T6"	"N170"	161	-20.15873	39	"Black"	"fore"	"right"	"posterior"
"Sub39_Black_fore.avg"	1	"TP7"	"N170"	161	-5.247778	39	"Black"	"fore"	"left"	"anterior"
"Sub39_Black_fore.avg"	1	"TP8"	"N170"	159	-11.166943	39	"Black"	"fore"	"right"	"anterior"
"Sub39_Black_fore.avg"	1	"P7/T5"	"N170"	163	-11.876009	39	"Black"	"fore"	"left"	"posterior"
"Sub39_White_eyes.avg"	1	"P8/T6"	"N170"	162	-12.64445	39	"White"	"eyes"	"right"	"posterior"
"Sub39_White_eyes.avg"	1	"TP7"	"N170"	172	-1.171197	39	"White"	"eyes"	"left"	"anterior"
"Sub39_White_eyes.avg"	1	"TP8"	"N170"	159	-5.889554	39	"White"	"eyes"	"right"	"anterior"
"Sub39_White_eyes.avg"	1	"P7/T5"	"N170"	170	-6.07605	39	"White"	"eyes"	"left"	"posterior"
"Sub39_White_fore.avg"	1	"P8/T6"	"N170"	163	-14.2134	39	"White"	"fore"	"right"	"posterior"
"Sub39_White_fore.avg"	1	"TP7"	"N170"	160	-2.914104	39	"White"	"fore"	"left"	"anterior"
"Sub39_White_fore.avg"	1	"TP8"	"N170"	162	-6.660299	39	"White"	"fore"	"right"	"anterior"
"Sub39_White_fore.avg"	1	"P7/T5"	"N170"	163	-8.367335	39	"White"	"fore"	"left"	"posterior"
"Sub40_Black_eyes.avg"	1	"P8/T6"	"N170"	169	-1.298603	40	"Black"	"eyes"	"right"	"posterior"
"Sub40_Black_eyes.avg"	1	"TP7"	"N170"	130	-1.669633	40	"Black"	"eyes"	"left"	"anterior"
"Sub40_Black_eyes.avg"	1	"TP8"	"N170"	171	-0.980578	40	"Black"	"eyes"	"right"	"anterior"
"Sub40_Black_eyes.avg"	1	"P7/T5"	"N170"	130	-0.59188	40	"Black"	"eyes"	"left"	"posterior"
"Sub40_Black_fore.avg"	1	"P8/T6"	"N170"	161	3.231812	40	"Black"	"fore"	"right"	"posterior"
"Sub40_Black_fore.avg"	1	"TP7"	"N170"	143	0.576782	40	"Black"	"fore"	"left"	"anterior"
"Sub40_Black_fore.avg"	1	"TP8"	"N170"	167	1.544189	40	"Black"	"fore"	"right"	"anterior"
"Sub40_Black_fore.avg"	1	"P7/T5"	"N170"	138	1.733398	40	"Black"	"fore"	"left"	"posterior"
"Sub40_White_eyes.avg"	1	"P8/T6"	"N170"	172	-0.827455	40	"White"	"eyes"	"right"	"posterior"
"Sub40_White_eyes.avg"	1	"TP7"	"N170"	130	0.244408	40	"White"	"eyes"	"left"	"anterior"
"Sub40_White_eyes.avg"	1	"TP8"	"N170"	172	-0.715557	40	"White"	"eyes"	"right"	"anterior"
"Sub40_White_eyes.avg"	1	"P7/T5"	"N170"	172	1.027693	40	"White"	"eyes"	"left"	"posterior"
"Sub40_White_fore.avg"	1	"P8/T6"	"N170"	172	0.080815	40	"White"	"fore"	"right"	"posterior"
"Sub40_White_fore.avg"	1	"TP7"	"N170"	130	-1.02573	40	"White"	"fore"	"left"	"anterior"
"Sub40_White_fore.avg"	1	"TP8"	"N170"	173	0.183388	40	"White"	"fore"	"right"	"anterior"
"Sub40_White_fore.avg"	1	"P7/T5"	"N170"	175	-0.139872	40	"White"	"fore"	"left"	"posterior"
"Sub41_Black_eyes.avg"	1	"P8/T6"	"N170"	159	-0.861402	41	"Black"	"eyes"	"right"	"posterior"
"Sub41_Black_eyes.avg"	1	"TP7"	"N170"	173	-0.80123	41	"Black"	"eyes"	"left"	"anterior"
"Sub41_Black_eyes.avg"	1	"TP8"	"N170"	177	-0.551044	41	"Black"	"eyes"	"right"	"anterior"
"Sub41_Black_eyes.avg"	1	"P7/T5"	"N170"	164	-3.749631	41	"Black"	"eyes"	"left"	"posterior"
"Sub41_Black_fore.avg"	1	"P8/T6"	"N170"	156	-6.321169	41	"Black"	"fore"	"right"	"posterior"
"Sub41_Black_fore.avg"	1	"TP7"	"N170"	171	-2.337186	41	"Black"	"fore"	"left"	"anterior"
"Sub41_Black_fore.avg"	1	"TP8"	"N170"	157	-3.844639	41	"Black"	"fore"	"right"	"anterior"
"Sub41_Black_fore.avg"	1	"P7/T5"	"N170"	167	-5.871467	41	"Black"	"fore"	"left"	"posterior"
"Sub41_White_eyes.avg"	1	"P8/T6"	"N170"	158	-4.101563	41	"White"	"eyes"	"right"	"posterior"
"Sub41_White_eyes.avg"	1	"TP7"	"N170"	208	0.054932	41	"White"	"eyes"	"left"	"anterior"
"Sub41_White_eyes.avg"	1	"TP8"	"N170"	160	-2.529907	41	"White"	"eyes"	"right"	"anterior"
"Sub41_White_eyes.avg"	1	"P7/T5"	"N170"	160	-3.253174	41	"White"	"eyes"	"left"	"posterior"
"Sub41_White_fore.avg"	1	"P8/T6"	"N170"	159	-4.839051	41	"White"	"fore"	"right"	"posterior"
"Sub41_White_fore.avg"	1	"TP7"	"N170"	170	-2.872395	41	"White"	"fore"	"left"	"anterior"
"Sub41_White_fore.avg"	1	"TP8"	"N170"	165	-2.929399	41	"White"	"fore"	"right"	"anterior"
"Sub41_White_fore.avg"	1	"P7/T5"	"N170"	166	-5.203247	41	"White"	"fore"	"left"	"posterior"
"Sub42_Black_eyes.avg"	1	"P8/T6"	"N170"	165	-5.617449	42	"Black"	"eyes"	"right"	"posterior"
"Sub42_Black_eyes.avg"	1	"TP7"	"N170"	168	-3.903789	42	"Black"	"eyes"	"left"	"anterior"
"Sub42_Black_eyes.avg"	1	"TP8"	"N170"	167	-3.508537	42	"Black"	"eyes"	"right"	"anterior"
"Sub42_Black_eyes.avg"	1	"P7/T5"	"N170"	167	-6.288836	42	"Black"	"eyes"	"left"	"posterior"
"Sub42_Black_fore.avg"	1	"P8/T6"	"N170"	162	-7.116167	42	"Black"	"fore"	"right"	"posterior"
"Sub42_Black_fore.avg"	1	"TP7"	"N170"	173	-4.206824	42	"Black"	"fore"	"left"	"anterior"
"Sub42_Black_fore.avg"	1	"TP8"	"N170"	161	-5.043393	42	"Black"	"fore"	"right"	"anterior"
"Sub42_Black_fore.avg"	1	"P7/T5"	"N170"	171	-6.556677	42	"Black"	"fore"	"left"	"posterior"
"Sub42_White_eyes.avg"	1	"P8/T6"	"N170"	168	-2.995636	42	"White"	"eyes"	"right"	"posterior"
"Sub42_White_eyes.avg"	1	"TP7"	"N170"	173	-2.210455	42	"White"	"eyes"	"left"	"anterior"
"Sub42_White_eyes.avg"	1	"TP8"	"N170"	171	-1.795106	42	"White"	"eyes"	"right"	"anterior"
"Sub42_White_eyes.avg"	1	"P7/T5"	"N170"	168	-3.12081	42	"White"	"eyes"	"left"	"posterior"
"Sub42_White_fore.avg"	1	"P8/T6"	"N170"	163	-5.086837	42	"White"	"fore"	"right"	"posterior"
"Sub42_White_fore.avg"	1	"TP7"	"N170"	213	-0.500833	42	"White"	"fore"	"left"	"anterior"
"Sub42_White_fore.avg"	1	"TP8"	"N170"	164	-4.093293	42	"White"	"fore"	"right"	"anterior"
"Sub42_White_fore.avg"	1	"P7/T5"	"N170"	176	-2.038525	42	"White"	"fore"	"left"	"posterior"
"Sub43_Black_eyes.avg"	1	"P8/T6"	"N170"	153	-10.040283	43	"Black"	"eyes"	"right"	"posterior"
"Sub43_Black_eyes.avg"	1	"TP7"	"N170"	157	-2.862549	43	"Black"	"eyes"	"left"	"anterior"
"Sub43_Black_eyes.avg"	1	"TP8"	"N170"	153	-5.57251	43	"Black"	"eyes"	"right"	"anterior"
"Sub43_Black_eyes.avg"	1	"P7/T5"	"N170"	161	-7.330322	43	"Black"	"eyes"	"left"	"posterior"
"Sub43_Black_fore.avg"	1	"P8/T6"	"N170"	156	-8.647332	43	"Black"	"fore"	"right"	"posterior"
"Sub43_Black_fore.avg"	1	"TP7"	"N170"	169	-2.107767	43	"Black"	"fore"	"left"	"anterior"
"Sub43_Black_fore.avg"	1	"TP8"	"N170"	157	-6.023114	43	"Black"	"fore"	"right"	"anterior"
"Sub43_Black_fore.avg"	1	"P7/T5"	"N170"	166	-5.797166	43	"Black"	"fore"	"left"	"posterior"
"Sub43_White_eyes.avg"	1	"P8/T6"	"N170"	153	-7.96992	43	"White"	"eyes"	"right"	"posterior"
"Sub43_White_eyes.avg"	1	"TP7"	"N170"	181	-2.707927	43	"White"	"eyes"	"left"	"anterior"
"Sub43_White_eyes.avg"	1	"TP8"	"N170"	154	-5.010223	43	"White"	"eyes"	"right"	"anterior"
"Sub43_White_eyes.avg"	1	"P7/T5"	"N170"	158	-5.82428	43	"White"	"eyes"	"left"	"posterior"
"Sub43_White_fore.avg"	1	"P8/T6"	"N170"	154	-10.850292	43	"White"	"fore"	"right"	"posterior"
"Sub43_White_fore.avg"	1	"TP7"	"N170"	165	-6.858955	43	"White"	"fore"	"left"	"anterior"
"Sub43_White_fore.avg"	1	"TP8"	"N170"	155	-7.544566	43	"White"	"fore"	"right"	"anterior"
"Sub43_White_fore.avg"	1	"P7/T5"	"N170"	165	-9.854591	43	"White"	"fore"	"left"	"posterior"
"Sub44_Black_eyes.avg"	1	"P8/T6"	"N170"	173	-14.672597	44	"Black"	"eyes"	"right"	"posterior"
"Sub44_Black_eyes.avg"	1	"TP7"	"N170"	164	-2.377828	44	"Black"	"eyes"	"left"	"anterior"
"Sub44_Black_eyes.avg"	1	"TP8"	"N170"	173	-9.771474	44	"Black"	"eyes"	"right"	"anterior"
"Sub44_Black_eyes.avg"	1	"P7/T5"	"N170"	160	-7.446798	44	"Black"	"eyes"	"left"	"posterior"
