-4.7052e-05	0.00013877	-4.9515e-05	-0.00022042	0.00024935	-1.1698e-05	-0.0002596	0.00032757	1.958e-05	-0.00032193	0.00038146	2.9464e-05	-0.00036437	-0.00033384	-4.1969e-05	-8.751e-05	0.00042091	-0.00050143	0.00039249	-0.00038801	0.0004843	-0
-4.752e-05	0.00014015	-5.0007e-05	-0.00022262	0.00025183	-1.1814e-05	-0.00026219	0.00033083	1.9775e-05	-0.00032513	0.00038526	2.9757e-05	-0.00036799	-0.00033716	-4.2387e-05	-8.838e-05	0.0004251	-0.00050642	0.00039639	-0.00039187	0.00048912	-0
-4.8979e-05	0.00014445	-5.1542e-05	-0.00022945	0.00025956	-1.2177e-05	-0.00027023	0.00034099	2.0382e-05	-0.00033511	0.00039708	3.0671e-05	-0.00037929	-0.00034751	-4.3688e-05	-9.1093e-05	0.00043815	-0.00052196	0.00040856	-0.0004039	0.00050414	-0
-5.2189e-05	0.00015392	-5.492e-05	-0.00024449	0.00027657	-1.2975e-05	-0.00028794	0.00036333	2.1718e-05	-0.00035707	0.00042311	3.2681e-05	-0.00040414	-0.00037028	-4.6551e-05	-9.7063e-05	0.00046686	-0.00055617	0.00043533	-0.00043037	0.00053718	-0
-5.5797e-05	0.00016456	-5.8718e-05	-0.00026139	0.0002957	-1.3872e-05	-0.00030786	0.00038846	2.322e-05	-0.00038176	0.00045236	3.494e-05	-0.00043209	-0.00039589	-4.977e-05	-0.00010377	0.00049915	-0.00059463	0.00046544	-0.00046013	0.00057432	-0
-5.7334e-05	0.0001691	-6.0334e-05	-0.00026859	0.00030384	-1.4254e-05	-0.00031633	0.00039916	2.3859e-05	-0.00039228	0.00046482	3.5903e-05	-0.00044399	-0.00040679	-5.1141e-05	-0.00010663	0.00051289	-0.000611	0.00047825	-0.00047279	0.00059014	-0
-5.7296e-05	0.00016898	-6.0295e-05	-0.00026842	0.00030364	-1.4245e-05	-0.00031613	0.00039889	2.3843e-05	-0.00039202	0.00046452	3.5879e-05	-0.0004437	-0.00040652	-5.1107e-05	-0.00010656	0.00051256	-0.00061061	0.00047794	-0.00047249	0.00058975	-0
-5.3296e-05	0.00015719	-5.6086e-05	-0.00024968	0.00028245	-1.325e-05	-0.00029406	0.00037105	2.2179e-05	-0.00036465	0.00043209	3.3374e-05	-0.00041272	-0.00037814	-4.7539e-05	-9.9123e-05	0.00047677	-0.00056798	0.00044457	-0.0004395	0.00054858	-0
-5.2084e-05	0.00015361	-5.481e-05	-0.000244	0.00027602	-1.2949e-05	-0.00028737	0.00036261	2.1674e-05	-0.00035636	0.00042226	3.2615e-05	-0.00040334	-0.00036954	-4.6458e-05	-9.6869e-05	0.00046593	-0.00055506	0.00043446	-0.00042951	0.0005361	-0
-4.7652e-05	0.00014054	-5.0146e-05	-0.00022324	0.00025253	-1.1847e-05	-0.00026291	0.00033175	1.983e-05	-0.00032603	0.00038633	2.984e-05	-0.00036901	-0.0003381	-4.2505e-05	-8.8625e-05	0.00042628	-0.00050783	0.00039749	-0.00039296	0.00049048	-0
