Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	-2.724881
1	FC3	-1.807430
1	FCZ	-3.074107
1	FC4	-3.712159
1	C3	-1.364042
1	CZ	-3.095195
1	C4	-2.846154
1	CP3	-0.136497
1	CPZ	-1.782982
1	CP4	-1.243017
1	P3	1.940589
1	PZ	0.383124
1	P4	1.189452
1	Oz	-1.000224
1	FP1	-1.872589
1	FP2	-2.737376
1	A2	1.984772
1	P8/T6	1.147952
1	TP7	1.918734
1	TP8	-1.194120
1	P7/T5	3.954434
1	VEOG	1.509605
1	HEOG	-1.409736
1	Nose	-1.779125
1	FZ	-3.072876
1	FC3	-1.589920
1	FCZ	-3.468608
1	FC4	-3.682786
1	C3	-0.704554
1	CZ	-2.782075
1	C4	-2.619385
1	CP3	0.619677
1	CPZ	-1.087992
1	CP4	-0.797241
1	P3	2.615493
1	PZ	1.339303
1	P4	1.352045
1	Oz	-0.897066
1	FP1	-1.439476
1	FP2	-1.867806
1	A2	1.782977
1	P8/T6	0.584179
1	TP7	2.343731
1	TP8	-1.167589
1	P7/T5	4.368525
1	VEOG	0.321093
1	HEOG	-1.175026
1	Nose	-1.248451
1	FZ	-5.005833
1	FC3	-3.776454
1	FCZ	-5.333054
1	FC4	-4.639510
1	C3	-2.781104
1	CZ	-4.852734
1	C4	-3.778385
1	CP3	-1.152045
1	CPZ	-3.091333
1	CP4	-1.873105
1	P3	0.651957
1	PZ	-0.662046
1	P4	0.439723
1	Oz	-0.636944
1	FP1	-3.883114
1	FP2	-4.124167
1	A2	1.234062
1	P8/T6	2.255358
1	TP7	1.371424
1	TP8	-0.660139
1	P7/T5	3.537911
1	VEOG	-1.245816
1	HEOG	-0.859026
1	Nose	-2.647097
1	FZ	-2.497352
1	FC3	-1.223276
1	FCZ	-2.664020
1	FC4	-4.045708
1	C3	-0.298142
1	CZ	-1.826613
1	C4	-2.316511
1	CP3	1.435819
1	CPZ	0.291853
1	CP4	-0.162344
1	P3	3.712790
1	PZ	2.758198
1	P4	2.609959
1	Oz	-0.641073
1	FP1	-0.731598
1	FP2	-1.053186
1	A2	1.266585
1	P8/T6	1.964701
1	TP7	2.612179
1	TP8	-0.728222
1	P7/T5	5.140469
1	VEOG	2.512382
1	HEOG	-1.006386
1	Nose	1.107131
