Sweep Number	Channel	Mean(120.00->180.00ms)
1	FZ	7.804674
1	FC3	7.961031
1	FCZ	8.874164
1	FC4	6.521801
1	C3	7.861006
1	CZ	8.985951
1	C4	6.959121
1	CP3	7.411439
1	CPZ	8.855659
1	CP4	7.600724
1	P3	7.182120
1	PZ	6.906448
1	P4	9.046909
1	Oz	0.220399
1	FP1	5.412519
1	FP2	4.761330
1	A2	-0.440193
1	P8/T6	3.098194
1	TP7	2.420034
1	TP8	1.712302
1	P7/T5	-1.186810
1	VEOG	0.789342
1	HEOG	-1.900105
1	Nose	5.781413
1	FZ	6.106716
1	FC3	6.964957
1	FCZ	7.790021
1	FC4	6.291262
1	C3	7.102916
1	CZ	7.741537
1	C4	6.592197
1	CP3	6.461765
1	CPZ	7.184989
1	CP4	7.314250
1	P3	4.988307
1	PZ	4.559977
1	P4	7.059492
1	Oz	0.045702
1	FP1	4.894880
1	FP2	4.804267
1	A2	-0.099152
1	P8/T6	1.237517
1	TP7	2.776539
1	TP8	1.144564
1	P7/T5	-0.959797
1	VEOG	0.872347
1	HEOG	-1.559579
1	Nose	4.684557
1	FZ	7.158556
1	FC3	7.811944
1	FCZ	8.206974
1	FC4	6.582439
1	C3	8.223516
1	CZ	8.739131
1	C4	7.121458
1	CP3	8.417972
1	CPZ	9.149085
1	CP4	7.908411
1	P3	8.490647
1	PZ	7.758304
1	P4	9.299612
1	Oz	0.267778
1	FP1	5.044659
1	FP2	3.936061
1	A2	-0.530376
1	P8/T6	3.252082
1	TP7	2.650650
1	TP8	1.948057
1	P7/T5	-0.061797
1	VEOG	3.545304
1	HEOG	-0.355699
1	Nose	4.516451
1	FZ	5.195028
1	FC3	4.996384
1	FCZ	5.109164
1	FC4	4.138243
1	C3	4.841378
1	CZ	4.585058
1	C4	3.705962
1	CP3	4.545548
1	CPZ	4.175036
1	CP4	3.407591
1	P3	3.532047
1	PZ	1.934541
1	P4	3.806394
1	Oz	-0.027657
1	FP1	4.701048
1	FP2	4.595323
1	A2	0.060394
1	P8/T6	0.799935
1	TP7	0.511301
1	TP8	-0.082512
1	P7/T5	-1.866351
1	VEOG	2.279864
1	HEOG	-0.783002
1	Nose	4.668381
