Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.116016
1	FC3	3.384847
1	FCZ	2.111427
1	FC4	1.934663
1	C3	2.460414
1	CZ	2.743695
1	C4	1.576724
1	CP3	2.797500
1	CPZ	2.876368
1	CP4	1.741190
1	P3	2.070849
1	PZ	2.035709
1	P4	1.505084
1	Oz	-0.371066
1	FP1	1.722724
1	FP2	-0.393443
1	A2	0.733546
1	P8/T6	0.657529
1	TP7	-0.199473
1	TP8	0.620267
1	P7/T5	1.089727
1	VEOG	-2.015486
1	HEOG	-0.056722
1	Nose	1.453069
1	FZ	2.709632
1	FC3	4.162791
1	FCZ	3.793149
1	FC4	4.376950
1	C3	3.210349
1	CZ	3.813661
1	C4	3.862975
1	CP3	3.621336
1	CPZ	4.034681
1	CP4	3.862475
1	P3	3.247228
1	PZ	2.536390
1	P4	3.603004
1	Oz	0.970166
1	FP1	-1.672070
1	FP2	1.366287
1	A2	-1.923001
1	P8/T6	0.937397
1	TP7	1.668926
1	TP8	1.561471
1	P7/T5	0.503862
1	VEOG	3.298007
1	HEOG	-0.014508
1	Nose	0.026765
1	FZ	1.891579
1	FC3	1.246468
1	FCZ	1.217557
1	FC4	1.782872
1	C3	-1.195195
1	CZ	0.404444
1	C4	1.801668
1	CP3	-0.750989
1	CPZ	0.211833
1	CP4	1.536198
1	P3	-0.523382
1	PZ	0.046351
1	P4	0.598877
1	Oz	0.554231
1	FP1	-2.872887
1	FP2	0.904380
1	A2	-1.090635
1	P8/T6	0.255704
1	TP7	-0.679603
1	TP8	0.724326
1	P7/T5	-1.210349
1	VEOG	-10.410021
1	HEOG	3.393518
1	Nose	0.344297
1	FZ	0.695794
1	FC3	1.667353
1	FCZ	1.095595
1	FC4	0.804678
1	C3	0.249251
1	CZ	1.089914
1	C4	0.721380
1	CP3	-0.236243
1	CPZ	1.049426
1	CP4	0.682965
1	P3	-0.804678
1	PZ	0.889512
1	P4	0.045419
1	Oz	1.173104
1	FP1	5.853050
1	FP2	1.922679
1	A2	-2.334130
1	P8/T6	-0.535952
1	TP7	-0.906987
1	TP8	0.157591
1	P7/T5	-1.715667
1	VEOG	1.157917
1	HEOG	0.648588
1	Nose	-0.918136
