Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	3.770875
1	FC3	3.903688
1	FCZ	4.807240
1	FC4	2.818802
1	C3	3.551559
1	CZ	4.327088
1	C4	2.875922
1	CP3	2.730997
1	CPZ	3.089145
1	CP4	2.234336
1	P3	1.168465
1	PZ	0.076406
1	P4	1.476029
1	Oz	-0.979491
1	FP1	3.289765
1	FP2	2.193480
1	A2	1.934290
1	P8/T6	-1.865157
1	TP7	2.447559
1	TP8	-0.167601
1	P7/T5	1.928861
1	VEOG	-2.979180
1	HEOG	-1.426721
1	Nose	2.272785
1	FZ	3.412137
1	FC3	3.559593
1	FCZ	4.934968
1	FC4	3.841704
1	C3	3.544582
1	CZ	5.256534
1	C4	4.307901
1	CP3	2.807206
1	CPZ	4.550900
1	CP4	4.240045
1	P3	2.089411
1	PZ	2.317547
1	P4	3.874305
1	Oz	-0.574983
1	FP1	1.249023
1	FP2	1.628349
1	A2	1.133850
1	P8/T6	-0.100015
1	TP7	1.955640
1	TP8	1.084296
1	P7/T5	1.576363
1	VEOG	8.778219
1	HEOG	-0.163253
1	Nose	0.382225
1	FZ	2.382072
1	FC3	3.032222
1	FCZ	3.472225
1	FC4	1.879433
1	C3	2.890415
1	CZ	3.368040
1	C4	1.963881
1	CP3	2.308955
1	CPZ	2.254849
1	CP4	1.986619
1	P3	0.874704
1	PZ	-0.287416
1	P4	1.088877
1	Oz	-0.896566
1	FP1	0.891063
1	FP2	0.215999
1	A2	1.766643
1	P8/T6	-1.932788
1	TP7	2.594344
1	TP8	0.186983
1	P7/T5	1.567803
1	VEOG	-5.281242
1	HEOG	-1.418467
1	Nose	2.656255
1	FZ	2.461103
1	FC3	2.683459
1	FCZ	3.731671
1	FC4	2.656892
1	C3	2.682914
1	CZ	4.254187
1	C4	3.263166
1	CP3	2.615144
1	CPZ	4.155913
1	CP4	3.434524
1	P3	2.780856
1	PZ	2.911153
1	P4	3.490148
1	Oz	-0.793714
1	FP1	1.174310
1	FP2	1.568403
1	A2	1.548360
1	P8/T6	-0.614647
1	TP7	1.724651
1	TP8	-0.021040
1	P7/T5	1.627420
1	VEOG	1.636647
1	HEOG	-0.583478
1	Nose	0.718875
