Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	3.993659
1	FC3	3.602801
1	FCZ	4.947616
1	FC4	5.389645
1	C3	3.901170
1	CZ	5.272836
1	C4	6.140073
1	CP3	4.238550
1	CPZ	5.870995
1	CP4	6.905901
1	P3	4.844653
1	PZ	5.583853
1	P4	7.108853
1	OZ	6.024462
1	FP1	2.033776
1	FP2	3.215893
1	A2	-0.787974
1	P8/T6	4.074076
1	TP7	1.248731
1	TP8	3.995434
1	P7/T5	1.432777
1	VEOG	-3.731327
1	HEOG	1.566806
1	Nose	2.700192
1	FZ	3.686643
1	FC3	3.785395
1	FCZ	4.362834
1	FC4	4.374845
1	C3	4.098813
1	CZ	4.269281
1	C4	4.728577
1	CP3	4.301863
1	CPZ	4.579729
1	CP4	5.050774
1	P3	5.061388
1	PZ	4.358336
1	P4	4.929486
1	OZ	-0.369935
1	FP1	2.050717
1	FP2	1.900428
1	A2	-0.357488
1	P8/T6	3.102477
1	TP7	2.420521
1	TP8	3.101604
1	P7/T5	2.867195
1	VEOG	2.228303
1	HEOG	0.621465
1	Nose	2.975686
1	FZ	4.796231
1	FC3	4.444159
1	FCZ	5.932723
1	FC4	6.162677
1	C3	5.698663
1	CZ	6.487451
1	C4	6.747410
1	CP3	6.362232
1	CPZ	7.360184
1	CP4	7.773883
1	P3	7.114638
1	PZ	7.349309
1	P4	7.899232
1	OZ	4.636988
1	FP1	2.187466
1	FP2	2.530803
1	A2	-0.756598
1	P8/T6	4.792475
1	TP7	2.551680
1	TP8	4.254824
1	P7/T5	3.485472
1	VEOG	1.378544
1	HEOG	-2.305435
1	Nose	1.813032
1	FZ	1.819952
1	FC3	2.485524
1	FCZ	3.085681
1	FC4	3.401935
1	C3	3.416492
1	CZ	4.235799
1	C4	4.709515
1	CP3	4.075852
1	CPZ	4.729886
1	CP4	5.795592
1	P3	4.870971
1	PZ	4.290875
1	P4	5.637864
1	OZ	1.529704
1	FP1	1.903032
1	FP2	1.820218
1	A2	-0.089604
1	P8/T6	3.788134
1	TP7	2.112463
1	TP8	4.056413
1	P7/T5	2.913529
1	VEOG	0.003684
1	HEOG	-1.425898
1	Nose	1.820218
