Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	6.845290
1	FC3	6.410493
1	FCZ	7.571989
1	FC4	7.569190
1	C3	6.536693
1	CZ	7.964253
1	C4	7.420605
1	CP3	5.590614
1	CPZ	8.135177
1	CP4	8.218005
1	P3	5.233095
1	PZ	7.192690
1	P4	8.158682
1	Oz	0.077138
1	FP1	4.063531
1	FP2	4.437654
1	A2	-0.161271
1	P8/T6	5.652642
1	TP7	2.762218
1	TP8	4.825114
1	P7/T5	2.995730
1	VEOG	5.445573
1	HEOG	0.133009
1	Nose	3.371718
1	FZ	4.847706
1	FC3	4.259859
1	FCZ	5.054707
1	FC4	4.749190
1	C3	3.563708
1	CZ	4.304787
1	C4	3.809457
1	CP3	2.314985
1	CPZ	3.640663
1	CP4	3.703904
1	P3	1.830075
1	PZ	3.032247
1	P4	3.487341
1	Oz	0.289954
1	FP1	3.097924
1	FP2	4.441419
1	A2	-0.575577
1	P8/T6	2.617614
1	TP7	1.106498
1	TP8	1.961519
1	P7/T5	0.568676
1	VEOG	5.865296
1	HEOG	-0.884792
1	Nose	3.650722
1	FZ	3.510518
1	FC3	2.888247
1	FCZ	3.592699
1	FC4	4.541170
1	C3	2.777496
1	CZ	3.747796
1	C4	4.090139
1	CP3	2.420340
1	CPZ	3.821997
1	CP4	4.487239
1	P3	2.451937
1	PZ	3.615262
1	P4	4.690306
1	Oz	0.703351
1	FP1	2.016774
1	FP2	3.274294
1	A2	-1.419864
1	P8/T6	4.910708
1	TP7	0.965073
1	TP8	4.069227
1	P7/T5	1.130993
1	VEOG	5.885319
1	HEOG	0.467219
1	Nose	3.236231
1	FZ	5.084530
1	FC3	3.951809
1	FCZ	5.442280
1	FC4	5.317704
1	C3	3.804732
1	CZ	5.455328
1	C4	4.695225
1	CP3	3.149633
1	CPZ	5.094027
1	CP4	5.061629
1	P3	3.008414
1	PZ	4.424593
1	P4	4.885750
1	Oz	-0.275425
1	FP1	3.775219
1	FP2	4.391885
1	A2	0.535050
1	P8/T6	3.111687
1	TP7	1.686056
1	TP8	2.417223
1	P7/T5	1.827896
1	VEOG	2.865554
1	HEOG	0.434351
1	Nose	2.465376
