Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	7.637349
1	FC3	8.850698
1	FCZ	8.827485
1	FC4	7.000432
1	C3	9.491217
1	CZ	9.524986
1	C4	7.203149
1	CP3	8.858102
1	CPZ	9.969092
1	CP4	6.928791
1	P3	8.269663
1	PZ	9.129158
1	P4	5.219406
1	Oz	-1.240465
1	FP1	6.573236
1	FP2	5.344929
1	A2	2.477027
1	P8/T6	-5.342177
1	TP7	3.896294
1	TP8	0.089452
1	P7/T5	0.247793
1	VEOG	4.442409
1	HEOG	-2.522103
1	Nose	5.285595
1	FZ	7.969841
1	FC3	8.399638
1	FCZ	8.908631
1	FC4	6.335399
1	C3	8.303333
1	CZ	9.104094
1	C4	5.783581
1	CP3	6.822480
1	CPZ	8.266111
1	CP4	4.529309
1	P3	4.931390
1	PZ	6.277566
1	P4	1.960179
1	Oz	-1.470347
1	FP1	6.438809
1	FP2	5.588669
1	A2	2.901371
1	P8/T6	-6.838289
1	TP7	2.468022
1	TP8	-1.261927
1	P7/T5	-1.331567
1	VEOG	4.518202
1	HEOG	-3.286893
1	Nose	3.998153
1	FZ	6.190095
1	FC3	7.406134
1	FCZ	7.254203
1	FC4	4.868039
1	C3	7.178346
1	CZ	7.811588
1	C4	4.914546
1	CP3	6.987245
1	CPZ	7.882266
1	CP4	4.495442
1	P3	7.355310
1	PZ	7.268554
1	P4	3.458526
1	Oz	-1.309431
1	FP1	4.453521
1	FP2	3.167937
1	A2	2.604672
1	P8/T6	-4.854875
1	TP7	3.111665
1	TP8	-1.238321
1	P7/T5	0.637558
1	VEOG	-2.058563
1	HEOG	-2.686518
1	Nose	3.574633
1	FZ	5.062440
1	FC3	4.601920
1	FCZ	4.551598
1	FC4	4.183520
1	C3	3.952387
1	CZ	3.691304
1	C4	2.589083
1	CP3	3.212687
1	CPZ	3.036533
1	CP4	1.508715
1	P3	2.765290
1	PZ	3.116805
1	P4	0.114085
1	Oz	-1.074176
1	FP1	4.370046
1	FP2	4.504186
1	A2	2.113852
1	P8/T6	-5.755151
1	TP7	0.894318
1	TP8	-1.478818
1	P7/T5	-1.932195
1	VEOG	-6.757522
1	HEOG	-2.173752
1	Nose	1.793398
