Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	2.709132
1	FC3	4.476567
1	FCZ	2.527331
1	FC4	0.696151
1	C3	4.308392
1	CZ	3.169826
1	C4	1.189733
1	CP3	4.180378
1	CPZ	3.865715
1	CP4	1.918182
1	P3	4.229579
1	PZ	4.454816
1	P4	1.853455
1	Oz	-1.554842
1	FP1	2.282178
1	FP2	1.573382
1	A2	3.093895
1	P8/T6	-3.532511
1	TP7	2.991038
1	TP8	-2.055827
1	P7/T5	2.436135
1	VEOG	0.917981
1	HEOG	-3.339114
1	Nose	0.525356
1	FZ	-0.874707
1	FC3	-0.481081
1	FCZ	-0.924161
1	FC4	-1.545573
1	C3	-0.814395
1	CZ	-0.956436
1	C4	-1.664337
1	CP3	-0.489559
1	CPZ	-0.740846
1	CP4	-1.532112
1	P3	-0.724559
1	PZ	-0.259467
1	P4	-1.711560
1	Oz	-1.468156
1	FP1	1.226909
1	FP2	1.409555
1	A2	2.932966
1	P8/T6	-4.935451
1	TP7	-0.115195
1	TP8	-3.086386
1	P7/T5	-1.081075
1	VEOG	-3.295209
1	HEOG	-5.911222
1	Nose	-0.589732
1	FZ	-1.688815
1	FC3	-0.398800
1	FCZ	-1.917795
1	FC4	-2.343453
1	C3	0.036189
1	CZ	-0.839592
1	C4	-1.221764
1	CP3	0.234662
1	CPZ	0.030626
1	CP4	-0.748132
1	P3	0.279465
1	PZ	0.365064
1	P4	-0.701295
1	Oz	-1.205912
1	FP1	-1.070486
1	FP2	-1.054036
1	A2	2.386701
1	P8/T6	-3.533872
1	TP7	0.057365
1	TP8	-1.502904
1	P7/T5	0.083505
1	VEOG	-11.166291
1	HEOG	-4.095136
1	Nose	-2.574467
1	FZ	2.782975
1	FC3	3.074531
1	FCZ	2.824193
1	FC4	1.624614
1	C3	3.225026
1	CZ	3.157135
1	C4	2.276965
1	CP3	2.764894
1	CPZ	2.830932
1	CP4	2.527583
1	P3	2.420384
1	PZ	2.810660
1	P4	1.573794
1	Oz	-0.961202
1	FP1	1.422008
1	FP2	1.808465
1	A2	1.873324
1	P8/T6	-2.227436
1	TP7	0.391006
1	TP8	0.361075
1	P7/T5	0.584010
1	VEOG	3.848850
1	HEOG	-1.253487
1	Nose	-0.925487
