Sweep Number	Channel	Mean(120.00->180.00ms)
1	FZ	4.742268
1	FC3	4.910114
1	FCZ	6.231497
1	FC4	5.340915
1	C3	5.849825
1	CZ	7.288016
1	C4	5.869352
1	CP3	6.120324
1	CPZ	7.362398
1	CP4	5.915996
1	P3	4.655992
1	PZ	5.611325
1	P4	5.174755
1	Oz	0.149828
1	FP1	3.000958
1	FP2	4.673123
1	A2	-0.290558
1	P8/T6	-1.522203
1	TP7	2.643829
1	TP8	1.070100
1	P7/T5	0.850284
1	VEOG	5.724184
1	HEOG	-1.341131
1	Nose	0.599446
1	FZ	4.060031
1	FC3	4.781623
1	FCZ	5.960429
1	FC4	4.192062
1	C3	5.784914
1	CZ	7.409296
1	C4	5.108656
1	CP3	5.658386
1	CPZ	6.683149
1	CP4	5.517334
1	P3	4.133963
1	PZ	4.696640
1	P4	4.817619
1	Oz	0.438945
1	FP1	2.638995
1	FP2	4.182860
1	A2	-0.883665
1	P8/T6	-0.490774
1	TP7	2.103429
1	TP8	1.357118
1	P7/T5	0.577652
1	VEOG	7.060116
1	HEOG	-0.288375
1	Nose	0.526004
1	FZ	6.960112
1	FC3	5.907698
1	FCZ	7.527975
1	FC4	6.516159
1	C3	6.005537
1	CZ	6.921905
1	C4	6.243617
1	CP3	5.617067
1	CPZ	6.522429
1	CP4	6.118758
1	P3	4.368930
1	PZ	4.895611
1	P4	5.249528
1	Oz	0.481753
1	FP1	3.468395
1	FP2	4.486166
1	A2	-0.932562
1	P8/T6	-0.463304
1	TP7	2.564612
1	TP8	2.433213
1	P7/T5	0.959672
1	VEOG	5.710937
1	HEOG	0.324281
1	Nose	2.644589
1	FZ	3.499745
1	FC3	3.387381
1	FCZ	3.968282
1	FC4	3.462216
1	C3	3.599118
1	CZ	3.888937
1	C4	3.579767
1	CP3	3.456397
1	CPZ	3.001663
1	CP4	2.896607
1	P3	1.953941
1	PZ	1.557352
1	P4	2.488876
1	Oz	0.843068
1	FP1	0.993818
1	FP2	1.490998
1	A2	-1.646124
1	P8/T6	-0.539852
1	TP7	1.330955
1	TP8	1.908156
1	P7/T5	-0.243583
1	VEOG	6.953751
1	HEOG	0.620009
1	Nose	3.108614
