Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	2.657030
1	FC3	2.789557
1	FCZ	3.581563
1	FC4	2.042126
1	C3	3.617584
1	CZ	3.969386
1	C4	2.793009
1	CP3	4.082802
1	CPZ	4.771598
1	CP4	4.048882
1	P3	5.192891
1	PZ	5.237567
1	P4	5.281092
1	Oz	-0.154089
1	FP1	2.304928
1	FP2	1.521226
1	A2	0.316832
1	P8/T6	0.871352
1	TP7	1.542288
1	TP8	2.132778
1	P7/T5	2.061788
1	VEOG	1.063513
1	HEOG	-0.714361
1	Nose	1.480603
1	FZ	2.390987
1	FC3	3.548658
1	FCZ	3.075386
1	FC4	1.873689
1	C3	4.902252
1	CZ	4.499961
1	C4	2.663767
1	CP3	4.714538
1	CPZ	5.321938
1	CP4	3.471008
1	P3	5.913669
1	PZ	5.637438
1	P4	4.597898
1	Oz	-0.511562
1	FP1	2.528520
1	FP2	1.919767
1	A2	1.041032
1	P8/T6	0.494726
1	TP7	2.170208
1	TP8	1.304578
1	P7/T5	2.816783
1	VEOG	0.052886
1	HEOG	-0.855230
1	Nose	1.692038
1	FZ	0.159172
1	FC3	1.599510
1	FCZ	1.201090
1	FC4	0.432932
1	C3	2.183546
1	CZ	1.816466
1	C4	1.151841
1	CP3	3.089890
1	CPZ	3.537932
1	CP4	2.286660
1	P3	4.725451
1	PZ	5.220829
1	P4	3.996794
1	Oz	-0.149378
1	FP1	-0.470894
1	FP2	-0.280802
1	A2	0.302395
1	P8/T6	1.099515
1	TP7	1.389177
1	TP8	1.006334
1	P7/T5	2.229996
1	VEOG	1.014076
1	HEOG	-0.779258
1	Nose	0.089963
1	FZ	-1.302004
1	FC3	0.476162
1	FCZ	-0.600029
1	FC4	-1.229592
1	C3	1.882176
1	CZ	0.756457
1	C4	-0.416682
1	CP3	2.890678
1	CPZ	1.825310
1	CP4	0.579805
1	P3	4.841460
1	PZ	3.737845
1	P4	2.250842
1	Oz	-0.604753
1	FP1	-0.863264
1	FP2	-1.953304
1	A2	1.209918
1	P8/T6	-0.352753
1	TP7	1.733911
1	TP8	-0.799977
1	P7/T5	2.869261
1	VEOG	1.770003
1	HEOG	-1.516353
1	Nose	-1.133378
