Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	-1.250026
1	FC3	-1.500515
1	FCZ	-1.843989
1	FC4	-2.046088
1	C3	-2.525054
1	CZ	-3.251472
1	C4	-3.073093
1	CP3	-2.707749
1	CPZ	-3.806201
1	CP4	-3.813981
1	P3	-2.582410
1	PZ	-3.479474
1	P4	-3.695616
1	Oz	-0.776801
1	FP1	2.081716
1	FP2	1.883792
1	A2	1.546343
1	P8/T6	-2.198754
1	TP7	-0.220791
1	TP8	-2.707322
1	P7/T5	0.507193
1	VEOG	-10.768992
1	HEOG	-2.003391
1	Nose	2.362710
1	FZ	0.216237
1	FC3	0.352582
1	FCZ	0.469382
1	FC4	-0.135255
1	C3	0.381047
1	CZ	0.096780
1	C4	-0.578497
1	CP3	0.554966
1	CPZ	0.938860
1	CP4	-0.241618
1	P3	1.262977
1	PZ	1.774535
1	P4	1.324034
1	Oz	-0.511558
1	FP1	0.164478
1	FP2	-0.571523
1	A2	1.020079
1	P8/T6	0.399502
1	TP7	0.875289
1	TP8	-1.445626
1	P7/T5	1.603605
1	VEOG	0.393951
1	HEOG	-0.213675
1	Nose	0.530487
1	FZ	-0.501785
1	FC3	-0.179849
1	FCZ	-0.767977
1	FC4	-1.709256
1	C3	-0.340627
1	CZ	-0.325731
1	C4	-1.832698
1	CP3	-0.235166
1	CPZ	0.391437
1	CP4	-1.049018
1	P3	0.479677
1	PZ	1.353732
1	P4	0.554065
1	Oz	-0.189148
1	FP1	2.452042
1	FP2	2.007044
1	A2	0.392338
1	P8/T6	-0.036767
1	TP7	-0.621906
1	TP8	-1.536950
1	P7/T5	0.126715
1	VEOG	-37.026655
1	HEOG	-1.430302
1	Nose	2.636493
1	FZ	1.388681
1	FC3	0.806021
1	FCZ	1.186850
1	FC4	0.954800
1	C3	1.153542
1	CZ	0.762189
1	C4	0.181508
1	CP3	0.910968
1	CPZ	1.180816
1	CP4	0.810414
1	P3	1.361166
1	PZ	2.400589
1	P4	2.231197
1	Oz	-0.551572
1	FP1	1.715830
1	FP2	0.721301
1	A2	1.103820
1	P8/T6	1.691308
1	TP7	0.698661
1	TP8	-0.487513
1	P7/T5	1.544846
1	VEOG	1.514820
1	HEOG	1.239613
1	Nose	-0.021723
