Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	3.949182
1	FC3	3.669538
1	FCZ	5.850049
1	FC4	3.308362
1	C3	4.794338
1	CZ	6.489792
1	C4	4.458943
1	CP3	4.832262
1	CPZ	7.008047
1	CP4	4.421318
1	P3	4.438905
1	PZ	6.476274
1	P4	4.843507
1	OZ	1.738822
1	FP1	-2.392563
1	FP2	-0.367217
1	A2	3.658292
1	P8/T6	-0.410225
1	TP7	-0.336292
1	TP8	2.102689
1	P7/T5	-0.621559
1	VEOG	18.390816
1	HEOG	-1.735532
1	Nose	-0.568561
1	FZ	3.016995
1	FC3	3.284213
1	FCZ	3.063300
1	FC4	3.643885
1	C3	3.870065
1	CZ	4.437756
1	C4	4.349863
1	CP3	4.119123
1	CPZ	5.437839
1	CP4	4.205994
1	P3	3.893335
1	PZ	5.201046
1	P4	4.074547
1	OZ	-3.644749
1	FP1	1.988924
1	FP2	3.606542
1	A2	0.706450
1	P8/T6	0.759673
1	TP7	-0.333728
1	TP8	1.252443
1	P7/T5	-0.272486
1	VEOG	4.656625
1	HEOG	1.654646
1	Nose	0.531685
1	FZ	1.826835
1	FC3	1.137346
1	FCZ	2.218719
1	FC4	0.846040
1	C3	1.764345
1	CZ	2.765126
1	C4	1.194984
1	CP3	1.573327
1	CPZ	2.869034
1	CP4	0.642495
1	P3	1.540888
1	PZ	2.678740
1	P4	0.627506
1	OZ	30.297485
1	FP1	0.096885
1	FP2	3.285537
1	A2	5.822209
1	P8/T6	-4.132156
1	TP7	-2.302208
1	TP8	-0.237505
1	P7/T5	-2.274257
1	VEOG	10.323585
1	HEOG	1.420542
1	Nose	1.525609
1	FZ	1.593552
1	FC3	2.230000
1	FCZ	2.438992
1	FC4	2.788379
1	C3	2.865680
1	CZ	3.497200
1	C4	3.370116
1	CP3	2.645297
1	CPZ	3.564966
1	CP4	3.003003
1	P3	2.184055
1	PZ	3.360389
1	P4	2.672173
1	OZ	0.635040
1	FP1	0.509235
1	FP2	0.401603
1	A2	0.396228
1	P8/T6	0.524721
1	TP7	0.336717
1	TP8	2.574780
1	P7/T5	-0.578473
1	VEOG	18.078041
1	HEOG	1.772085
1	Nose	-0.025020
