Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	12.042334
1	FC3	11.558686
1	FCZ	13.978908
1	FC4	12.702353
1	C3	11.322185
1	CZ	15.041607
1	C4	10.611826
1	CP3	8.668981
1	CPZ	12.593282
1	CP4	7.886178
1	P3	6.065711
1	PZ	8.800380
1	P4	5.686218
1	Oz	-0.424105
1	FP1	7.108020
1	FP2	8.209963
1	A2	0.853668
1	P8/T6	-0.205963
1	TP7	3.193462
1	TP8	2.499071
1	P7/T5	0.369975
1	VEOG	17.654485
1	HEOG	-0.688753
1	Nose	5.430230
1	FZ	9.717295
1	FC3	9.702909
1	FCZ	10.993402
1	FC4	8.208219
1	C3	9.489010
1	CZ	10.752904
1	C4	6.197342
1	CP3	6.901699
1	CPZ	8.979339
1	CP4	3.556448
1	P3	4.439513
1	PZ	5.721511
1	P4	2.155891
1	Oz	-0.662456
1	FP1	6.657291
1	FP2	5.901812
1	A2	1.303479
1	P8/T6	-1.851382
1	TP7	3.160750
1	TP8	0.129131
1	P7/T5	0.298571
1	VEOG	25.440865
1	HEOG	-2.658176
1	Nose	4.008335
1	FZ	4.958267
1	FC3	6.166346
1	FCZ	6.290478
1	FC4	6.217384
1	C3	6.532129
1	CZ	7.499045
1	C4	5.249447
1	CP3	5.017693
1	CPZ	6.886329
1	CP4	3.988467
1	P3	3.604221
1	PZ	4.770094
1	P4	3.136496
1	Oz	-0.345856
1	FP1	3.988866
1	FP2	4.200161
1	A2	0.697926
1	P8/T6	-0.609032
1	TP7	1.646513
1	TP8	1.072097
1	P7/T5	-0.332809
1	VEOG	12.567376
1	HEOG	-1.735096
1	Nose	3.376328
1	FZ	8.658471
1	FC3	8.402664
1	FCZ	10.025828
1	FC4	8.946350
1	C3	7.127597
1	CZ	8.962318
1	C4	6.214477
1	CP3	4.500014
1	CPZ	6.463428
1	CP4	4.078977
1	P3	2.196216
1	PZ	3.385712
1	P4	1.958587
1	Oz	0.398890
1	FP1	6.409795
1	FP2	6.960878
1	A2	-0.817852
1	P8/T6	-1.263654
1	TP7	0.885875
1	TP8	1.012719
1	P7/T5	-1.690691
1	VEOG	19.239127
1	HEOG	-0.118002
1	Nose	5.222553
