Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	3.382408
1	FC3	2.984582
1	FCZ	3.962815
1	FC4	3.407660
1	C3	2.594745
1	CZ	3.728131
1	C4	2.679733
1	CP3	1.512218
1	CPZ	2.880288
1	CP4	1.972620
1	P3	1.042895
1	PZ	2.102522
1	P4	0.828671
1	Oz	0.511484
1	FP1	2.816247
1	FP2	4.248891
1	A2	-1.031844
1	P8/T6	-1.038590
1	TP7	-0.599712
1	TP8	0.772530
1	P7/T5	-1.389905
1	VEOG	4.792373
1	HEOG	0.019305
1	Nose	2.765698
1	FZ	3.800294
1	FC3	3.103699
1	FCZ	4.757579
1	FC4	4.330240
1	C3	3.195345
1	CZ	4.450467
1	C4	3.797764
1	CP3	2.515126
1	CPZ	3.891407
1	CP4	2.998651
1	P3	1.971466
1	PZ	2.990707
1	P4	2.153293
1	Oz	0.232997
1	FP1	1.684680
1	FP2	2.412030
1	A2	-0.486276
1	P8/T6	-0.535095
1	TP7	0.473583
1	TP8	0.785622
1	P7/T5	-0.248885
1	VEOG	8.180906
1	HEOG	-0.734096
1	Nose	0.931589
1	FZ	3.298978
1	FC3	2.870161
1	FCZ	3.523619
1	FC4	2.766461
1	C3	2.115625
1	CZ	2.884564
1	C4	2.313180
1	CP3	1.545316
1	CPZ	2.191938
1	CP4	1.608645
1	P3	0.616269
1	PZ	1.329574
1	P4	0.414543
1	Oz	0.019132
1	FP1	3.050390
1	FP2	2.030928
1	A2	-0.033922
1	P8/T6	-1.718795
1	TP7	-0.101680
1	TP8	0.132463
1	P7/T5	-1.468014
1	VEOG	8.722352
1	HEOG	-1.281594
1	Nose	2.638125
1	FZ	3.277183
1	FC3	2.716502
1	FCZ	3.790308
1	FC4	2.803406
1	C3	2.929246
1	CZ	3.535511
1	C4	1.954909
1	CP3	2.665002
1	CPZ	2.861832
1	CP4	1.235141
1	P3	1.711027
1	PZ	2.127113
1	P4	0.683310
1	Oz	0.045447
1	FP1	1.526946
1	FP2	1.856632
1	A2	-0.101992
1	P8/T6	-1.529698
1	TP7	0.642036
1	TP8	-0.321018
1	P7/T5	-0.562791
1	VEOG	8.603564
1	HEOG	-1.066652
1	Nose	1.924458
