Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.890021
1	FC3	0.977183
1	FCZ	1.879915
1	FC4	1.757787
1	C3	1.081320
1	CZ	1.483792
1	C4	0.864209
1	CP3	1.553323
1	CPZ	1.216518
1	CP4	1.132859
1	P3	1.473315
1	PZ	1.900763
1	P4	1.084072
1	Oz	-0.410939
1	FP1	2.824132
1	FP2	4.472172
1	A2	0.833466
1	P8/T6	-2.752961
1	TP7	0.116202
1	TP8	-0.407922
1	P7/T5	0.580002
1	VEOG	-5.945434
1	HEOG	9.463124
1	Nose	3.088601
1	FZ	2.509996
1	FC3	-0.085299
1	FCZ	1.710535
1	FC4	2.477177
1	C3	0.083598
1	CZ	0.767242
1	C4	1.718340
1	CP3	0.051029
1	CPZ	0.596694
1	CP4	1.196539
1	P3	0.701054
1	PZ	0.425445
1	P4	1.180530
1	Oz	0.378168
1	FP1	3.306655
1	FP2	6.287472
1	A2	-0.717613
1	P8/T6	-1.810693
1	TP7	-0.704606
1	TP8	0.538260
1	P7/T5	-0.376717
1	VEOG	-9.757871
1	HEOG	16.294886
1	Nose	5.764220
1	FZ	-0.498179
1	FC3	-1.795694
1	FCZ	-1.056988
1	FC4	-0.078895
1	C3	-1.545157
1	CZ	-1.996892
1	C4	-0.826567
1	CP3	-1.588376
1	CPZ	-2.595693
1	CP4	-1.094988
1	P3	-0.783822
1	PZ	-1.744742
1	P4	-1.026910
1	Oz	-0.487979
1	FP1	1.861827
1	FP2	3.012464
1	A2	0.990808
1	P8/T6	-3.503052
1	TP7	-1.466120
1	TP8	-1.412512
1	P7/T5	-1.487659
1	VEOG	-8.080836
1	HEOG	9.530114
1	Nose	2.132810
1	FZ	0.999405
1	FC3	-0.482686
1	FCZ	0.408634
1	FC4	1.402343
1	C3	0.045377
1	CZ	0.270669
1	C4	1.887201
1	CP3	0.410565
1	CPZ	0.571943
1	CP4	1.231117
1	P3	1.423100
1	PZ	1.180140
1	P4	1.909600
1	Oz	0.782947
1	FP1	1.356483
1	FP2	3.340714
1	A2	-1.548080
1	P8/T6	-1.307968
1	TP7	-1.177196
1	TP8	-0.556255
1	P7/T5	1.097351
1	VEOG	-7.200705
1	HEOG	14.674589
1	Nose	3.720046
