Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.465967
1	FC3	1.798861
1	FCZ	0.997184
1	FC4	0.504216
1	C3	1.287114
1	CZ	0.741094
1	C4	0.385946
1	CP3	0.605349
1	CPZ	0.365430
1	CP4	0.011489
1	P3	0.282496
1	PZ	-0.291185
1	P4	-0.457149
1	Oz	-0.012744
1	FP1	2.358977
1	FP2	0.811814
1	A2	0.025102
1	P8/T6	-0.688041
1	TP7	0.670373
1	TP8	-0.075113
1	P7/T5	-0.144338
1	VEOG	5.348212
1	HEOG	-1.417211
1	Nose	2.027194
1	FZ	1.598339
1	FC3	1.638142
1	FCZ	0.993085
1	FC4	0.531957
1	C3	0.442388
1	CZ	0.639649
1	C4	0.349926
1	CP3	-0.221123
1	CPZ	-0.197972
1	CP4	-0.303860
1	P3	-0.708865
1	PZ	-1.091051
1	P4	-1.305912
1	Oz	-0.248212
1	FP1	2.839304
1	FP2	2.065207
1	A2	0.514309
1	P8/T6	-1.922836
1	TP7	-0.079322
1	TP8	-0.686093
1	P7/T5	-1.007887
1	VEOG	5.998170
1	HEOG	-0.907691
1	Nose	3.056299
1	FZ	1.812844
1	FC3	1.789181
1	FCZ	1.866175
1	FC4	1.500264
1	C3	1.128600
1	CZ	1.286141
1	C4	1.140707
1	CP3	0.791906
1	CPZ	0.596694
1	CP4	0.751183
1	P3	0.734623
1	PZ	-0.081097
1	P4	0.251445
1	Oz	0.410737
1	FP1	1.730597
1	FP2	2.115669
1	A2	-0.831729
1	P8/T6	0.307377
1	TP7	0.412588
1	TP8	0.359457
1	P7/T5	0.362609
1	VEOG	6.422449
1	HEOG	-2.341199
1	Nose	2.284916
1	FZ	3.225091
1	FC3	4.119263
1	FCZ	3.333942
1	FC4	2.157569
1	C3	3.600519
1	CZ	3.110410
1	C4	1.914030
1	CP3	2.701730
1	CPZ	2.518819
1	CP4	1.513278
1	P3	1.673990
1	PZ	1.778130
1	P4	0.796887
1	Oz	-0.635709
1	FP1	2.878438
1	FP2	2.118067
1	A2	1.271699
1	P8/T6	-0.718024
1	TP7	1.597365
1	TP8	-0.312375
1	P7/T5	1.071346
1	VEOG	6.053347
1	HEOG	-2.466399
1	Nose	2.437904
