Sweep Number	Channel	Mean(130.00->180.00ms)
1	FZ	4.690876
1	FC3	4.036274
1	FCZ	4.645404
1	FC4	4.021190
1	C3	3.337352
1	CZ	3.926570
1	C4	3.435097
1	CP3	2.965182
1	CPZ	3.620881
1	CP4	2.699753
1	P3	2.638923
1	PZ	2.664539
1	P4	1.805942
1	Oz	-1.161762
1	FP1	3.827617
1	FP2	3.773095
1	A2	2.298238
1	P8/T6	-4.058324
1	TP7	0.877191
1	TP8	0.718779
1	P7/T5	-1.097860
1	VEOG	5.672066
1	HEOG	-0.761673
1	Nose	-0.360816
1	FZ	4.575938
1	FC3	4.594509
1	FCZ	4.992792
1	FC4	4.475324
1	C3	4.014803
1	CZ	4.430894
1	C4	4.204042
1	CP3	3.675936
1	CPZ	4.329575
1	CP4	3.679227
1	P3	3.882982
1	PZ	3.671646
1	P4	3.642790
1	Oz	-0.048133
1	FP1	3.395957
1	FP2	3.009956
1	A2	0.078164
1	P8/T6	-0.513061
1	TP7	1.985539
1	TP8	2.676673
1	P7/T5	-0.106844
1	VEOG	3.666768
1	HEOG	-0.955010
1	Nose	3.486756
1	FZ	6.324254
1	FC3	7.127340
1	FCZ	7.707454
1	FC4	6.325351
1	C3	7.482945
1	CZ	7.491721
1	C4	6.245597
1	CP3	7.001620
1	CPZ	7.086860
1	CP4	6.106767
1	P3	6.578054
1	PZ	6.723576
1	P4	5.762407
1	Oz	-1.480945
1	FP1	4.383212
1	FP2	5.211310
1	A2	2.960410
1	P8/T6	-1.371900
1	TP7	4.054649
1	TP8	2.257702
1	P7/T5	2.070054
1	VEOG	4.027168
1	HEOG	-1.707538
1	Nose	-2.230496
1	FZ	2.040215
1	FC3	3.755213
1	FCZ	3.496148
1	FC4	3.666901
1	C3	3.747534
1	CZ	3.796516
1	C4	3.802440
1	CP3	3.392368
1	CPZ	4.035122
1	CP4	4.227871
1	P3	3.678859
1	PZ	4.273453
1	P4	3.584075
1	Oz	-1.078826
1	FP1	0.979490
1	FP2	0.452308
1	A2	2.171256
1	P8/T6	-1.128248
1	TP7	2.587088
1	TP8	2.009114
1	P7/T5	0.833803
1	VEOG	6.683315
1	HEOG	-1.613303
1	Nose	-4.171593
