Sweep Number	Channel	Mean(130.00->170.00ms)
1	FZ	7.367335
1	FC3	6.906881
1	FCZ	7.658332
1	FC4	6.847084
1	C3	6.239521
1	CZ	6.543269
1	C4	5.928525
1	CP3	4.874198
1	CPZ	5.883493
1	CP4	5.063050
1	P3	3.889869
1	PZ	4.760779
1	P4	4.455890
1	Oz	-0.745277
1	FP1	5.966376
1	FP2	5.690009
1	A2	1.470689
1	P8/T6	0.437838
1	TP7	3.423643
1	TP8	2.181134
1	P7/T5	1.660145
1	VEOG	5.069829
1	HEOG	1.209892
1	Nose	4.534612
1	FZ	6.565310
1	FC3	5.911201
1	FCZ	6.280616
1	FC4	5.567667
1	C3	5.713240
1	CZ	5.931600
1	C4	4.880321
1	CP3	4.484608
1	CPZ	5.467888
1	CP4	4.292545
1	P3	3.765761
1	PZ	4.263472
1	P4	3.073488
1	Oz	-1.132740
1	FP1	5.396281
1	FP2	6.201654
1	A2	2.240361
1	P8/T6	-1.353459
1	TP7	3.532621
1	TP8	1.408968
1	P7/T5	1.773457
1	VEOG	3.676737
1	HEOG	1.985434
1	Nose	4.459282
1	FZ	3.896110
1	FC3	3.215193
1	FCZ	3.857252
1	FC4	4.074091
1	C3	2.698567
1	CZ	3.375322
1	C4	3.817119
1	CP3	1.751552
1	CPZ	2.898358
1	CP4	3.674104
1	P3	1.166471
1	PZ	2.464816
1	P4	3.190832
1	Oz	0.589712
1	FP1	3.499882
1	FP2	4.005368
1	A2	-1.177678
1	P8/T6	1.136405
1	TP7	0.406362
1	TP8	2.619039
1	P7/T5	-0.646421
1	VEOG	2.404214
1	HEOG	3.016744
1	Nose	3.217878
1	FZ	5.452902
1	FC3	4.789839
1	FCZ	4.992961
1	FC4	4.262692
1	C3	4.092184
1	CZ	4.292781
1	C4	3.589053
1	CP3	3.235893
1	CPZ	3.948354
1	CP4	3.212285
1	P3	2.513061
1	PZ	3.078895
1	P4	2.611585
1	Oz	-0.980675
1	FP1	5.652408
1	FP2	6.536878
1	A2	1.948727
1	P8/T6	-0.960342
1	TP7	2.949871
1	TP8	1.796232
1	P7/T5	0.677323
1	VEOG	1.961555
1	HEOG	0.196640
1	Nose	6.630558
