Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	7.651037
1	FC3	8.734448
1	FCZ	8.810524
1	FC4	6.957994
1	C3	9.241198
1	CZ	9.440433
1	C4	7.124006
1	CP3	8.563136
1	CPZ	9.688840
1	CP4	6.745154
1	P3	7.909227
1	PZ	8.761046
1	P4	4.951018
1	Oz	-1.308073
1	FP1	6.140416
1	FP2	5.539093
1	A2	2.610031
1	P8/T6	-5.520546
1	TP7	3.860779
1	TP8	-0.084790
1	P7/T5	0.217222
1	VEOG	4.661338
1	HEOG	-2.565038
1	Nose	5.204113
1	FZ	7.972717
1	FC3	8.354168
1	FCZ	8.913606
1	FC4	6.286098
1	C3	8.264181
1	CZ	9.084612
1	C4	5.833921
1	CP3	6.807115
1	CPZ	8.282220
1	CP4	4.588370
1	P3	4.915808
1	PZ	6.233410
1	P4	1.952606
1	Oz	-1.506697
1	FP1	6.300212
1	FP2	5.442992
1	A2	2.974616
1	P8/T6	-6.936949
1	TP7	2.437955
1	TP8	-1.283054
1	P7/T5	-1.330137
1	VEOG	4.703529
1	HEOG	-3.276781
1	Nose	3.922894
1	FZ	6.528444
1	FC3	7.592465
1	FCZ	7.672373
1	FC4	5.120250
1	C3	7.323989
1	CZ	8.067366
1	C4	5.044610
1	CP3	7.072191
1	CPZ	7.921588
1	CP4	4.477671
1	P3	7.352179
1	PZ	7.145080
1	P4	3.368726
1	Oz	-1.233833
1	FP1	4.557074
1	FP2	3.115187
1	A2	2.451494
1	P8/T6	-4.610140
1	TP7	3.140232
1	TP8	-1.056103
1	P7/T5	0.650273
1	VEOG	-2.370799
1	HEOG	-2.604796
1	Nose	3.558473
1	FZ	5.401685
1	FC3	4.859407
1	FCZ	4.879963
1	FC4	4.361478
1	C3	4.145452
1	CZ	3.798752
1	C4	2.612063
1	CP3	3.297748
1	CPZ	2.901357
1	CP4	1.371584
1	P3	2.644057
1	PZ	2.773975
1	P4	-0.195363
1	Oz	-1.090167
1	FP1	4.697711
1	FP2	4.759217
1	A2	2.143808
1	P8/T6	-5.997052
1	TP7	0.969205
1	TP8	-1.539647
1	P7/T5	-2.006607
1	VEOG	-6.682952
1	HEOG	-2.341275
1	Nose	2.047719
