Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	8.502292
1	FC3	5.922681
1	FCZ	8.407785
1	FC4	7.804024
1	C3	4.351314
1	CZ	7.483253
1	C4	7.132161
1	CP3	3.726016
1	CPZ	6.975321
1	CP4	6.277212
1	P3	3.454350
1	PZ	6.519457
1	P4	6.372988
1	Oz	1.630737
1	FP1	6.106084
1	FP2	7.071203
1	A2	-3.263644
1	P8/T6	2.949646
1	TP7	0.126255
1	TP8	4.474606
1	P7/T5	-0.858865
1	VEOG	8.145326
1	HEOG	0.370088
1	Nose	6.200750
1	FZ	4.721245
1	FC3	3.696232
1	FCZ	5.383049
1	FC4	4.585848
1	C3	3.957918
1	CZ	6.064825
1	C4	4.037619
1	CP3	4.235543
1	CPZ	6.551761
1	CP4	4.706776
1	P3	5.098212
1	PZ	7.076839
1	P4	5.388410
1	Oz	-0.277009
1	FP1	2.832852
1	FP2	1.906184
1	A2	0.532052
1	P8/T6	0.333464
1	TP7	0.195220
1	TP8	1.060262
1	P7/T5	1.230575
1	VEOG	7.837842
1	HEOG	0.823578
1	Nose	0.967609
1	FZ	4.171714
1	FC3	2.953074
1	FCZ	5.206362
1	FC4	4.537519
1	C3	2.846281
1	CZ	5.064629
1	C4	4.384780
1	CP3	2.982666
1	CPZ	5.115871
1	CP4	4.528226
1	P3	3.689045
1	PZ	5.539304
1	P4	4.855769
1	Oz	1.150370
1	FP1	5.393833
1	FP2	2.971556
1	A2	-2.281116
1	P8/T6	2.495532
1	TP7	-0.591435
1	TP8	2.039132
1	P7/T5	-0.998721
1	VEOG	16.594497
1	HEOG	-1.379011
1	Nose	1.023953
1	FZ	5.424809
1	FC3	4.300249
1	FCZ	6.208353
1	FC4	4.907452
1	C3	4.168771
1	CZ	6.200278
1	C4	4.536107
1	CP3	4.361322
1	CPZ	6.294968
1	CP4	4.771308
1	P3	5.111488
1	PZ	6.606137
1	P4	5.317797
1	Oz	0.326661
1	FP1	4.996041
1	FP2	6.003181
1	A2	-0.624969
1	P8/T6	1.219550
1	TP7	1.005345
1	TP8	1.469526
1	P7/T5	0.120830
1	VEOG	8.664860
1	HEOG	0.015971
1	Nose	3.802631
