Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.244404
1	FC3	0.581456
1	FCZ	1.420414
1	FC4	1.450039
1	C3	0.178578
1	CZ	1.028634
1	C4	1.162269
1	CP3	-0.247734
1	CPZ	0.293457
1	CP4	0.775672
1	P3	-1.023956
1	PZ	-0.741185
1	P4	0.114328
1	Oz	0.181100
1	FP1	1.119987
1	FP2	1.646365
1	A2	-0.349910
1	P8/T6	-0.801307
1	TP7	-0.693950
1	TP8	0.355734
1	P7/T5	-1.086051
1	VEOG	1.262060
1	HEOG	0.524590
1	Nose	1.562900
1	FZ	0.734583
1	FC3	0.443411
1	FCZ	1.281878
1	FC4	0.355360
1	C3	1.234154
1	CZ	1.630111
1	C4	0.532274
1	CP3	0.991879
1	CPZ	1.720958
1	CP4	0.656411
1	P3	1.114978
1	PZ	1.226891
1	P4	1.084124
1	Oz	-0.165456
1	FP1	0.135279
1	FP2	-0.101673
1	A2	0.320086
1	P8/T6	0.054761
1	TP7	0.444494
1	TP8	-0.108169
1	P7/T5	0.139880
1	VEOG	2.593166
1	HEOG	-0.011909
1	Nose	0.421895
1	FZ	-0.148856
1	FC3	-0.934727
1	FCZ	0.010645
1	FC4	-0.162344
1	C3	-1.210652
1	CZ	-0.237944
1	C4	-0.083359
1	CP3	-1.355133
1	CPZ	-0.083630
1	CP4	-0.263115
1	P3	-1.261308
1	PZ	-1.312055
1	P4	-0.475889
1	Oz	-0.182011
1	FP1	-0.035229
1	FP2	0.060670
1	A2	0.353150
1	P8/T6	-0.674770
1	TP7	-0.757453
1	TP8	-0.228246
1	P7/T5	-0.818664
1	VEOG	0.490729
1	HEOG	0.112048
1	Nose	-0.272046
1	FZ	-1.735540
1	FC3	-0.453479
1	FCZ	-1.054390
1	FC4	-1.322714
1	C3	-0.494930
1	CZ	-0.039543
1	C4	-1.009920
1	CP3	-0.542817
1	CPZ	0.156263
1	CP4	-0.554755
1	P3	-0.453479
1	PZ	-0.625275
1	P4	-0.153246
1	Oz	-0.499280
1	FP1	-1.081195
1	FP2	-1.351028
1	A2	0.981073
1	P8/T6	-1.299059
1	TP7	0.200733
1	TP8	-1.069479
1	P7/T5	-0.354866
1	VEOG	1.990328
1	HEOG	0.274448
1	Nose	0.218973
