Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	8.235057
1	FC3	8.068302
1	FCZ	9.224754
1	FC4	5.958492
1	C3	7.274710
1	CZ	8.820053
1	C4	5.463730
1	CP3	5.389525
1	CPZ	6.755272
1	CP4	4.409044
1	P3	3.078761
1	PZ	2.619290
1	P4	2.806311
1	Oz	-1.457685
1	FP1	5.510726
1	FP2	4.570950
1	A2	2.894493
1	P8/T6	-2.242542
1	TP7	4.364538
1	TP8	0.110762
1	P7/T5	2.546657
1	VEOG	10.064075
1	HEOG	-2.476907
1	Nose	3.176989
1	FZ	6.615803
1	FC3	6.306452
1	FCZ	7.129266
1	FC4	4.963047
1	C3	5.547105
1	CZ	6.736376
1	C4	4.671154
1	CP3	4.950552
1	CPZ	5.967556
1	CP4	4.596139
1	P3	3.201582
1	PZ	3.669306
1	P4	3.825786
1	Oz	-1.073253
1	FP1	5.376868
1	FP2	4.254717
1	A2	2.119983
1	P8/T6	-1.061300
1	TP7	3.306728
1	TP8	0.686498
1	P7/T5	2.309301
1	VEOG	2.780680
1	HEOG	-1.944378
1	Nose	3.658435
1	FZ	5.051648
1	FC3	5.766317
1	FCZ	6.283266
1	FC4	3.830163
1	C3	5.926346
1	CZ	6.839698
1	C4	3.800856
1	CP3	5.032168
1	CPZ	5.919707
1	CP4	2.979180
1	P3	3.364096
1	PZ	2.689216
1	P4	2.157286
1	Oz	-1.045034
1	FP1	2.903796
1	FP2	1.612254
1	A2	2.083823
1	P8/T6	-1.605222
1	TP7	3.449527
1	TP8	-0.211654
1	P7/T5	2.800240
1	VEOG	10.249304
1	HEOG	-1.157151
1	Nose	1.354915
1	FZ	5.081673
1	FC3	4.841643
1	FCZ	6.130577
1	FC4	4.590836
1	C3	5.128083
1	CZ	6.268982
1	C4	4.416385
1	CP3	4.440278
1	CPZ	5.763057
1	CP4	4.196259
1	P3	3.031284
1	PZ	3.599807
1	P4	3.377112
1	Oz	-0.957827
1	FP1	3.494742
1	FP2	4.189884
1	A2	1.907720
1	P8/T6	-1.368088
1	TP7	3.004777
1	TP8	0.858357
1	P7/T5	1.720887
1	VEOG	8.101262
1	HEOG	-0.112081
1	Nose	3.412011
