Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	3.536009
1	FC3	4.180412
1	FCZ	3.713175
1	FC4	3.205064
1	C3	5.168719
1	CZ	4.284218
1	C4	3.742333
1	CP3	4.896357
1	CPZ	4.839816
1	CP4	4.070570
1	P3	4.825437
1	PZ	5.015385
1	P4	4.378038
1	Oz	0.025829
1	FP1	3.483906
1	FP2	3.641767
1	A2	-0.022501
1	P8/T6	1.548699
1	TP7	3.133700
1	TP8	2.354203
1	P7/T5	2.522893
1	VEOG	2.086855
1	HEOG	-1.527751
1	Nose	3.406817
1	FZ	1.452792
1	FC3	2.799129
1	FCZ	2.456083
1	FC4	1.363929
1	C3	4.852443
1	CZ	3.956689
1	C4	2.826193
1	CP3	5.812701
1	CPZ	5.680625
1	CP4	4.122370
1	P3	7.139055
1	PZ	6.315429
1	P4	5.324993
1	Oz	-0.242185
1	FP1	0.902385
1	FP2	1.351975
1	A2	0.491812
1	P8/T6	0.806936
1	TP7	3.704084
1	TP8	1.069961
1	P7/T5	4.535379
1	VEOG	3.529156
1	HEOG	-1.507733
1	Nose	1.021695
1	FZ	1.443184
1	FC3	2.308715
1	FCZ	2.014115
1	FC4	1.186339
1	C3	3.867781
1	CZ	2.971441
1	C4	2.020656
1	CP3	4.318906
1	CPZ	3.513323
1	CP4	2.752758
1	P3	4.875267
1	PZ	4.506149
1	P4	3.824929
1	Oz	-0.225901
1	FP1	1.102348
1	FP2	0.648201
1	A2	0.431548
1	P8/T6	0.672244
1	TP7	2.791686
1	TP8	0.671342
1	P7/T5	3.353325
1	VEOG	3.453149
1	HEOG	-1.531009
1	Nose	1.015560
1	FZ	1.988088
1	FC3	3.079835
1	FCZ	3.648872
1	FC4	2.706522
1	C3	5.124083
1	CZ	4.917714
1	C4	3.756770
1	CP3	5.797544
1	CPZ	6.182315
1	CP4	4.425676
1	P3	6.679720
1	PZ	6.728482
1	P4	5.374793
1	Oz	-0.015292
1	FP1	1.554059
1	FP2	1.407188
1	A2	0.004330
1	P8/T6	0.855472
1	TP7	3.264958
1	TP8	1.732235
1	P7/T5	4.093321
1	VEOG	1.930485
1	HEOG	-0.281925
1	Nose	1.833322
