Sweep Number	Channel	Mean(170.00->230.00ms)
1	FZ	-0.999349
1	FC3	1.276692
1	FCZ	0.144349
1	FC4	0.890509
1	C3	3.264821
1	CZ	2.105574
1	C4	2.008963
1	CP3	4.641225
1	CPZ	3.349902
1	CP4	2.810067
1	P3	5.561303
1	PZ	4.468443
1	P4	3.972939
1	Oz	0.021925
1	FP1	-0.559052
1	FP2	-0.901865
1	A2	-0.021095
1	P8/T6	1.688905
1	TP7	1.829586
1	TP8	0.777388
1	P7/T5	3.451012
1	VEOG	4.950101
1	HEOG	-1.251272
1	Nose	0.517647
1	FZ	-1.131681
1	FC3	0.580263
1	FCZ	0.118456
1	FC4	1.016298
1	C3	3.069164
1	CZ	2.124040
1	C4	2.356916
1	CP3	4.184473
1	CPZ	3.436271
1	CP4	2.783733
1	P3	5.582874
1	PZ	4.602668
1	P4	4.123479
1	Oz	-0.282725
1	FP1	-1.532266
1	FP2	-2.025533
1	A2	0.568111
1	P8/T6	1.426238
1	TP7	1.825356
1	TP8	0.969338
1	P7/T5	3.445397
1	VEOG	8.321114
1	HEOG	0.313130
1	Nose	-0.332391
1	FZ	-2.008012
1	FC3	0.410588
1	FCZ	-0.933432
1	FC4	0.070939
1	C3	2.394954
1	CZ	1.729371
1	C4	1.566340
1	CP3	2.844924
1	CPZ	2.389923
1	CP4	2.363697
1	P3	4.244105
1	PZ	2.872354
1	P4	3.060923
1	Oz	-0.236292
1	FP1	-2.165841
1	FP2	-2.083466
1	A2	0.469188
1	P8/T6	1.449784
1	TP7	2.386312
1	TP8	1.169381
1	P7/T5	3.479250
1	VEOG	10.151113
1	HEOG	-0.364370
1	Nose	-1.480396
1	FZ	-2.126322
1	FC3	-0.171344
1	FCZ	-0.971123
1	FC4	0.090989
1	C3	1.830830
1	CZ	1.455075
1	C4	1.343380
1	CP3	2.727707
1	CPZ	3.103181
1	CP4	2.316881
1	P3	4.137544
1	PZ	3.520210
1	P4	3.124868
1	Oz	0.337932
1	FP1	-2.314316
1	FP2	-2.402600
1	A2	-0.686124
1	P8/T6	1.547650
1	TP7	1.020605
1	TP8	0.856489
1	P7/T5	2.312357
1	VEOG	7.469294
1	HEOG	0.501068
1	Nose	-0.684072
