Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.036481
1	FC3	2.743432
1	FCZ	1.391741
1	FC4	-0.800660
1	C3	3.858996
1	CZ	2.064300
1	C4	0.517349
1	CP3	5.076878
1	CPZ	3.807276
1	CP4	2.196478
1	P3	6.752033
1	PZ	5.998200
1	P4	4.692420
1	Oz	-2.262618
1	FP1	0.955208
1	FP2	-0.403209
1	A2	4.452268
1	P8/T6	1.158978
1	TP7	5.988060
1	TP8	-0.333859
1	P7/T5	7.804769
1	VEOG	2.093701
1	HEOG	-1.495741
1	Nose	-0.705221
1	FZ	0.090334
1	FC3	2.469928
1	FCZ	0.711021
1	FC4	-0.504360
1	C3	4.571261
1	CZ	2.629578
1	C4	1.101161
1	CP3	6.372671
1	CPZ	5.413948
1	CP4	3.172753
1	P3	8.480560
1	PZ	7.444501
1	P4	5.216010
1	Oz	-1.562373
1	FP1	-0.326385
1	FP2	-1.984947
1	A2	3.112862
1	P8/T6	1.738358
1	TP7	6.555212
1	TP8	-0.006498
1	P7/T5	8.956526
1	VEOG	2.803924
1	HEOG	-0.638543
1	Nose	-0.946135
1	FZ	-0.448688
1	FC3	1.200289
1	FCZ	0.110901
1	FC4	-1.625648
1	C3	2.660244
1	CZ	1.407196
1	C4	0.336052
1	CP3	4.064809
1	CPZ	3.191480
1	CP4	2.836106
1	P3	6.029620
1	PZ	5.235010
1	P4	5.216885
1	Oz	-1.300483
1	FP1	-1.184438
1	FP2	-2.491082
1	A2	2.547609
1	P8/T6	3.049055
1	TP7	5.372290
1	TP8	0.944392
1	P7/T5	7.740807
1	VEOG	-0.015732
1	HEOG	-1.407017
1	Nose	-1.820532
1	FZ	1.067885
1	FC3	4.069055
1	FCZ	2.229863
1	FC4	-0.465719
1	C3	5.849977
1	CZ	4.385325
1	C4	1.641995
1	CP3	7.454691
1	CPZ	6.310193
1	CP4	3.939406
1	P3	9.531005
1	PZ	8.315613
1	P4	6.361718
1	Oz	-1.264434
1	FP1	0.293718
1	FP2	-0.354901
1	A2	2.495472
1	P8/T6	2.400839
1	TP7	6.673565
1	TP8	0.704999
1	P7/T5	9.278830
1	VEOG	2.331348
1	HEOG	-1.075924
1	Nose	-1.916182
