Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	3.223783
1	FC3	3.219784
1	FCZ	3.392231
1	FC4	2.984137
1	C3	1.891242
1	CZ	1.809683
1	C4	1.890597
1	CP3	0.550145
1	CPZ	0.730159
1	CP4	1.075870
1	P3	-0.451991
1	PZ	-0.189128
1	P4	0.423744
1	Oz	1.288602
1	FP1	3.959015
1	FP2	3.208391
1	A2	-2.529394
1	P8/T6	0.199017
1	TP7	-0.149531
1	TP8	1.320976
1	P7/T5	-1.532676
1	VEOG	16.801607
1	HEOG	-1.404856
1	Nose	2.609147
1	FZ	2.270104
1	FC3	2.305362
1	FCZ	2.972784
1	FC4	2.280831
1	C3	1.802941
1	CZ	2.800461
1	C4	2.078519
1	CP3	1.045649
1	CPZ	1.811009
1	CP4	1.548956
1	P3	0.101715
1	PZ	0.803043
1	P4	0.829113
1	Oz	1.413942
1	FP1	1.445935
1	FP2	1.730700
1	A2	-2.771172
1	P8/T6	-0.214764
1	TP7	-0.540803
1	TP8	1.399111
1	P7/T5	-1.552780
1	VEOG	27.103018
1	HEOG	-1.126191
1	Nose	0.667189
1	FZ	-1.066487
1	FC3	0.105778
1	FCZ	-1.189632
1	FC4	-1.598400
1	C3	-0.142361
1	CZ	-1.119354
1	C4	-2.071357
1	CP3	-0.470250
1	CPZ	-1.406285
1	CP4	-2.462398
1	P3	-1.187016
1	PZ	-1.825429
1	P4	-2.144297
1	Oz	0.736974
1	FP1	0.003473
1	FP2	-1.923944
1	A2	-1.427441
1	P8/T6	-1.837608
1	TP7	-1.162297
1	TP8	-1.274660
1	P7/T5	-1.225267
1	VEOG	22.591369
1	HEOG	-3.547470
1	Nose	0.508051
1	FZ	0.307647
1	FC3	-0.128987
1	FCZ	-0.039777
1	FC4	-0.269800
1	C3	-1.726547
1	CZ	-1.137563
1	C4	-1.163148
1	CP3	-2.732613
1	CPZ	-2.254079
1	CP4	-1.892463
1	P3	-3.288916
1	PZ	-2.896453
1	P4	-2.258858
1	Oz	0.990040
1	FP1	1.186850
1	FP2	-0.570737
1	A2	-1.951405
1	P8/T6	-2.130692
1	TP7	-2.846925
1	TP8	-0.795401
1	P7/T5	-3.541676
1	VEOG	12.587246
1	HEOG	-0.366685
1	Nose	-1.417066
