Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	4.921979
1	FC3	4.875109
1	FCZ	5.803559
1	FC4	3.227842
1	C3	5.011942
1	CZ	5.971312
1	C4	4.218273
1	CP3	4.640525
1	CPZ	5.179042
1	CP4	4.440172
1	P3	3.909116
1	PZ	4.013070
1	P4	3.708064
1	Oz	-1.082585
1	FP1	3.715759
1	FP2	2.956042
1	A2	2.148102
1	P8/T6	0.283320
1	TP7	3.953188
1	TP8	0.946219
1	P7/T5	4.261552
1	VEOG	5.056714
1	HEOG	-1.406853
1	Nose	3.421573
1	FZ	1.010951
1	FC3	1.936090
1	FCZ	2.193013
1	FC4	0.331962
1	C3	2.771592
1	CZ	3.516712
1	C4	1.182808
1	CP3	2.577442
1	CPZ	3.076878
1	CP4	1.600303
1	P3	2.645859
1	PZ	2.296641
1	P4	1.303412
1	Oz	-1.095737
1	FP1	-0.695218
1	FP2	-1.109635
1	A2	2.175757
1	P8/T6	-1.271792
1	TP7	2.545356
1	TP8	-0.805655
1	P7/T5	3.431926
1	VEOG	5.588656
1	HEOG	-0.754167
1	Nose	-1.219139
1	FZ	1.313471
1	FC3	1.876726
1	FCZ	1.527854
1	FC4	0.930760
1	C3	2.197744
1	CZ	2.051765
1	C4	0.994674
1	CP3	1.869436
1	CPZ	1.923937
1	CP4	1.125253
1	P3	2.147540
1	PZ	1.706562
1	P4	1.064670
1	Oz	-0.907878
1	FP1	1.093924
1	FP2	2.098639
1	A2	1.816722
1	P8/T6	-1.820053
1	TP7	0.945531
1	TP8	-1.401233
1	P7/T5	1.741608
1	VEOG	5.346378
1	HEOG	-0.365478
1	Nose	2.606137
1	FZ	1.325410
1	FC3	2.084420
1	FCZ	2.318448
1	FC4	1.320713
1	C3	2.354123
1	CZ	2.930201
1	C4	1.256715
1	CP3	1.352926
1	CPZ	2.371439
1	CP4	1.177156
1	P3	1.656407
1	PZ	1.627657
1	P4	1.004661
1	Oz	-0.998920
1	FP1	0.848152
1	FP2	0.291051
1	A2	2.001066
1	P8/T6	-1.486662
1	TP7	1.380726
1	TP8	-0.663654
1	P7/T5	2.112695
1	VEOG	8.164711
1	HEOG	-0.983881
1	Nose	1.018751
