Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	7.228001
1	FC3	8.406275
1	FCZ	8.321618
1	FC4	5.878899
1	C3	8.602463
1	CZ	8.581643
1	C4	5.879220
1	CP3	8.593612
1	CPZ	9.560840
1	CP4	4.587488
1	P3	8.485750
1	PZ	8.430306
1	P4	3.557937
1	Oz	-1.832280
1	FP1	4.313889
1	FP2	3.560322
1	A2	3.641035
1	P8/T6	-4.413175
1	TP7	3.594212
1	TP8	0.447637
1	P7/T5	1.463935
1	VEOG	3.174045
1	HEOG	-2.725766
1	Nose	2.287117
1	FZ	5.131609
1	FC3	6.015158
1	FCZ	6.331059
1	FC4	3.837447
1	C3	6.819876
1	CZ	5.504425
1	C4	3.532842
1	CP3	5.702973
1	CPZ	5.805699
1	CP4	2.262865
1	P3	5.767950
1	PZ	5.281064
1	P4	1.301886
1	Oz	-1.378641
1	FP1	3.516236
1	FP2	2.915328
1	A2	2.707077
1	P8/T6	-4.270460
1	TP7	2.766646
1	TP8	-0.493596
1	P7/T5	1.013549
1	VEOG	3.469266
1	HEOG	-1.668233
1	Nose	2.389341
1	FZ	6.334058
1	FC3	7.191109
1	FCZ	7.218580
1	FC4	5.756090
1	C3	7.370729
1	CZ	8.159351
1	C4	5.610121
1	CP3	7.302842
1	CPZ	8.805207
1	CP4	4.461853
1	P3	7.306766
1	PZ	7.566588
1	P4	3.532809
1	Oz	-1.761826
1	FP1	4.166531
1	FP2	4.105320
1	A2	3.463118
1	P8/T6	-4.401183
1	TP7	3.359324
1	TP8	-0.217420
1	P7/T5	1.866838
1	VEOG	3.492528
1	HEOG	-2.360770
1	Nose	1.864718
1	FZ	2.827253
1	FC3	3.403141
1	FCZ	2.874837
1	FC4	1.123595
1	C3	3.646941
1	CZ	2.018145
1	C4	0.452256
1	CP3	3.297490
1	CPZ	2.510062
1	CP4	-0.576410
1	P3	3.264234
1	PZ	2.271623
1	P4	-1.043278
1	Oz	-1.765664
1	FP1	2.352795
1	FP2	1.702804
1	A2	3.490860
1	P8/T6	-5.819365
1	TP7	1.988447
1	TP8	-2.062076
1	P7/T5	0.451782
1	VEOG	1.652184
1	HEOG	-1.055423
1	Nose	2.119242
