Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	4.050243
1	FC3	3.634528
1	FCZ	5.011764
1	FC4	5.421750
1	C3	3.938826
1	CZ	5.340014
1	C4	6.157461
1	CP3	4.322740
1	CPZ	5.930026
1	CP4	6.883744
1	P3	4.865434
1	PZ	5.602046
1	P4	7.070220
1	OZ	6.187638
1	FP1	2.029677
1	FP2	3.272762
1	A2	-0.807928
1	P8/T6	4.064046
1	TP7	1.351750
1	TP8	4.141135
1	P7/T5	1.441334
1	VEOG	-3.753432
1	HEOG	1.552841
1	Nose	2.748472
1	FZ	3.601292
1	FC3	3.789332
1	FCZ	4.357002
1	FC4	4.404089
1	C3	4.114773
1	CZ	4.283463
1	C4	4.755582
1	CP3	4.406397
1	CPZ	4.696734
1	CP4	5.114087
1	P3	5.198321
1	PZ	4.521253
1	P4	5.098066
1	OZ	-0.812206
1	FP1	1.878001
1	FP2	1.813561
1	A2	-0.310929
1	P8/T6	3.191839
1	TP7	2.495332
1	TP8	3.042720
1	P7/T5	2.996653
1	VEOG	2.307293
1	HEOG	0.631001
1	Nose	2.759751
1	FZ	5.107030
1	FC3	4.641879
1	FCZ	6.292786
1	FC4	6.396148
1	C3	5.863095
1	CZ	6.782346
1	C4	6.948551
1	CP3	6.540429
1	CPZ	7.584034
1	CP4	7.965039
1	P3	7.273371
1	PZ	7.521635
1	P4	8.091035
1	OZ	4.914774
1	FP1	2.423392
1	FP2	2.852107
1	A2	-0.683547
1	P8/T6	4.952276
1	TP7	2.676005
1	TP8	4.382432
1	P7/T5	3.562415
1	VEOG	1.212162
1	HEOG	-2.179743
1	Nose	2.129771
1	FZ	1.789416
1	FC3	2.390428
1	FCZ	3.055239
1	FC4	3.515500
1	C3	3.411872
1	CZ	4.204328
1	C4	4.694390
1	CP3	4.071366
1	CPZ	4.703858
1	CP4	5.764897
1	P3	4.800210
1	PZ	4.233290
1	P4	5.659964
1	OZ	2.304429
1	FP1	1.640085
1	FP2	1.760641
1	A2	-0.075505
1	P8/T6	3.789632
1	TP7	2.119047
1	TP8	3.908043
1	P7/T5	2.897605
1	VEOG	0.064965
1	HEOG	-1.783307
1	Nose	1.571015
