Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	13.340016
1	FC3	12.711326
1	FCZ	15.375003
1	FC4	12.036903
1	C3	12.070444
1	CZ	14.425753
1	C4	10.409673
1	CP3	9.441447
1	CPZ	12.012613
1	CP4	8.119500
1	P3	7.768151
1	PZ	8.978896
1	P4	5.276449
1	Oz	-0.308035
1	FP1	7.295590
1	FP2	7.804776
1	A2	0.586942
1	P8/T6	-2.291691
1	TP7	2.164311
1	TP8	1.714569
1	P7/T5	2.006854
1	VEOG	15.796042
1	HEOG	-0.168938
1	Nose	5.318576
1	FZ	11.813471
1	FC3	11.416703
1	FCZ	13.702407
1	FC4	10.708899
1	C3	11.094067
1	CZ	12.254966
1	C4	8.918858
1	CP3	9.157275
1	CPZ	10.206006
1	CP4	7.065261
1	P3	7.536429
1	PZ	7.622754
1	P4	4.043103
1	Oz	-0.203725
1	FP1	7.827612
1	FP2	8.471536
1	A2	0.390995
1	P8/T6	-2.669523
1	TP7	3.061813
1	TP8	1.253320
1	P7/T5	2.498007
1	VEOG	8.745022
1	HEOG	-2.396954
1	Nose	5.414364
1	FZ	7.188249
1	FC3	7.076233
1	FCZ	8.310852
1	FC4	7.261033
1	C3	7.471529
1	CZ	8.212860
1	C4	5.863228
1	CP3	7.202140
1	CPZ	8.022912
1	CP4	5.322320
1	P3	7.394441
1	PZ	7.557583
1	P4	4.084905
1	Oz	-0.474737
1	FP1	4.724027
1	FP2	5.170228
1	A2	0.931190
1	P8/T6	-2.314260
1	TP7	1.928062
1	TP8	-0.064840
1	P7/T5	3.458653
1	VEOG	16.801266
1	HEOG	0.804528
1	Nose	2.420507
1	FZ	8.563768
1	FC3	8.231809
1	FCZ	9.532325
1	FC4	7.230477
1	C3	7.541259
1	CZ	8.599538
1	C4	5.824761
1	CP3	5.793855
1	CPZ	6.555209
1	CP4	4.000903
1	P3	4.861117
1	PZ	4.881557
1	P4	2.049538
1	Oz	-0.562355
1	FP1	5.596920
1	FP2	5.344708
1	A2	1.134243
1	P8/T6	-3.542715
1	TP7	0.966691
1	TP8	0.209022
1	P7/T5	1.281207
1	VEOG	14.450489
1	HEOG	-2.031407
1	Nose	3.918699
