Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	-0.046777
1	FC3	1.448513
1	FCZ	0.043239
1	FC4	-0.274962
1	C3	3.047184
1	CZ	1.215906
1	C4	0.501673
1	CP3	3.963953
1	CPZ	2.801998
1	CP4	1.599850
1	P3	4.367060
1	PZ	4.443810
1	P4	2.371866
1	Oz	0.546484
1	FP1	0.135516
1	FP2	-1.670212
1	A2	-1.063782
1	P8/T6	1.881200
1	TP7	2.366560
1	TP8	0.299038
1	P7/T5	2.408030
1	VEOG	10.170251
1	HEOG	-8.210140
1	Nose	-0.781647
1	FZ	2.396948
1	FC3	3.846822
1	FCZ	2.164968
1	FC4	3.512821
1	C3	4.329090
1	CZ	2.713063
1	C4	2.893821
1	CP3	3.955721
1	CPZ	2.793070
1	CP4	2.910119
1	P3	3.892646
1	PZ	3.716545
1	P4	2.052788
1	Oz	0.661862
1	FP1	-1.536549
1	FP2	-0.470521
1	A2	-1.311871
1	P8/T6	3.777291
1	TP7	1.702596
1	TP8	3.104529
1	P7/T5	1.792763
1	VEOG	8.999905
1	HEOG	-2.135230
1	Nose	1.278640
1	FZ	0.307648
1	FC3	-0.091226
1	FCZ	0.400673
1	FC4	1.480564
1	C3	-0.130700
1	CZ	-0.093660
1	C4	0.675832
1	CP3	0.378660
1	CPZ	-0.173350
1	CP4	1.420876
1	P3	1.117249
1	PZ	0.093871
1	P4	1.629044
1	Oz	0.716259
1	FP1	1.171117
1	FP2	-1.100740
1	A2	-1.427014
1	P8/T6	2.397265
1	TP7	-0.300134
1	TP8	1.826417
1	P7/T5	-0.273994
1	VEOG	9.358352
1	HEOG	-1.779746
1	Nose	-2.011091
1	FZ	1.304145
1	FC3	2.618451
1	FCZ	3.160301
1	FC4	0.492110
1	C3	3.119239
1	CZ	3.268460
1	C4	1.271656
1	CP3	2.797621
1	CPZ	3.551555
1	CP4	1.981141
1	P3	4.340519
1	PZ	4.714735
1	P4	2.631150
1	Oz	1.656242
1	FP1	3.166651
1	FP2	2.109936
1	A2	-3.307617
1	P8/T6	-1.634547
1	TP7	-3.044205
1	TP8	-1.805569
1	P7/T5	-3.118392
1	VEOG	8.829942
1	HEOG	-4.175742
1	Nose	1.475802
