Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	2.977411
1	FC3	3.304604
1	FCZ	3.787704
1	FC4	2.837572
1	C3	3.949998
1	CZ	4.268937
1	C4	4.163787
1	CP3	3.938992
1	CPZ	4.221767
1	CP4	4.432803
1	P3	3.915358
1	PZ	4.378361
1	P4	4.143985
1	Oz	-0.250099
1	FP1	2.192767
1	FP2	1.448857
1	A2	0.485950
1	P8/T6	2.163434
1	TP7	1.826119
1	TP8	1.865280
1	P7/T5	2.699894
1	VEOG	1.540101
1	HEOG	-1.166328
1	Nose	1.528702
1	FZ	2.851967
1	FC3	3.735480
1	FCZ	3.584194
1	FC4	2.883304
1	C3	4.740522
1	CZ	4.977311
1	C4	4.244575
1	CP3	5.394278
1	CPZ	6.322276
1	CP4	5.911373
1	P3	6.330072
1	PZ	7.407827
1	P4	7.511521
1	Oz	-0.616508
1	FP1	0.100178
1	FP2	0.006624
1	A2	1.228022
1	P8/T6	3.929977
1	TP7	2.564528
1	TP8	2.093192
1	P7/T5	4.313619
1	VEOG	0.189706
1	HEOG	-0.083057
1	Nose	-0.493655
1	FZ	2.948830
1	FC3	2.356564
1	FCZ	3.439674
1	FC4	3.834503
1	C3	3.284620
1	CZ	4.123226
1	C4	4.817832
1	CP3	4.047581
1	CPZ	4.992775
1	CP4	5.112686
1	P3	4.800405
1	PZ	5.531506
1	P4	5.511087
1	Oz	0.467721
1	FP1	1.028900
1	FP2	1.425707
1	A2	-0.912947
1	P8/T6	3.057397
1	TP7	1.487208
1	TP8	2.276285
1	P7/T5	2.979532
1	VEOG	2.080295
1	HEOG	1.685177
1	Nose	0.179046
1	FZ	2.305517
1	FC3	2.307230
1	FCZ	3.027886
1	FC4	1.849636
1	C3	2.640016
1	CZ	3.129694
1	C4	2.954268
1	CP3	2.502385
1	CPZ	3.478522
1	CP4	3.468970
1	P3	2.818609
1	PZ	3.884926
1	P4	4.160552
1	Oz	-0.032188
1	FP1	0.692828
1	FP2	0.701914
1	A2	0.076110
1	P8/T6	2.345337
1	TP7	0.271005
1	TP8	1.389031
1	P7/T5	1.273776
1	VEOG	0.494143
1	HEOG	0.127923
1	Nose	-0.108194
