Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	0.764120
1	FC3	0.911257
1	FCZ	0.337190
1	FC4	0.074824
1	C3	0.416358
1	CZ	-0.033695
1	C4	0.698082
1	CP3	0.608100
1	CPZ	-0.266711
1	CP4	0.434268
1	P3	0.672931
1	PZ	0.704068
1	P4	1.115213
1	Oz	0.676262
1	FP1	0.829482
1	FP2	1.050381
1	A2	-1.350594
1	P8/T6	3.352203
1	TP7	0.324832
1	TP8	1.550928
1	P7/T5	2.245342
1	VEOG	4.784041
1	HEOG	-4.046954
1	Nose	0.653912
1	FZ	-2.143485
1	FC3	-2.766343
1	FCZ	-2.317185
1	FC4	-2.008657
1	C3	-2.690350
1	CZ	-3.048506
1	C4	-1.954626
1	CP3	-2.683496
1	CPZ	-3.053009
1	CP4	-2.363862
1	P3	-2.098659
1	PZ	-2.644873
1	P4	-0.596744
1	Oz	0.112065
1	FP1	0.254246
1	FP2	0.493434
1	A2	-0.231733
1	P8/T6	2.262003
1	TP7	-1.186333
1	TP8	0.171199
1	P7/T5	-0.243040
1	VEOG	14.896680
1	HEOG	-2.350054
1	Nose	3.462394
1	FZ	-2.714389
1	FC3	-2.208442
1	FCZ	-2.892063
1	FC4	-2.659603
1	C3	-2.016224
1	CZ	-2.568310
1	C4	-2.556468
1	CP3	-1.198659
1	CPZ	-2.315606
1	CP4	-1.490720
1	P3	0.033510
1	PZ	-1.194335
1	P4	1.048157
1	Oz	-0.481233
1	FP1	-0.547074
1	FP2	-1.206079
1	A2	0.937062
1	P8/T6	2.391520
1	TP7	0.439566
1	TP8	-0.541866
1	P7/T5	1.957114
1	VEOG	17.178439
1	HEOG	-5.455066
1	Nose	-1.601422
1	FZ	-1.910833
1	FC3	-0.639838
1	FCZ	-2.116159
1	FC4	-2.614812
1	C3	-0.951432
1	CZ	-2.024123
1	C4	-2.299281
1	CP3	-0.861341
1	CPZ	-2.047084
1	CP4	-1.349131
1	P3	-0.444760
1	PZ	-1.308047
1	P4	0.407614
1	Oz	0.135776
1	FP1	-1.213923
1	FP2	-1.653750
1	A2	-0.287161
1	P8/T6	1.298131
1	TP7	-0.731922
1	TP8	-0.710336
1	P7/T5	-0.066038
1	VEOG	17.411413
1	HEOG	-3.048709
1	Nose	-0.763944
