Sweep Number	Channel	Mean(130.00->200.00ms)
1	FZ	1.705386
1	FC3	1.482862
1	FCZ	1.828774
1	FC4	2.814044
1	C3	1.592637
1	CZ	2.275844
1	C4	2.660038
1	CP3	1.369235
1	CPZ	1.597937
1	CP4	2.019041
1	P3	1.208138
1	PZ	0.928304
1	P4	2.190967
1	Oz	1.089097
1	FP1	1.567776
1	FP2	2.255140
1	A2	-2.164010
1	P8/T6	2.789946
1	TP7	1.037927
1	TP8	3.333103
1	P7/T5	1.999747
1	VEOG	2.171941
1	HEOG	2.605246
1	Nose	1.295836
1	FZ	1.718160
1	FC3	1.090431
1	FCZ	1.756328
1	FC4	2.453261
1	C3	1.224381
1	CZ	1.928140
1	C4	2.574513
1	CP3	1.263807
1	CPZ	1.685483
1	CP4	2.462031
1	P3	1.413199
1	PZ	1.208633
1	P4	2.046647
1	Oz	0.542394
1	FP1	1.561790
1	FP2	2.210833
1	A2	-1.072015
1	P8/T6	2.307034
1	TP7	1.282376
1	TP8	2.583664
1	P7/T5	2.796657
1	VEOG	-3.008581
1	HEOG	0.551011
1	Nose	2.595332
1	FZ	0.150116
1	FC3	-0.836315
1	FCZ	0.456148
1	FC4	2.098638
1	C3	0.054373
1	CZ	0.910524
1	C4	2.269772
1	CP3	0.979783
1	CPZ	1.077890
1	CP4	2.268331
1	P3	1.855917
1	PZ	0.930397
1	P4	2.990471
1	Oz	0.998178
1	FP1	-1.700149
1	FP2	-1.112317
1	A2	-1.972088
1	P8/T6	4.526209
1	TP7	0.089390
1	TP8	3.680290
1	P7/T5	3.044511
1	VEOG	6.116689
1	HEOG	2.118584
1	Nose	-1.785329
1	FZ	-0.958808
1	FC3	-0.544949
1	FCZ	-0.783564
1	FC4	-0.229540
1	C3	-0.442914
1	CZ	-0.563899
1	C4	-0.111567
1	CP3	-0.155416
1	CPZ	-0.694531
1	CP4	-0.355559
1	P3	0.743681
1	PZ	-1.082005
1	P4	-0.522605
1	Oz	0.251198
1	FP1	-0.841292
1	FP2	0.085449
1	A2	-0.503464
1	P8/T6	1.144271
1	TP7	0.939629
1	TP8	1.297323
1	P7/T5	3.210745
1	VEOG	2.215485
1	HEOG	-2.380319
1	Nose	0.239912
