Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	1.202349
1	FC3	1.174554
1	FCZ	1.469253
1	FC4	1.249220
1	C3	0.972056
1	CZ	1.269600
1	C4	1.623855
1	CP3	0.499249
1	CPZ	0.857002
1	CP4	1.632763
1	P3	0.224790
1	PZ	0.217515
1	P4	0.762142
1	Oz	0.489829
1	FP1	0.463106
1	FP2	2.025213
1	A2	-0.987213
1	P8/T6	1.809470
1	TP7	-0.196482
1	TP8	2.152159
1	P7/T5	-0.252866
1	VEOG	6.753788
1	HEOG	6.632765
1	Nose	0.862785
1	FZ	-0.892038
1	FC3	0.150027
1	FCZ	-0.524832
1	FC4	-1.803795
1	C3	0.069903
1	CZ	-0.610721
1	C4	-1.247975
1	CP3	-0.570626
1	CPZ	-0.935539
1	CP4	-1.160514
1	P3	0.425972
1	PZ	-1.382933
1	P4	-0.925777
1	Oz	-0.012972
1	FP1	-1.529619
1	FP2	-2.220791
1	A2	0.000721
1	P8/T6	0.738211
1	TP7	1.685935
1	TP8	0.698313
1	P7/T5	1.408943
1	VEOG	23.248141
1	HEOG	-0.415817
1	Nose	-2.407047
1	FZ	-3.746238
1	FC3	-3.340779
1	FCZ	-3.155802
1	FC4	-2.399204
1	C3	-2.032622
1	CZ	-1.890250
1	C4	-0.878821
1	CP3	-1.396740
1	CPZ	-0.847488
1	CP4	0.088672
1	P3	0.503806
1	PZ	0.089027
1	P4	1.014181
1	Oz	0.380606
1	FP1	-3.394834
1	FP2	-2.638149
1	A2	-0.775414
1	P8/T6	2.227807
1	TP7	-1.587487
1	TP8	1.215402
1	P7/T5	0.034705
1	VEOG	-15.491334
1	HEOG	1.954335
1	Nose	-3.869350
1	FZ	-3.926905
1	FC3	-3.790570
1	FCZ	-3.955076
1	FC4	-3.769540
1	C3	-3.349924
1	CZ	-3.160588
1	C4	-3.170546
1	CP3	-2.624815
1	CPZ	-3.093764
1	CP4	-2.627239
1	P3	-1.689670
1	PZ	-2.698977
1	P4	-2.306876
1	Oz	0.829668
1	FP1	-2.176635
1	FP2	-2.145843
1	A2	-1.665495
1	P8/T6	-0.110391
1	TP7	-2.557729
1	TP8	-0.848733
1	P7/T5	-1.116750
1	VEOG	-8.107414
1	HEOG	3.350317
1	Nose	-1.469412
