Sweep Number	Channel	Mean(130.00->180.00ms)
1	FZ	10.991146
1	FC3	10.805404
1	FCZ	11.578541
1	FC4	7.789444
1	C3	9.786188
1	CZ	10.274233
1	C4	6.803550
1	CP3	8.185405
1	CPZ	9.657972
1	CP4	5.636165
1	P3	7.528623
1	PZ	7.666644
1	P4	4.777391
1	Oz	-1.768835
1	FP1	4.983977
1	FP2	5.465439
1	A2	3.501194
1	P8/T6	-1.804420
1	TP7	5.578708
1	TP8	1.139959
1	P7/T5	3.610623
1	VEOG	3.796914
1	HEOG	-0.555512
1	Nose	5.960820
1	FZ	8.240473
1	FC3	8.144023
1	FCZ	9.363548
1	FC4	6.347278
1	C3	7.193026
1	CZ	7.946556
1	C4	5.280084
1	CP3	5.713302
1	CPZ	6.907505
1	CP4	4.286639
1	P3	4.523935
1	PZ	4.627303
1	P4	3.048442
1	Oz	-1.315370
1	FP1	5.178530
1	FP2	6.080429
1	A2	2.612941
1	P8/T6	-1.859948
1	TP7	4.425873
1	TP8	2.420646
1	P7/T5	1.339348
1	VEOG	2.425885
1	HEOG	0.700268
1	Nose	4.689968
1	FZ	5.782483
1	FC3	6.639356
1	FCZ	6.338088
1	FC4	3.867714
1	C3	5.894644
1	CZ	6.410295
1	C4	3.148935
1	CP3	5.436389
1	CPZ	5.460349
1	CP4	2.166144
1	P3	4.566351
1	PZ	4.669890
1	P4	1.664512
1	Oz	-1.505157
1	FP1	4.827665
1	FP2	3.566446
1	A2	2.983524
1	P8/T6	-3.138601
1	TP7	3.830195
1	TP8	0.040744
1	P7/T5	2.343600
1	VEOG	1.504630
1	HEOG	-0.613332
1	Nose	4.658107
1	FZ	5.997575
1	FC3	7.186105
1	FCZ	6.625739
1	FC4	3.393867
1	C3	6.126367
1	CZ	6.435147
1	C4	2.731476
1	CP3	5.017994
1	CPZ	5.733043
1	CP4	2.032590
1	P3	5.180648
1	PZ	5.065459
1	P4	1.942195
1	Oz	-1.853700
1	FP1	3.987364
1	FP2	3.049617
1	A2	3.673977
1	P8/T6	-3.973907
1	TP7	3.653060
1	TP8	-1.296259
1	P7/T5	1.759501
1	VEOG	1.357401
1	HEOG	-1.882589
1	Nose	3.198448
