Sweep Number	Channel	Mean(130.00->190.00ms)
1	FZ	-1.148760
1	FC3	-1.559987
1	FCZ	-1.789447
1	FC4	-2.199218
1	C3	-1.915319
1	CZ	-2.053060
1	C4	-1.710083
1	CP3	-1.920067
1	CPZ	-1.805795
1	CP4	-1.710461
1	P3	-1.120920
1	PZ	-0.851211
1	P4	-1.439888
1	Oz	-0.888816
1	FP1	0.525553
1	FP2	1.605199
1	A2	1.744883
1	P8/T6	-2.155084
1	TP7	-1.540402
1	TP8	-1.921470
1	P7/T5	-2.751369
1	VEOG	2.232075
1	HEOG	-3.969944
1	Nose	-0.347833
1	FZ	-1.315902
1	FC3	-0.811776
1	FCZ	-0.799365
1	FC4	-1.551308
1	C3	-0.806800
1	CZ	-0.867159
1	C4	-0.952283
1	CP3	-0.886010
1	CPZ	-0.449562
1	CP4	-0.764589
1	P3	-0.834960
1	PZ	-0.026696
1	P4	-0.080850
1	Oz	-0.222117
1	FP1	0.636670
1	FP2	0.682803
1	A2	0.427257
1	P8/T6	-0.689126
1	TP7	-1.213859
1	TP8	-1.119310
1	P7/T5	-2.191842
1	VEOG	-1.126042
1	HEOG	-3.190375
1	Nose	-1.882552
1	FZ	-1.432790
1	FC3	-0.766022
1	FCZ	-0.743616
1	FC4	-1.352207
1	C3	-0.786511
1	CZ	-0.498430
1	C4	-1.120190
1	CP3	-0.662051
1	CPZ	0.189515
1	CP4	-0.955439
1	P3	0.193987
1	PZ	0.673647
1	P4	0.316236
1	Oz	-0.774915
1	FP1	-1.177334
1	FP2	-1.703477
1	A2	1.549978
1	P8/T6	-1.106334
1	TP7	-0.457353
1	TP8	-1.095524
1	P7/T5	-0.769756
1	VEOG	1.417508
1	HEOG	-4.593181
1	Nose	0.081614
1	FZ	-0.583785
1	FC3	-0.715524
1	FCZ	-1.056496
1	FC4	-0.301102
1	C3	-0.889660
1	CZ	-1.113830
1	C4	-0.379719
1	CP3	-0.932057
1	CPZ	-0.413243
1	CP4	-0.368432
1	P3	-0.480180
1	PZ	0.749947
1	P4	0.031166
1	Oz	-0.931046
1	FP1	1.166560
1	FP2	1.295603
1	A2	1.845920
1	P8/T6	-0.787739
1	TP7	-0.948960
1	TP8	-1.048298
1	P7/T5	-1.317897
1	VEOG	-1.428185
1	HEOG	-5.776531
1	Nose	0.556943
